Gene stable ID,Gene name,Drosophila melanogaster gene stable ID,Drosophila melanogaster gene name,Last common ancestor with Drosophila melanogaster,Drosophila melanogaster homology type,%id. target Drosophila melanogaster gene identical to query gene,%id. query gene identical to target Drosophila melanogaster gene,"Drosophila melanogaster orthology confidence [0 low, 1 high]"
ENSMUSG00000038212,Mfsd14b,FBgn0035400,CG11537,Opisthokonta,ortholog_many2many,53.6489,38.5816,0
ENSMUSG00000035142,Nubpl,FBgn0032986,CG3262,Bilateria,ortholog_one2one,39.8119,43.3447,1
ENSMUSG00000021359,Tfap2a,FBgn0261953,TfAP-2,Bilateria,ortholog_one2many,45.0644,44.586,1
ENSMUSG00000021242,Npc2,FBgn0031381,Npc2a,Bilateria,ortholog_one2one,34.2282,34.4595,1
ENSMUSG00000021241,Isca2,FBgn0039205,CG13623,Bilateria,ortholog_one2one,42.8571,47.482,1
ENSMUSG00000021319,Sfrp4,FBgn0027343,fz3,Bilateria,ortholog_many2many,15.6164,8.82353,0
ENSMUSG00000021319,Sfrp4,FBgn0016797,fz2,Bilateria,ortholog_many2many,21.0959,9.55335,0
ENSMUSG00000024600,Slc27a6,FBgn0038730,CG6300,Opisthokonta,ortholog_many2many,10.3393,11.9181,0
ENSMUSG00000024600,Slc27a6,FBgn0038731,CG11659,Opisthokonta,ortholog_many2many,10.5008,11.9048,0
ENSMUSG00000024600,Slc27a6,FBgn0038733,CG11407,Opisthokonta,ortholog_many2many,10.1777,11.71,0
ENSMUSG00000024600,Slc27a6,FBgn0035642,CG18586,Opisthokonta,ortholog_many2many,10.8239,12.2936,0
ENSMUSG00000024600,Slc27a6,FBgn0035641,CG5568,Opisthokonta,ortholog_many2many,9.69305,11.0092,0
ENSMUSG00000024600,Slc27a6,FBgn0038732,CG11391,Opisthokonta,ortholog_many2many,10.3393,11.8081,0
ENSMUSG00000024600,Slc27a6,FBgn0038734,CG11453,Opisthokonta,ortholog_many2many,12.601,14.4712,0
ENSMUSG00000024600,Slc27a6,FBgn0033733,CG8834,Opisthokonta,ortholog_many2many,10.8239,12.5234,0
ENSMUSG00000024600,Slc27a6,FBgn0037996,CG4830,Opisthokonta,ortholog_many2many,11.6317,13.4831,0
ENSMUSG00000024600,Slc27a6,FBgn0035006,CG4563,Opisthokonta,ortholog_many2many,10.3393,11.9181,0
ENSMUSG00000024600,Slc27a6,FBgn0034553,CG9993,Opisthokonta,ortholog_many2many,13.2472,15.1013,0
ENSMUSG00000024600,Slc27a6,FBgn0034552,CG17999,Opisthokonta,ortholog_many2many,13.4087,15.2294,0
ENSMUSG00000024600,Slc27a6,FBgn0027601,pdgy,Opisthokonta,ortholog_many2many,12.2779,12.7303,0
ENSMUSG00000024600,Slc27a6,FBgn0267828,Fatp1,Opisthokonta,ortholog_many2many,36.3489,30.1609,0
ENSMUSG00000024600,Slc27a6,FBgn0265187,Fatp2,Opisthokonta,ortholog_many2many,35.3796,30.6723,0
ENSMUSG00000024600,Slc27a6,FBgn0034999,Fatp3,Opisthokonta,ortholog_many2many,34.7334,31.2955,0
ENSMUSG00000024601,Isoc1,FBgn0039850,CG11333,Bilateria,ortholog_one2many,27.6094,40.1961,1
ENSMUSG00000024601,Isoc1,FBgn0035044,CG3663,Bilateria,ortholog_one2many,27.9461,39.9038,1
ENSMUSG00000021010,Npas3,FBgn0262139,trh,Bilateria,ortholog_many2many,35.8919,32.4853,0
ENSMUSG00000021010,Npas3,FBgn0266411,sima,Bilateria,ortholog_many2many,17.7297,10.295,0
ENSMUSG00000022821,Hgd,FBgn0040211,hgo,Bilateria,ortholog_one2one,66.0674,66.9704,1
ENSMUSG00000021360,Gcnt2,FBgn0030634,CG9164,Bilateria,ortholog_many2many,7.23192,9.14826,0
ENSMUSG00000021360,Gcnt2,FBgn0015360,oxt,Bilateria,ortholog_many2many,21.9451,10.0457,0
ENSMUSG00000044408,Sptssa,FBgn0085223,CG34194,Bilateria,ortholog_many2many,29.5775,20.1923,0
ENSMUSG00000044408,Sptssa,FBgn0085322,CG34293,Bilateria,ortholog_many2many,22.5352,19.0476,0
ENSMUSG00000022820,Ndufb4,FBgn0033961,ND-B15,Bilateria,ortholog_one2one,20.155,23.0089,0
ENSMUSG00000021514,Zfp369,FBgn0001180,hb,Bilateria,ortholog_many2many,4.85207,5.40897,0
ENSMUSG00000021514,Zfp369,FBgn0033581,CG12391,Bilateria,ortholog_many2many,4.26035,6.13288,0
ENSMUSG00000060657,Marf1,FBgn0039972,Marf1,Bilateria,ortholog_one2one,16.0714,21.3793,0
ENSMUSG00000058152,Chsy3,FBgn0030662,CG9220,Bilateria,ortholog_one2many,36.8778,39.1827,1
ENSMUSG00000034158,Lrrc58,FBgn0052687,CG32687,Bilateria,ortholog_one2one,43.4426,42.1751,1
ENSMUSG00000045215,Asxl3,FBgn0261823,Asx,Bilateria,ortholog_one2many,11.3274,15.3293,0
ENSMUSG00000046961,Gpr156,FBgn0027575,GABA-B-R2,Bilateria,ortholog_many2many,16.0401,10.4575,0
ENSMUSG00000022812,Gsk3b,FBgn0003371,sgg,Bilateria,ortholog_many2many,72.9792,27.0548,1
ENSMUSG00000022812,Gsk3b,FBgn0046332,gskt,Bilateria,ortholog_many2many,59.5843,51.497,1
ENSMUSG00000038683,Pak1ip1,FBgn0030630,CG12608,Bilateria,ortholog_one2one,29.0576,25.0564,1
ENSMUSG00000024603,Dctn4,FBgn0033206,DCTN4-p62,Bilateria,ortholog_one2one,37.6874,34.2412,1
ENSMUSG00000022809,Nr1i2,FBgn0015240,Hr96,Bilateria,ortholog_many2many,22.5058,13.4163,0
ENSMUSG00000022809,Nr1i2,FBgn0000546,EcR,Bilateria,ortholog_many2many,22.0418,10.82,0
ENSMUSG00000033863,Klf9,FBgn0040765,luna,Bilateria,ortholog_many2many,26.6393,11.4035,0
ENSMUSG00000025075,Habp2,FBgn0050287,CG30287,Bilateria,ortholog_many2many,14.6209,28.5211,0
ENSMUSG00000025075,Habp2,FBgn0069056,CG33226,Bilateria,ortholog_many2many,13.7184,26.0274,0
ENSMUSG00000025075,Habp2,FBgn0050414,CG30414,Bilateria,ortholog_many2many,15.8845,28.8525,0
ENSMUSG00000025075,Habp2,FBgn0050289,CG30289,Bilateria,ortholog_many2many,15.704,27.5316,0
ENSMUSG00000025075,Habp2,FBgn0053225,CG33225,Bilateria,ortholog_many2many,14.8014,26.7101,0
ENSMUSG00000025075,Habp2,FBgn0050288,CG30288,Bilateria,ortholog_many2many,14.0794,27.6596,0
ENSMUSG00000025075,Habp2,FBgn0031058,CG14227,Bilateria,ortholog_many2many,12.2744,23.7762,0
ENSMUSG00000025075,Habp2,FBgn0260477,CG30283,Bilateria,ortholog_many2many,13.7184,27.8388,0
ENSMUSG00000025075,Habp2,FBgn0040341,CG11664,Bilateria,ortholog_many2many,10.4693,22.8346,0
ENSMUSG00000025075,Habp2,FBgn0025383,CG14780,Bilateria,ortholog_many2many,15.5235,28.4768,0
ENSMUSG00000025075,Habp2,FBgn0051205,CG31205,Bilateria,ortholog_many2many,10.8303,21.8978,0
ENSMUSG00000021361,Tmem14c,FBgn0034902,CG5532,Bilateria,ortholog_one2one,49.1228,50,1
ENSMUSG00000022678,Nde1,FBgn0036059,nudE,Bilateria,ortholog_one2many,32.5581,29.7082,1
ENSMUSG00000017843,Ppp2r5c,FBgn0042693,wrd,Bilateria,ortholog_one2many,68.5115,36.4837,1
ENSMUSG00000034108,Ccs,FBgn0010531,Ccs,Bilateria,ortholog_one2one,44.8905,46.5909,1
ENSMUSG00000024604,Rbm22,FBgn0037220,CG14641,Bilateria,ortholog_one2one,58.5714,58.8517,1
ENSMUSG00000043079,Synpo,FBgn0039897,CG1674,Bilateria,ortholog_one2many,9.54545,11.6022,0
ENSMUSG00000083282,Ctsf,FBgn0037396,CG11459,Bilateria,ortholog_many2many,19.697,27.0833,0
ENSMUSG00000083282,Ctsf,FBgn0033874,CG6347,Bilateria,ortholog_many2many,19.0476,25,0
ENSMUSG00000083282,Ctsf,FBgn0032228,CG5367,Bilateria,ortholog_many2many,20.5628,28.1065,0
ENSMUSG00000083282,Ctsf,FBgn0260462,CG12163,Bilateria,ortholog_many2many,37.2294,28.013,0
ENSMUSG00000083282,Ctsf,FBgn0030521,CtsB1,Bilateria,ortholog_many2many,13.2035,17.9412,0
ENSMUSG00000083282,Ctsf,FBgn0034709,Swim,Bilateria,ortholog_many2many,15.5844,16.7053,0
ENSMUSG00000024608,Rps14,FBgn0004404,RpS14b,Bilateria,ortholog_one2many,86.755,86.755,1
ENSMUSG00000024608,Rps14,FBgn0004403,RpS14a,Bilateria,ortholog_one2many,86.755,86.755,1
ENSMUSG00000021520,Uqcrb,FBgn0039576,UQCR-14L,Bilateria,ortholog_one2many,58.5586,58.5586,0
ENSMUSG00000021520,Uqcrb,FBgn0030733,UQCR-14,Bilateria,ortholog_one2many,58.5586,58.5586,0
ENSMUSG00000024943,Smc5,FBgn0052438,SMC5,Bilateria,ortholog_one2one,26.2489,27.9497,1
ENSMUSG00000042350,Arel1,FBgn0031384,CG4238,Bilateria,ortholog_one2one,47.6306,40.1228,1
ENSMUSG00000024302,Dtna,FBgn0033739,Dyb,Bilateria,ortholog_one2many,40.6166,37.1324,1
ENSMUSG00000021363,Mak,FBgn0259712,CG42366,Bilateria,ortholog_one2one,38.6997,35.4108,1
ENSMUSG00000022805,Cfap91,FBgn0032647,CG15143,Bilateria,ortholog_one2many,16.6028,11.2847,0
ENSMUSG00000022805,Cfap91,FBgn0032648,CG15144,Bilateria,ortholog_one2many,17.2414,13.0058,0
ENSMUSG00000022805,Cfap91,FBgn0032649,CG15145,Bilateria,ortholog_one2many,15.4534,13.8128,0
ENSMUSG00000018707,Dync1h1,FBgn0261797,Dhc64C,Bilateria,ortholog_one2one,72.0069,71.7443,0
ENSMUSG00000022982,Sod1,FBgn0003462,Sod1,Bilateria,ortholog_one2one,57.7922,58.1699,1
ENSMUSG00000022803,Popdc2,FBgn0031150,bves,Bilateria,ortholog_one2many,22.372,20.0483,0
ENSMUSG00000002847,Pla1a,FBgn0264979,CG4267,Bilateria,ortholog_many2many,18.8596,22.9947,0
ENSMUSG00000002847,Pla1a,FBgn0032973,CG6675,Bilateria,ortholog_many2many,19.5175,22.8205,0
ENSMUSG00000002847,Pla1a,FBgn0039344,CG4582,Bilateria,ortholog_many2many,15.3509,16.2037,0
ENSMUSG00000002847,Pla1a,FBgn0039475,CG6277,Bilateria,ortholog_many2many,18.6404,24.9267,0
ENSMUSG00000002847,Pla1a,FBgn0039476,CG6271,Bilateria,ortholog_many2many,18.4211,24.6334,0
ENSMUSG00000002847,Pla1a,FBgn0039473,CG17191,Bilateria,ortholog_many2many,17.5439,23.7389,0
ENSMUSG00000002847,Pla1a,FBgn0039472,CG17192,Bilateria,ortholog_many2many,17.7632,24.0356,0
ENSMUSG00000002847,Pla1a,FBgn0039474,CG6283,Bilateria,ortholog_many2many,18.2018,24.4838,0
ENSMUSG00000002847,Pla1a,FBgn0039471,CG6295,Bilateria,ortholog_many2many,19.0789,25.7396,0
ENSMUSG00000002847,Pla1a,FBgn0039470,CG6296,Bilateria,ortholog_many2many,22.1491,14.9408,0
ENSMUSG00000002847,Pla1a,FBgn0030828,CG5162,Bilateria,ortholog_many2many,18.6404,20.6813,0
ENSMUSG00000002847,Pla1a,FBgn0265267,CG18258,Bilateria,ortholog_many2many,17.5439,17.094,0
ENSMUSG00000002847,Pla1a,FBgn0036977,CG5665,Bilateria,ortholog_many2many,18.2018,21.0127,0
ENSMUSG00000002847,Pla1a,FBgn0034166,CG6472,Bilateria,ortholog_many2many,19.9561,23.3933,0
ENSMUSG00000002847,Pla1a,FBgn0038398,sxe2,Bilateria,ortholog_many2many,19.2982,22.739,0
ENSMUSG00000062929,Cfl2,FBgn0011726,tsr,Bilateria,ortholog_many2many,28.9157,32.4324,1
ENSMUSG00000062929,Cfl2,FBgn0030951,CG6873,Bilateria,ortholog_many2many,25.3012,28.3784,1
ENSMUSG00000021666,Gfm2,FBgn0051159,mRRF2,Bilateria,ortholog_one2one,39.2811,41.3514,1
ENSMUSG00000074925,Ptar1,FBgn0027296,temp,Bilateria,ortholog_one2one,25.2358,26.8844,1
ENSMUSG00000002846,Timmdc1,FBgn0010340,140up,Bilateria,ortholog_one2one,11.5789,12.6437,0
ENSMUSG00000033965,Slc16a2,FBgn0033657,Sln,Opisthokonta,ortholog_many2many,19.8165,12.6316,0
ENSMUSG00000033965,Slc16a2,FBgn0035173,CG13907,Opisthokonta,ortholog_many2many,18.5321,12.3775,0
ENSMUSG00000033965,Slc16a2,FBgn0033913,CG8468,Opisthokonta,ortholog_many2many,20.1835,16.2242,0
ENSMUSG00000033965,Slc16a2,FBgn0031002,CG14196,Opisthokonta,ortholog_many2many,15.2294,13.8333,0
ENSMUSG00000033965,Slc16a2,FBgn0031012,CG8051,Opisthokonta,ortholog_many2many,16.6972,14.7727,0
ENSMUSG00000033965,Slc16a2,FBgn0259834,out,Opisthokonta,ortholog_many2many,14.4954,12.0611,0
ENSMUSG00000033965,Slc16a2,FBgn0023549,Mct1,Opisthokonta,ortholog_many2many,19.8165,17.2524,0
ENSMUSG00000033965,Slc16a2,FBgn0033955,CG12866,Opisthokonta,ortholog_many2many,18.1651,11.525,0
ENSMUSG00000006464,Bbs1,FBgn0035741,BBS1,Bilateria,ortholog_one2one,29.1737,28.595,1
ENSMUSG00000034064,Poglut1,FBgn0086253,rumi,Bilateria,ortholog_one2many,53.5714,51.0949,1
ENSMUSG00000034064,Poglut1,FBgn0051139,CG31139,Bilateria,ortholog_one2many,42.3469,41.8136,1
ENSMUSG00000024277,Mapre2,FBgn0034403,CG18190,Bilateria,ortholog_one2one,29.4479,38.7097,1
ENSMUSG00000021243,Fcf1,FBgn0010520,Bka,Bilateria,ortholog_one2one,67.6768,67,1
ENSMUSG00000073131,Vma21,FBgn0259705,CG42359,Bilateria,ortholog_one2many,17.9104,18.1818,0
ENSMUSG00000073131,Vma21,FBgn0036998,CG5969,Bilateria,ortholog_one2many,16.4179,20.9524,0
ENSMUSG00000022983,Scaf4,FBgn0034598,CG4266,Bilateria,ortholog_one2many,25.641,23.7366,0
ENSMUSG00000024897,Apba1,FBgn0052677,X11Lbeta,Bilateria,ortholog_one2many,38.7173,15.2408,0
ENSMUSG00000041380,Htr2c,FBgn0087012,5-HT2A,Bilateria,ortholog_one2many,31.8083,15.6989,0
ENSMUSG00000047989,Ino80c,FBgn0040929,CG12659,Bilateria,ortholog_one2one,16.8831,35.4545,0
ENSMUSG00000063904,Dpp3,FBgn0037580,DppIII,Bilateria,ortholog_one2one,48.7805,45.8015,1
ENSMUSG00000035021,Baz1a,FBgn0027620,Acf,Opisthokonta,ortholog_many2many,16.1415,17.0054,0
ENSMUSG00000053414,Hunk,FBgn0262617,Nuak1,Opisthokonta,ortholog_many2many,20.3081,5.17303,0
ENSMUSG00000053414,Hunk,FBgn0033915,CG8485,Opisthokonta,ortholog_many2many,17.0868,14.186,0
ENSMUSG00000073130,Gm1141,FBgn0002723,Met,Bilateria,ortholog_many2many,8.5752,9.07821,0
ENSMUSG00000073130,Gm1141,FBgn0261703,gce,Bilateria,ortholog_many2many,6.20053,4.90094,0
ENSMUSG00000073130,Gm1141,FBgn0264075,tgo,Bilateria,ortholog_many2many,10.686,12.6168,0
ENSMUSG00000073130,Gm1141,FBgn0023076,Clk,Bilateria,ortholog_many2many,12.9288,9.54236,0
ENSMUSG00000021270,Hsp90aa1,FBgn0001233,Hsp83,Bilateria,ortholog_one2many,77.6262,79.3584,1
ENSMUSG00000094391,Btbd35f29,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.5181,25.8348,0
ENSMUSG00000002845,Tmem39a,FBgn0033899,CG13016,Bilateria,ortholog_one2many,26.5432,29.1196,1
ENSMUSG00000046449,Nexmif,FBgn0002891,DNApol-zeta,Opisthokonta,ortholog_many2many,8.0528,5.7277,0
ENSMUSG00000118441,Btbd35f26,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.3173,25.6591,0
ENSMUSG00000118465,Btbd35f19,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.3173,25.6591,0
ENSMUSG00000021519,Mterf3,FBgn0037008,mTerf3,Bilateria,ortholog_one2one,28.6408,33.3333,1
ENSMUSG00000024812,Tjp2,FBgn0262614,pyd,Bilateria,ortholog_many2many,30.7563,15.2818,0
ENSMUSG00000118431,Btbd35f25,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.1165,25.4833,0
ENSMUSG00000118402,Btbd35f22,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.3173,25.6591,0
ENSMUSG00000036412,Arsi,FBgn0260475,CG30059,Bilateria,ortholog_many2many,14.4852,16.8699,0
ENSMUSG00000036412,Arsi,FBgn0033836,CG18278,Bilateria,ortholog_many2many,14.6597,17.0732,0
ENSMUSG00000036412,Arsi,FBgn0036768,CG7402,Bilateria,ortholog_many2many,32.6353,32.2971,0
ENSMUSG00000036412,Arsi,FBgn0036765,CG7408,Bilateria,ortholog_many2many,31.0646,30.4274,0
ENSMUSG00000036412,Arsi,FBgn0052191,CG32191,Bilateria,ortholog_many2many,31.5881,32.0922,0
ENSMUSG00000036412,Arsi,FBgn0040271,Sulf1,Bilateria,ortholog_many2many,15.8813,8.16876,0
ENSMUSG00000039929,Urb1,FBgn0038968,CG12499,Bilateria,ortholog_one2one,7.99297,8.83924,0
ENSMUSG00000005864,Cnga2,FBgn0261612,CngA,Bilateria,ortholog_many2many,47.1386,37.2619,0
ENSMUSG00000020593,Lpin1,FBgn0263593,Lpin,Opisthokonta,ortholog_one2many,34.1213,30.4867,0
ENSMUSG00000021665,Hexb,FBgn0045063,fdl,Bilateria,ortholog_many2many,32.0896,25.5572,0
ENSMUSG00000021665,Hexb,FBgn0041630,Hexo1,Bilateria,ortholog_many2many,32.2761,27.8135,0
ENSMUSG00000021665,Hexb,FBgn0041629,Hexo2,Bilateria,ortholog_many2many,31.3433,27.0096,0
ENSMUSG00000096194,Btbd35f2,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.3173,25.6591,0
ENSMUSG00000033343,Magea4,FBgn0037481,MAGE,Bilateria,ortholog_one2many,16.5079,22.4138,0
ENSMUSG00000118459,Btbd35f1,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.5181,25.8348,0
ENSMUSG00000037531,Mrpl47,FBgn0014023,mRpL47,Bilateria,ortholog_one2one,34.127,31.7343,1
ENSMUSG00000031333,Abcb7,FBgn0035244,ABCB7,Bilateria,ortholog_one2one,50.266,50.8748,1
ENSMUSG00000024901,Peli3,FBgn0025574,Pli,Bilateria,ortholog_one2many,48.9888,51.4151,1
ENSMUSG00000041773,Enc1,FBgn0024232,gprs,Bilateria,ortholog_one2many,16.6384,7.52688,0
ENSMUSG00000059363,Fxn,FBgn0030092,fh,Bilateria,ortholog_one2one,35.7488,38.9474,1
ENSMUSG00000021518,Ptdss1,FBgn0287585,l(3)77CDf,Bilateria,ortholog_one2one,49.6829,47.1888,1
ENSMUSG00000099711,Btbd35f21,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.1165,25.4833,0
ENSMUSG00000073016,Uprt,FBgn0035639,kri,Bilateria,ortholog_one2one,48.7097,57.8544,1
ENSMUSG00000024902,Mrpl11,FBgn0038234,mRpL11,Bilateria,ortholog_one2one,36.9792,36.2245,1
ENSMUSG00000027673,Ndufb5,FBgn0011455,ND-SGDH,Bilateria,ortholog_one2one,37.5661,38.172,1
ENSMUSG00000040446,Rprd1a,FBgn0035318,CG9018,Bilateria,ortholog_one2many,47.4359,39.4667,1
ENSMUSG00000118409,Btbd35f5,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.1165,25.4833,0
ENSMUSG00000101500,Btbd35f12,FBgn0005695,gcl,Bilateria,ortholog_one2many,28.9157,25.3076,0
ENSMUSG00000043453,Magea10,FBgn0037481,MAGE,Bilateria,ortholog_one2many,18.1538,25.431,0
ENSMUSG00000045903,Npas4,FBgn0039411,dysf,Bilateria,ortholog_one2one,21.0723,18.3696,0
ENSMUSG00000101294,Btbd35f15,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.3173,25.6591,0
ENSMUSG00000033906,Zdhhc15,FBgn0027453,Dnz1,Opisthokonta,ortholog_many2many,16.3205,19.9275,0
ENSMUSG00000033906,Zdhhc15,FBgn0033474,CG1407,Opisthokonta,ortholog_many2many,44.8071,33.4071,0
ENSMUSG00000033906,Zdhhc15,FBgn0034202,CG17287,Opisthokonta,ortholog_many2many,34.4214,34.3195,0
ENSMUSG00000069117,Rps18-ps6,FBgn0010411,RpS18,Opisthokonta,ortholog_one2many,76.3158,76.3158,0
ENSMUSG00000054414,Slc30a7,FBgn0037875,ZnT86D,Bilateria,ortholog_one2one,59.5238,61.4754,1
ENSMUSG00000036061,Smug1,FBgn0038490,CG5285,Bilateria,ortholog_one2one,38.3513,38.2143,1
ENSMUSG00000095934,Btbd35f13,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.3173,25.6591,0
ENSMUSG00000078324,Btbd35f14,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.1165,25.4833,0
ENSMUSG00000031224,Magee2,FBgn0037481,MAGE,Bilateria,ortholog_one2many,10.7075,24.1379,0
ENSMUSG00000096915,Btbd35f6,FBgn0005695,gcl,Bilateria,ortholog_one2many,28.9157,25.3076,0
ENSMUSG00000118429,Btbd35f9,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.3173,25.6591,0
ENSMUSG00000118438,Btbd35f8,FBgn0005695,gcl,Bilateria,ortholog_one2many,29.1165,25.4833,0
ENSMUSG00000055639,Dach1,FBgn0005677,dac,Bilateria,ortholog_one2many,33.0226,22.9417,0
ENSMUSG00000028036,Ptgfr,FBgn0036742,CG7497,Bilateria,ortholog_one2many,21.5847,19.1748,0
ENSMUSG00000074922,Fam122a,FBgn0031895,CG4497,Bilateria,ortholog_one2many,28.8732,16.2055,0
ENSMUSG00000041731,Pgm5,FBgn0003076,Pgm1,Opisthokonta,ortholog_many2many,49.03,49.6429,0
ENSMUSG00000058927,Gm10053,FBgn0086907,Cyt-c-d,Opisthokonta,ortholog_many2many,70.4762,70.4762,0
ENSMUSG00000049134,Nrap,FBgn0050147,Hil,Bilateria,ortholog_many2many,3.99306,8.43521,0
ENSMUSG00000087370,Tmem170b,FBgn0033550,CG12341,Bilateria,ortholog_one2many,39.3939,40.625,0
ENSMUSG00000037572,Wdhd1,FBgn0033890,Ctf4,Bilateria,ortholog_one2one,23.5242,29.3855,0
ENSMUSG00000024271,Elp2,FBgn0033540,Elp2,Bilateria,ortholog_one2one,40.6739,42.5693,1
ENSMUSG00000022799,Arhgap31,FBgn0032821,CdGAPr,Bilateria,ortholog_one2many,19.2982,14.9213,0
ENSMUSG00000037957,Wdr20,FBgn0039451,CG6420,Bilateria,ortholog_one2many,48.6819,30.473,1
ENSMUSG00000039131,Gipc2,FBgn0010504,kermit,Bilateria,ortholog_one2many,50,46.7262,1
ENSMUSG00000031347,Cetn2,FBgn0050378,CG30378,Opisthokonta,ortholog_many2many,30.2326,35.1351,0
