Gene stable ID,Gene name,Drosophila melanogaster gene stable ID,Drosophila melanogaster gene name,Last common ancestor with Drosophila melanogaster,Drosophila melanogaster homology type,%id. target Drosophila melanogaster gene identical to query gene,%id. query gene identical to target Drosophila melanogaster gene,"Drosophila melanogaster orthology confidence [0 low, 1 high]"
ENSG00000228927,TSPY3,FBgn0015268,Nap1,Opisthokonta,ortholog_many2many,15.5844,12.973,0
ENSG00000228927,TSPY3,FBgn0040345,CG3708,Opisthokonta,ortholog_many2many,12.987,11.0497,0
ENSG00000228927,TSPY3,FBgn0267366,mil,Opisthokonta,ortholog_many2many,12.6623,13.7809,0
ENSG00000228927,TSPY3,FBgn0014879,Set,Opisthokonta,ortholog_many2many,22.4026,25.6506,0
ENSG00000165246,NLGN4Y,FBgn0034736,gas,Bilateria,ortholog_many2many,17.5837,25.9717,0
ENSG00000165246,NLGN4Y,FBgn0015575,alpha-Est7,Bilateria,ortholog_many2many,16.6268,24.3007,0
ENSG00000165246,NLGN4Y,FBgn0015577,alpha-Est9,Bilateria,ortholog_many2many,17.4641,24.8722,0
ENSG00000165246,NLGN4Y,FBgn0032058,CG9289,Bilateria,ortholog_many2many,17.5837,21.8101,0
ENSG00000165246,NLGN4Y,FBgn0015570,alpha-Est2,Bilateria,ortholog_many2many,16.9856,25.0883,0
ENSG00000165246,NLGN4Y,FBgn0015576,alpha-Est8,Bilateria,ortholog_many2many,16.2679,23.6934,0
ENSG00000165246,NLGN4Y,FBgn0261393,alpha-Est5,Bilateria,ortholog_many2many,15.6699,24.1252,0
ENSG00000165246,NLGN4Y,FBgn0015572,alpha-Est4,Bilateria,ortholog_many2many,17.1053,26.4325,0
ENSG00000165246,NLGN4Y,FBgn0015569,alpha-Est10,Bilateria,ortholog_many2many,15.9091,22.8916,0
ENSG00000165246,NLGN4Y,FBgn0027584,CG4757,Bilateria,ortholog_many2many,15.5502,23.6364,0
ENSG00000165246,NLGN4Y,FBgn0015571,alpha-Est3,Bilateria,ortholog_many2many,15.1914,23.3886,0
ENSG00000165246,NLGN4Y,FBgn0032057,CG9287,Bilateria,ortholog_many2many,17.5837,23.52,0
ENSG00000165246,NLGN4Y,FBgn0001114,Glt,Bilateria,ortholog_many2many,20.6938,16.8616,0
ENSG00000165246,NLGN4Y,FBgn0015574,alpha-Est6,Bilateria,ortholog_many2many,15.0718,22.1831,0
ENSG00000165246,NLGN4Y,FBgn0032131,CG3841,Bilateria,ortholog_many2many,18.3014,27.1277,0
ENSG00000165246,NLGN4Y,FBgn0015568,alpha-Est1,Bilateria,ortholog_many2many,16.3876,24.2478,0
ENSG00000165246,NLGN4Y,FBgn0032132,CG4382,Bilateria,ortholog_many2many,18.5407,26.7241,0
ENSG00000165246,NLGN4Y,FBgn0000592,Est-6,Bilateria,ortholog_many2many,16.7464,25.7353,0
ENSG00000165246,NLGN4Y,FBgn0000594,Est-P,Bilateria,ortholog_many2many,16.2679,25,0
ENSG00000165246,NLGN4Y,FBgn0010052,Jhe,Bilateria,ortholog_many2many,17.7034,25.5613,0
ENSG00000165246,NLGN4Y,FBgn0034076,Jhedup,Bilateria,ortholog_many2many,17.3445,25.9392,0
ENSG00000280969,RPS4Y2,FBgn0011284,RpS4,Bilateria,ortholog_one2many,71.4829,72.0307,1
ENSG00000172352,CDY1B,FBgn0033761,CG8778,Opisthokonta,ortholog_many2many,10.5556,19.0635,0
ENSG00000172288,CDY1,FBgn0033761,CG8778,Opisthokonta,ortholog_many2many,9.74729,18.0602,0
ENSG00000233803,TSPY4,FBgn0015268,Nap1,Opisthokonta,ortholog_many2many,15.2866,12.973,0
ENSG00000233803,TSPY4,FBgn0040345,CG3708,Opisthokonta,ortholog_many2many,12.7389,11.0497,0
ENSG00000233803,TSPY4,FBgn0267366,mil,Opisthokonta,ortholog_many2many,12.4204,13.7809,0
ENSG00000233803,TSPY4,FBgn0014879,Set,Opisthokonta,ortholog_many2many,21.9745,25.6506,0
ENSG00000238074,TSPY9,FBgn0015268,Nap1,Opisthokonta,ortholog_many2many,15.2866,12.973,0
ENSG00000238074,TSPY9,FBgn0040345,CG3708,Opisthokonta,ortholog_many2many,12.7389,11.0497,0
ENSG00000238074,TSPY9,FBgn0267366,mil,Opisthokonta,ortholog_many2many,12.4204,13.7809,0
ENSG00000238074,TSPY9,FBgn0014879,Set,Opisthokonta,ortholog_many2many,21.9745,25.6506,0
ENSG00000027001,MIPEP,FBgn0033038,CG7791,Bilateria,ortholog_one2one,47.5456,48.4979,1
ENSG00000102781,KATNAL1,FBgn0040208,Kat60,Opisthokonta,ortholog_many2many,58.1633,47.1074,0
ENSG00000102781,KATNAL1,FBgn0037375,kat-60L1,Opisthokonta,ortholog_many2many,47.551,34.6211,0
ENSG00000102781,KATNAL1,FBgn0031519,Fign,Opisthokonta,ortholog_many2many,26.5306,24.8566,0
ENSG00000133101,CCNA1,FBgn0010315,CycD,Opisthokonta,ortholog_many2many,15.2688,14.8847,0
ENSG00000133101,CCNA1,FBgn0010382,CycE,Opisthokonta,ortholog_many2many,18.2796,11.9382,0
ENSG00000133101,CCNA1,FBgn0000405,CycB,Opisthokonta,ortholog_many2many,23.4409,20.566,0
ENSG00000183463,URAD,FBgn0050016,CG30016,Bilateria,ortholog_one2many,10.9827,16.8142,0
ENSG00000133114,GPALPP1,FBgn0067629,CG33332,Bilateria,ortholog_one2one,27.6471,26.9341,1
ENSG00000120694,HSPH1,FBgn0026418,Hsc70Cb,Opisthokonta,ortholog_many2many,41.6084,42.7034,0
ENSG00000083635,NUFIP1,FBgn0036812,Nufip,Bilateria,ortholog_one2one,18.9899,18.3953,0
ENSG00000102753,KPNA3,FBgn0035657,alphaKap4,Bilateria,ortholog_many2many,33.0134,38.914,1
ENSG00000102753,KPNA3,FBgn0027338,Kap-alpha3,Bilateria,ortholog_many2many,67.3704,68.2879,1
ENSG00000165475,CRYL1,FBgn0033949,Had2,Bilateria,ortholog_one2many,45.4545,46.0317,1
ENSG00000165475,CRYL1,FBgn0286508,Had1,Bilateria,ortholog_one2many,50.4702,51.1111,1
ENSG00000152520,PAN3,FBgn0035397,PAN3,Bilateria,ortholog_one2one,36.7531,41.2658,1
ENSG00000102547,CAB39L,FBgn0017572,Mo25,Bilateria,ortholog_one2many,64.3917,64.0118,1
ENSG00000120675,DNAJC15,FBgn0036173,CG7394,Opisthokonta,ortholog_one2many,42,49.2188,0
ENSG00000188342,GTF2F2,FBgn0010421,TfIIFbeta,Bilateria,ortholog_one2one,52.2088,46.9314,1
ENSG00000132970,WASF3,FBgn0041781,SCAR,Bilateria,ortholog_one2many,41.6335,31.0089,1
ENSG00000133110,POSTN,FBgn0285925,Fas1,Bilateria,ortholog_many2many,16.7464,21.148,0
ENSG00000133110,POSTN,FBgn0263038,CG43333,Bilateria,ortholog_many2many,18.5407,13.2933,0
ENSG00000151778,SERP2,FBgn0047135,CG32276,Bilateria,ortholog_one2many,66.1538,67.1875,0
ENSG00000102531,FNDC3A,FBgn0259735,mtgo,Bilateria,ortholog_one2many,33.9733,19.719,0
ENSG00000183722,LHFPL6,FBgn0035085,CG3770,Bilateria,ortholog_one2many,22.5,20.5479,0
ENSG00000133116,KL,FBgn0036659,CG9701,Bilateria,ortholog_one2many,16.7984,31.4233,0
ENSG00000125827,TMX4,FBgn0286818,Pdi,Opisthokonta,ortholog_many2many,13.1805,9.27419,0
ENSG00000125827,TMX4,FBgn0033663,ERp60,Opisthokonta,ortholog_many2many,11.7479,8.38446,0
ENSG00000125827,TMX4,FBgn0036579,CG5027,Opisthokonta,ortholog_many2many,11.4613,9.30233,0
ENSG00000125820,NKX2-2,FBgn0287186,scro,Bilateria,ortholog_many2many,40.293,23.5043,0
ENSG00000125820,NKX2-2,FBgn0024321,NK7.1,Bilateria,ortholog_many2many,18.315,6.93481,0
ENSG00000136122,BORA,FBgn0259791,bora,Bilateria,ortholog_one2one,20.9302,21.7069,0
ENSG00000173404,INSM1,FBgn0028999,nerfin-1,Bilateria,ortholog_one2many,22.3529,24.307,0
ENSG00000132640,BTBD3,FBgn0030228,BTBD9,Bilateria,ortholog_many2many,18.9655,13.7119,0
ENSG00000132640,BTBD3,FBgn0262871,lute,Bilateria,ortholog_many2many,59.7701,42.449,0
ENSG00000132640,BTBD3,FBgn0031098,CG17068,Bilateria,ortholog_many2many,27.2031,20.4611,0
ENSG00000122034,GTF3A,FBgn0000520,dwg,Bilateria,ortholog_many2many,20.8219,12.8378,0
ENSG00000122034,GTF3A,FBgn0038301,CG6654,Bilateria,ortholog_many2many,21.9178,12.5196,0
ENSG00000125816,NKX2-4,FBgn0287186,scro,Bilateria,ortholog_many2many,42.6554,32.265,0
ENSG00000125816,NKX2-4,FBgn0024321,NK7.1,Bilateria,ortholog_many2many,17.5141,8.59917,0
ENSG00000089063,TMEM230,FBgn0032871,CG2611,Bilateria,ortholog_one2one,18.0328,25,0
ENSG00000187676,B3GLCT,FBgn0031765,CG9109,Bilateria,ortholog_one2one,35.5422,32.4176,1
ENSG00000125851,PCSK2,FBgn0023179,amon,Bilateria,ortholog_one2one,59.8746,58.4098,1
ENSG00000088876,ZNF343,FBgn0024975,CG2712,Bilateria,ortholog_many2many,18.3639,21.9561,0
ENSG00000088876,ZNF343,FBgn0036522,Phs,Bilateria,ortholog_many2many,24.5409,15.139,0
ENSG00000088876,ZNF343,FBgn0260741,CG3281,Bilateria,ortholog_many2many,18.8648,21.0037,0
ENSG00000101230,ISM1,FBgn0031850,Tsp,Bilateria,ortholog_one2many,14.0086,6.13208,0
ENSG00000101323,HAO1,FBgn0061356,CG18003,Bilateria,ortholog_one2many,47.027,47.541,1
ENSG00000102804,TSC22D1,FBgn0259176,bun,Bilateria,ortholog_one2many,19.1053,15.402,0
ENSG00000088930,XRN2,FBgn0031868,Rat1,Bilateria,ortholog_one2one,47.4737,49.6696,1
ENSG00000125772,GPCPD1,FBgn0036836,CG11619,Bilateria,ortholog_one2many,21.4286,20.6009,0
ENSG00000125772,GPCPD1,FBgn0034588,CG9394,Bilateria,ortholog_one2many,22.9167,22.6804,0
ENSG00000125772,GPCPD1,FBgn0036837,CG18135,Bilateria,ortholog_one2many,23.0655,20.1299,0
ENSG00000125772,GPCPD1,FBgn0031566,CG2818,Bilateria,ortholog_one2many,36.0119,34.2291,1
ENSG00000125772,GPCPD1,FBgn0038008,CG3942,Bilateria,ortholog_one2many,23.9583,21.7862,0
ENSG00000136158,SPRY2,FBgn0014388,sty,Bilateria,ortholog_one2many,34.2857,18.3362,0
ENSG00000120686,UFM1,FBgn0085220,Ufm1,Bilateria,ortholog_one2one,82.3529,80.4598,1
ENSG00000101474,APMAP,FBgn0015737,Hmu,Bilateria,ortholog_one2many,29.3269,21.0708,0
ENSG00000101474,APMAP,FBgn0041780,Ssl2,Bilateria,ortholog_one2many,30.0481,30.1932,1
ENSG00000276644,DACH1,FBgn0005677,dac,Bilateria,ortholog_one2many,34.4193,22.4792,0
ENSG00000149435,GGTLC1,FBgn0030932,Ggt-1,Opisthokonta,ortholog_many2many,43.5556,16.9257,0
ENSG00000149435,GGTLC1,FBgn0025837,CG17636,Opisthokonta,ortholog_many2many,38.6667,14.8718,0
ENSG00000102554,KLF5,FBgn0034946,CG3065,Bilateria,ortholog_many2many,15.5361,17.75,0
ENSG00000102554,KLF5,FBgn0040765,luna,Bilateria,ortholog_many2many,22.5383,18.0702,0
ENSG00000125868,DSTN,FBgn0011726,tsr,Bilateria,ortholog_many2many,27.8788,31.0811,1
ENSG00000125868,DSTN,FBgn0030951,CG6873,Bilateria,ortholog_many2many,24.8485,27.7027,0
ENSG00000088451,TGDS,FBgn0036698,CG7724,Bilateria,ortholog_one2one,20,17.5879,0
ENSG00000215397,SCRT2,FBgn0035144,Kah,Bilateria,ortholog_many2many,37.4593,26.0181,1
ENSG00000215397,SCRT2,FBgn0035481,CG12605,Bilateria,ortholog_many2many,49.1857,24.3942,0
ENSG00000215397,SCRT2,FBgn0004880,scrt,Bilateria,ortholog_many2many,53.4202,25.1149,1
ENSG00000131069,ACSS2,FBgn0012034,AcCoAS,Bilateria,ortholog_one2one,59.9144,62.6866,1
ENSG00000134882,UBAC2,FBgn0030753,rngo,Bilateria,ortholog_one2many,15.6977,11.7904,0
ENSG00000133119,RFC3,FBgn0028700,RfC38,Bilateria,ortholog_one2one,59.2697,59.2697,1
ENSG00000274252,GGTLC3,FBgn0030932,Ggt-1,Opisthokonta,ortholog_many2many,40.4444,15.7168,0
ENSG00000274252,GGTLC3,FBgn0025837,CG17636,Opisthokonta,ortholog_many2many,35.5556,13.6752,0
ENSG00000070371,CLTCL1,FBgn0000319,Chc,Bilateria,ortholog_one2many,76.8293,75.0894,1
ENSG00000152192,POU4F1,FBgn0000028,acj6,Bilateria,ortholog_many2many,47.2554,50,0
ENSG00000125304,TM9SF2,FBgn0032880,TM9SF2,Bilateria,ortholog_one2one,66.2142,66.6161,1
ENSG00000275793,RIMBP3,FBgn0262483,Rbp,Bilateria,ortholog_one2many,14.155,12.5813,0
ENSG00000099917,MED15,FBgn0027592,MED15,Bilateria,ortholog_one2one,30.3299,31.9092,1
ENSG00000101384,JAG1,FBgn0000463,Dl,Bilateria,ortholog_many2many,20.8539,30.4922,0
ENSG00000101384,JAG1,FBgn0004197,Ser,Bilateria,ortholog_many2many,37.7668,32.6937,0
ENSG00000154646,TMPRSS15,FBgn0003319,Sb,Bilateria,ortholog_many2many,9.61727,12.4524,0
ENSG00000154646,TMPRSS15,FBgn0250841,CG17242,Bilateria,ortholog_many2many,5.10304,21.2245,0
ENSG00000154646,TMPRSS15,FBgn0030027,CG1632,Bilateria,ortholog_many2many,14.9166,14.3939,0
ENSG00000089057,SLC23A2,FBgn0037807,CG6293,Bilateria,ortholog_one2many,38.4615,43.63,1
ENSG00000065150,IPO5,FBgn0087013,Karybeta3,Opisthokonta,ortholog_many2many,52.4157,52.0362,0
ENSG00000089123,TASP1,FBgn0263602,Tasp1,Bilateria,ortholog_one2one,36.6667,42.1918,1
ENSG00000170191,NANP,FBgn0029801,CG15771,Bilateria,ortholog_one2one,29.4355,20.5634,0
ENSG00000156253,RWDD2B,FBgn0050338,CG30338,Bilateria,ortholog_one2many,24.7649,27.4306,0
ENSG00000132792,CTNNBL1,FBgn0037644,CG11964,Bilateria,ortholog_one2one,56.8384,55.0775,1
ENSG00000180205,WFDC9,FBgn0039527,CG5639,Bilateria,ortholog_one2many,21.3483,1.25745,0
ENSG00000180305,WFDC10A,FBgn0039527,CG5639,Bilateria,ortholog_one2many,24.0506,1.25745,0
ENSG00000142207,URB1,FBgn0038968,CG12499,Bilateria,ortholog_one2one,8.01409,8.83924,0
ENSG00000101445,PPP1R16B,FBgn0036801,MYPT-75D,Bilateria,ortholog_one2many,36.8607,28.2051,1
ENSG00000130684,ZNF337,FBgn0024975,CG2712,Bilateria,ortholog_many2many,14.3808,21.5569,0
ENSG00000130684,ZNF337,FBgn0036522,Phs,Bilateria,ortholog_many2many,19.1744,14.8301,0
ENSG00000130684,ZNF337,FBgn0260741,CG3281,Bilateria,ortholog_many2many,14.1145,19.7026,0
ENSG00000185721,DRG1,FBgn0010339,128up,Bilateria,ortholog_one2one,81.4714,81.25,1
ENSG00000101452,DHX35,FBgn0031631,CG3225,Bilateria,ortholog_one2one,47.5107,49.2625,1
ENSG00000136160,EDNRB,FBgn0050106,CCHa1-R,Bilateria,ortholog_many2many,22.8507,20.2405,0
ENSG00000136160,EDNRB,FBgn0033058,CCHa2-R,Bilateria,ortholog_many2many,22.3982,19.7605,0
ENSG00000100365,NCF4,FBgn0034264,Dlish,Bilateria,ortholog_many2many,13.8643,13.2394,0
ENSG00000152484,USP12,FBgn0039025,Usp12-46,Bilateria,ortholog_one2many,71.3513,62.2642,1
ENSG00000064655,EYA2,FBgn0000320,eya,Bilateria,ortholog_one2many,44.2379,31.0705,1
ENSG00000198743,SLC5A3,FBgn0029950,CG9657,Bilateria,ortholog_many2many,14.3454,17.1381,0
ENSG00000198743,SLC5A3,FBgn0250757,CG42235,Bilateria,ortholog_many2many,13.9276,14.3266,0
ENSG00000198743,SLC5A3,FBgn0037895,CG6723,Bilateria,ortholog_many2many,14.9025,18.2283,0
ENSG00000198743,SLC5A3,FBgn0053124,CG33124,Bilateria,ortholog_many2many,14.7632,18.0272,0
ENSG00000198743,SLC5A3,FBgn0051668,CG31668,Bilateria,ortholog_many2many,13.3705,16.2712,0
ENSG00000198743,SLC5A3,FBgn0031998,SLC5A11,Bilateria,ortholog_many2many,14.7632,17.6667,0
ENSG00000198743,SLC5A3,FBgn0051262,CG31262,Bilateria,ortholog_many2many,14.7632,18.3074,0
ENSG00000198743,SLC5A3,FBgn0039872,salt,Bilateria,ortholog_many2many,13.7883,15.9164,0
ENSG00000198743,SLC5A3,FBgn0039873,Smvt,Bilateria,ortholog_many2many,13.2312,16.0744,0
ENSG00000198743,SLC5A3,FBgn0017448,CG2187,Bilateria,ortholog_many2many,14.9025,17.175,0
ENSG00000120688,WBP4,FBgn0031287,CG4291,Bilateria,ortholog_one2one,27.1277,30.1775,1
ENSG00000159259,CHAF1B,FBgn0033526,Caf1-105,Bilateria,ortholog_one2one,39.356,29.4511,1
ENSG00000125285,SOX21,FBgn0042630,Sox21b,Bilateria,ortholog_one2one,36.9565,17.3765,0
ENSG00000139514,SLC7A1,FBgn0037203,slif,Opisthokonta,ortholog_many2many,42.7663,44.5364,0
ENSG00000139514,SLC7A1,FBgn0036764,CG5535,Opisthokonta,ortholog_many2many,41.0175,40.9524,0
ENSG00000139514,SLC7A1,FBgn0036493,CG7255,Opisthokonta,ortholog_many2many,42.4483,25.1176,0
ENSG00000139514,SLC7A1,FBgn0002778,mnd,Opisthokonta,ortholog_many2many,17.0111,21.4429,0
ENSG00000139514,SLC7A1,FBgn0039844,CG1607,Opisthokonta,ortholog_many2many,18.9189,23.4714,0
ENSG00000187792,ZNF70,FBgn0024975,CG2712,Bilateria,ortholog_many2many,22.4215,19.9601,0
ENSG00000187792,ZNF70,FBgn0036522,Phs,Bilateria,ortholog_many2many,26.009,11.9464,0
ENSG00000187792,ZNF70,FBgn0260741,CG3281,Bilateria,ortholog_many2many,22.4215,18.5874,0
ENSG00000156304,SCAF4,FBgn0034598,CG4266,Bilateria,ortholog_one2many,27.1142,23.8132,0
ENSG00000198089,SFI1,FBgn0031496,CG17258,Bilateria,ortholog_one2many,6.60225,9.36073,0
ENSG00000180083,WFDC11,FBgn0039527,CG5639,Bilateria,ortholog_one2many,21.8391,1.25745,0
ENSG00000156261,CCT8,FBgn0284436,CCT8,Bilateria,ortholog_one2one,60.9489,61.1722,1
ENSG00000136152,COG3,FBgn0031536,Cog3,Bilateria,ortholog_one2one,43.8406,40.1105,1
ENSG00000152749,GPR180,FBgn0034674,CG9304,Bilateria,ortholog_one2one,22.0455,15.2276,0
ENSG00000198862,LTN1,FBgn0262517,Ltn1,Bilateria,ortholog_one2one,24.9717,25.2433,0
ENSG00000125257,ABCC4,FBgn0263316,Mrp4,Opisthokonta,ortholog_many2many,39.9245,40.1976,0
ENSG00000125257,ABCC4,FBgn0032908,CG9270,Opisthokonta,ortholog_many2many,40.0755,41.0991,0
ENSG00000125257,ABCC4,FBgn0038740,CG4562,Opisthokonta,ortholog_many2many,41.9623,39.4886,0
ENSG00000125257,ABCC4,FBgn0032026,CG7627,Opisthokonta,ortholog_many2many,41.8113,40.8856,0
ENSG00000125257,ABCC4,FBgn0051792,CG31792,Opisthokonta,ortholog_many2many,39.3962,39.4558,0
ENSG00000125257,ABCC4,FBgn0010549,l(2)03659,Opisthokonta,ortholog_many2many,37.434,36.099,0
ENSG00000125257,ABCC4,FBgn0034612,CG10505,Opisthokonta,ortholog_many2many,35.6226,35.9756,0
ENSG00000125257,ABCC4,FBgn0039645,CG11898,Opisthokonta,ortholog_many2many,33.2075,33.3333,0
ENSG00000125257,ABCC4,FBgn0039644,rdog,Opisthokonta,ortholog_many2many,36.9811,35.6623,0
ENSG00000125257,ABCC4,FBgn0032456,MRP,Opisthokonta,ortholog_many2many,36.3019,31.0523,0
ENSG00000142192,APP,FBgn0000108,Appl,Bilateria,ortholog_one2many,27.5325,23.8202,0
ENSG00000158480,SPATA2,FBgn0041582,tamo,Bilateria,ortholog_one2many,18.0769,11.7942,0
ENSG00000197496,SLC2A10,FBgn0052054,CG32054,Opisthokonta,ortholog_many2many,14.2329,13.6767,0
ENSG00000197496,SLC2A10,FBgn0262007,CG42825,Opisthokonta,ortholog_many2many,13.1238,13.7066,0
ENSG00000197496,SLC2A10,FBgn0262008,CG42826,Opisthokonta,ortholog_many2many,13.1238,15.0106,0
ENSG00000197496,SLC2A10,FBgn0052053,CG32053,Opisthokonta,ortholog_many2many,14.4177,15.7258,0
ENSG00000197496,SLC2A10,FBgn0036066,CG14160,Opisthokonta,ortholog_many2many,10.1664,11.3872,0
ENSG00000197496,SLC2A10,FBgn0038414,CG6901,Opisthokonta,ortholog_many2many,11.2754,12.5773,0
ENSG00000197496,SLC2A10,FBgn0038415,CG17929,Opisthokonta,ortholog_many2many,13.3087,14.664,0
ENSG00000197496,SLC2A10,FBgn0038416,CG17930,Opisthokonta,ortholog_many2many,9.98152,10.757,0
ENSG00000197496,SLC2A10,FBgn0029932,CG4607,Opisthokonta,ortholog_many2many,18.854,19.4286,0
ENSG00000197496,SLC2A10,FBgn0034045,CG8249,Opisthokonta,ortholog_many2many,15.5268,16.1228,0
ENSG00000197496,SLC2A10,FBgn0028562,sut2,Opisthokonta,ortholog_many2many,17.3752,19.1446,0
ENSG00000197496,SLC2A10,FBgn0028561,sut3,Opisthokonta,ortholog_many2many,16.451,18.6975,0
