37235	834	31	869	11	837	352	1021	
12	17	750	699	69	496	31	903	
206	893	4390	950	68	653	19	2334	
19819	891	44	949	528	530	32	631	
17087	1325	109	831	149	779	43	928	
1645	17316	64	402	95	810	197	863	
2087	2209	184	817	431	42	541	905	
14060	17235	89	793	4	783	36	760	
1674	1273	4	940	2164	636	40	996	
61143	970	12026	1314	7	932	1066	779	
1109	2951	31	485	7	946	3042	164	
651	56216	23473	1541	5	712	127	497	
40080	1142	1882	1100	132	979	125	1283	
16118	959	162	2668	5	1252	23	16	
6581	2290	31	836	188	938	4	858	
158	979	1054	1837	12	617	63	325	
15165	24402	2119	1309	51	412	2	1067	
3986	1231	48	1483	104	842	45	952	
3038	699	131	859	46	684	44	112	
25	993	2984	13804	86	457	1151	947	
1277	856	9446	944	123	23	47	1268	
3952	1627	978	665	6	762	39	997	
889	2069	1826	1341	48	760	14	878	
30312	4778	34	1387	46	835	31	41	
2157	1005	466	1315	77	954	188	569	
61	955	277	1796	117	980	70	186	
6707	767	155	1133	212	849	115	1077	
3873	1658	1467	1286	3	756	70	492	
10564	3374	221	1160	28	887	262	1015	
17359	771	5042	756	19	662	84	861	
302	876	6	938	108	463	33	114	
7320	895	9	2317	6	816	26	833	
84	981	1075	889	164	187	76	471	
63	1749	2504	948	72	255	129	291	
12	650	8912	809	10	274	429	988	
2476	26099	65	954	59	786	158	58	
4581	315	72	616	82	769	207	778	
3920	818	385	2142	124	957	28	161	
188	582	10366	1392	2286	516	192	851	
21409	704	68	577	2	697	135	905	
9	847	542	2313	921	836	692	803	
4576	1180	1959	842	77	376	163	127	
5681	1204	5736	903	23	12	23	437	
12170	1270	48	1082	73	878	30	409	
68757	855	119	860	69	647	176	443	
11266	2723	184	925	430	667	186	354	
3853	1443	9	459	320	783	61	379	
474	1216	2289	796	562	703	16	568	
435	1450	1951	1145	174	965	48	846	
5546	2876	1879	897	15	727	165	983	
3544	2135	68	271	170	636	86	737	
28756	1937	968	916	191	457	103	847	
17583	641	17522	2362	79	667	103	901	
46521	10636	293	1552	1101	830	32	692	
49	13011	50	1245	295	762	516	857	
87	2050	29347	608	189	507	231	375	
79	1683	311	761	404	787	42	421	
149	1896	529	1231	55	943	1436	927	
100	38527	11377	1455	9	952	5	705	
4542	990	1065	917	251	654	23	907	
20018	912	189	955	54	864	627	294	
5798	992	963	583	67	886	37	677	
15714	886	166	1126	66	746	132	21	
3254	848	1406	892	66	10032	111	662	
98	871	49	977	11	654	59	306	
284	1149	162	1011	148	13	776	858	
5	2062	1	1860	295	912	61	624	
11	3351	992	965	75	266	132	326	
3420	860	285	1242	75	666	121	1117	
146	1468	1368	980	29	1251	64	893	
5600	867	12171	972	195	283	125	605	
1213	835	5149	977	103	248	78	433	
2	1575	3132	4563	17619	10068	20	616	
722	723	949	929	68	439	30	864	
3377	1753	20300	1138	1027	954	66	168	
230	827	9806	815	180	563	14	915	
43	931	4653	852	56	682	62	587	
1399	834	3736	475	2	890	91	328	
4452	713	725	890	132	807	596	769	
4405	873	1837	912	227	380	100	879	
71	694	748	915	273	726	35	836	
6930	692	875	1198	16	776	118	880	
18903	966	1155	6261	381	944	606	131	
34675	795	3633	848	1635	315	50	833	
44015	1335	5019	140	57	557	44	755	
1614	13681	9262	892	77	766	419	751	
7232	1771	920	1945	78	797	618	868	
411	789	224	956	527	581	291	820	
10928	718	4423	1829	107	808	87	543	
60584	2053	4046	1103	26	763	605	248	
3948	831	505	2232	25	947	139	35	
1187	1069	551	807	50	683	794	112	
351	869	73	3735	1549	448	45	873	
3128	947	34	782	202	708	133	558	
1223	909	105	1144	376	567	818	875	
2753	868	1297	977	135	961	66	711	
716	907	41054	958	98	197	148	880	
3913	813	834	419	919	507	175	917	
82	805	8690	926	110	773	169	837	
1704	832	1604	403	140	970	23	804	
5398	127460	1590	934	62	725	31	425	
2814	834	4865	1575	73	838	117	842	
4734	904	7144	1225	20	822	66	201	
7162	967	1229	1911	8	775	592	689	
2852	1315	477	744	296	737	27	136	
47	909	1282	1373	100	648	37	692	
16987	971	4624	835	29	403	122	821	
1889	891	437	1127	1	507	462	323	
2112	1551	2235	1196	252	894	40	883	
4281	901	25	1191	50	888	214	51	
2601	4911	5127	1780	52	698	192	988	
14	1383	2466	1172	53	713	31	660	
1107	590	10220	1655	275	705	105	712	
10053	1607	589	1123	3	272	52	928	
95060	1234	33461	928	40	928	227	719	
60888	2757	112	980	227	857	171	953	
2341	1390	12107	804	48	1106	58	492	
1902	10	1072	954	12	917	92	881	
47	10377	175	973	669	971	1	332	
4400	1320	3133	945	64	539	137	702	
3770	823	1561	814	204	866	59	1006	
1973	2054	232	936	80	186	83	182	
18161	2995	1373	1279	42	765	96	428	
153276	1314	412	1268	88	430	11	929	
2959	15375	14	1246	75	673	127	479	
4585	439	4512	916	10	605	93	894	
30	659	1451	1894	10	1627	46	785	
1794	955	1493	922	33	646	24	1302	
8168	1052	78	958	20	803	29	881	
217	995	26377	1967	173	719	801	799	
64	607	21581	951	39	590	177	811	
3820	5901	15914	1865	10	601	273	634	
1494	789	774	849	39	617	29	722	
3853	949	43	4422	121	447	26	75	
44	1412	24171	731	1	490	46	767	
920	841	74878	924	63	741	41	382	
1138	911	439	1587	65	581	1684	852	
40	1220	11676	837	172	662	73	8	
598	7216	52275	851	132	584	76	977	
69	1324	5344	1883	145	929	91	1065	
33	2099	1711	932	144	699	467	1079	
5	973	322	337	87	884	49	752	
982	760	747	820	59	771	1	449	
516	1363	296	23	168	699	347	405	
4582	1203	50	1459	8	85	71	1523	
2493	944	14	1177	77	1708	113	763	
10696	874	687	959	437	559	184	90	
3348	940	2424	583	11	833	122	212	
13001	830	38	902	127	628	427	834	
3236	761	7552	1004	339	615	21	198	
1145	815	4	927	10	405	228	402	
1819	350	100	15153	253	370	392	1333	
2474	907	10	892	268	775	1609	1036	
1227	878	10020	1804	367	703	92	1003	
36781	1445	26906	1732	2330	48	47	247	
8977	968	3242	778	502	791	22	1615	
38197	2513	1984	1122	256	909	35	361	
1062	2959	1190	847	373	223	110	980	
13169	846	896	923	3	691	123	93	
54414	595	3865	2081	385	233	41	329	
1502	590	20869	1383	34	563	16	841	
3624	3309	29	736	74	770	153	663	
6869	1189	1	838	5	947	53	826	
54038	901	2416	1544	129	693	346	193	
12736	2703	560	882	287	687	867	812	
312	12288	9592	19122	243	501	26	1027	
35591	1581	54	997	182	987	231	613	
8139	1763	8461	704	31	535	23	813	
2104	929	16395	947	116	700	28	481	
444	7134	761	1257	155	606	754	1070	
2078	22864	3888	926	99	1048	53	765	
2027	1857	3872	1362	105	682	135	504	
1528	874	25888	722	66	1214	6	896	
5248	969	75	705	2	649	803	355	
7968	1121	2304	758	188	942	103	716	
3101	1834	1808	733	163	956	96	877	
538	823	491	765	96	727	98	620	
17061	1048	8689	699	1	1051	32	1161	
2748	545	2879	731	260	3799	82	1466	
36474	34764	5783	341	148	628	82	810	
181	952	11276	825	17	745	180	471	
16570	711	825	816	17	1509	68	305	
2180	3686	191	750	707	636	39	1018	
10659	1486	4	695	6	147	108	847	
45622	2960	85	862	745	779	48	1143	
4030	145	194	1432	265	534	57	695	
1558	16790	2110	902	48	945	458	239	
9992	31219	567	1115	1677	843	49	733	
274	192	4962	1075	157	686	82	467	
10053	718	2965	2239	47	743	72	829	
92	3798	168	882	78	872	256	767	
172	2597	517	708	205	637	8	231	
1043	11710	1669	884	38	742	66	593	
1395	821	41	2447	82	674	4	42	
1056	27419	1603	2096	6	113	474	699	
707	943	204	969	917	145	59	613	
9	78147	1687	1259	49	190	108	746	
957	982	27138	916	36	477	56	369	
3938	889	192	1872	70	1255	33	871	
2078	947	650	1030	52	953	16	245	
1267	4047	2414	974	527	441	23	341	
30880	857	30492	972	1	905	75	781	
31164	1189	12089	927	1120	509	3241	794	
1442	903	2095	934	29	17	101	1666	
684	850	1975	673	74	800	6	870	
4303	1357	4	1486	6	468	20	542	
9294	18125	426	1278	79	437	1	374	
1960	1941	1255	870	946	941	57	426	
5886	1345	14562	962	70	619	61	822	
3663	928	8	1001	147	786	39	1244	
208	1441	550	968	87	374	21	685	
872	5240	4	920	17	560	391	1117	
25015	2551	110	1073	37	102	733	603	
142202	2084	693	874	223	724	122	603	
14352	1222	2581	673	19	772	57	927	
3967	143	3667	1233	48	355	53	1024	
41691	941	1113	25659	84	919	90	305	
7658	814	140	893	55	737	47	97	
4624	6300	158	945	67	441	2	312	
7078	405	481	1256	11	916	103	1031	
5661	919	3490	1529	19	691	232	714	
26017	880	434	1413	2226	953	98	1541	
6565	1214	1339	960	104	771	1281	836	
40150	21	4090	935	13	139	45	852	
43506	4657	102	1651	328	208	116	796	
4573	14370	3892	934	26	2140	51	1689	
15166	2028	101	874	87	517	36	863	
7570	2199	6	12921	39	1305	117	88	
644	5145	783	1273	310	584	62	175	
34855	1911	729	1015	7	539	143	114	
280	1628	6876	87	171	696	192	937	
348	19813	51	868	100	154	46	681	
1601	3101	121	1642	59	5434	1652	894	
711	4425	361	1356	81	477	365	900	
1217	840	221	950	215	416	29	306	
16641	2521	41	767	158	766	156	844	
474	1278	5245	325	79	300	1234	944	
518	964	17	1612	12	2613	42	431	
910	1192	14	927	289	799	14	88	
2311	804	7381	1557	2	807	21	365	
4168	737	1301	892	163	706	312	193	
7340	305	6331	926	550	1040	474	1316	
373	824	767	775	97	96	32	1022	
11110	940	2814	1400	15	295	30	175	
2548	938	34	917	62	939	1640	1010	
6711	1737	2424	1716	36	97	33	985	
5339	887	967	406	93	452	306	774	
8212	653	6279	1184	186	322	72	830	
1056	1320	1766	998	1141	778	127	443	
8041	1914	2327	446	340	273	90	529	
40908	3351	2584	807	30	939	20	727	
20404	958	66	952	82	633	44	503	
9271	1326	140	913	6	843	871	928	
15617	1854	1749	1459	87	753	390	998	
8274	1457	873	3970	94	925	40	902	
24454	904	60536	4929	63	396	67	1407	
2178	838	1750	827	2049	717	123	939	
16190	1488	8444	905	291	739	240	408	
1742	954	45	1593	93	574	317	210	
61	1045	2761	23924	536	214	41	864	
2950	1928	225	781	21	55	300	1220	
1522	4922	14	870	48	1133	553	543	
2952	893	2767	1133	60	794	66	267	
14857	903	9	1327	54	823	123	704	
2228	941	173	913	63	717	134	910	
1909	899	2967	1347	41	632	8	146	
6543	1955	4006	15876	32	2418	38	855	
40567	814	182	930	90	684	74	946	
4478	395	91	962	122	679	170	14	
4362	755	27	835	102	3547	452	988	
2218	2590	4	953	77	1769	33	148	
5488	11630	73	952	53	235	19	220	
5006	1028	89	852	317	776	72	642	
2617	591	4	1266	317	843	503	1007	
32117	863	13789	1341	37	1003	18	617	
12064	790	8171	983	84	683	104	779	
22268	895	1541	921	79	615	24	889	
792	788	1031	745	57	756	45	892	
1581	905	20919	822	339	937	218	340	
3883	1278	5849	5449	13	737	174	1013	
1201	2948	1219	1619	10	779	205	297	
9	784	3019	818	7	487	121	317	
5766	932	2062	856	7	7	94	811	
121	1457	444	915	280	674	1604	892	
202	943	206	1260	9	949	1	685	
2533	944	1510	926	86	289	44	707	
59	1243	10	6942	56	702	59	898	
31	791	299	492	397	914	297	964	
32	735	635	1245	1621	878	21	942	
4997	881	16	758	12	673	33	242	
4013	964	26513	1535	3677	579	49	753	
784	960	26430	940	47	862	3	482	
950	977	788	1474	1236	740	56	344	
201	2346	42129	603	66	734	3	153	
1125	1868	8316	967	423	970	9	154	
360	1523	909	1196	227	753	6	152	
74	931	16735	887	461	897	557	158	
2594	899	194	673	94	479	9	530	
16	474	50	941	27	701	96	544	
28505	1600	121	985	28	866	35	929	
8049	1364	117	905	46	842	320	162	
1158	942	874	1181	334	328	44	865	
3096	1110	64	2156	177	197	154	782	
4192	1658	144	920	9	132	41	567	
9593	5070	79	1802	11	377	174	257	
8433	1205	617	2476	9	687	259	167	
70	1816	59	385	32	119	181	969	
30642	931	3921	13187	3	1462	79	200	
31557	6697	4	889	216	765	52	223	
4857	981	3874	40789	173	443	85	661	
1777	2669	61	807	9	751	71	678	
17389	2296	217	1039	31	261	66	517	
14977	1431	39	6213	61	484	52	1262	
58	81133	83227	971	80	185	25	907	
46	390	113	1285	418	815	49	916	
14853	1404	6571	1077	254	872	278	1003	
280	828	446	535	777	813	861	745	
3310	906	748	1108	37	812	203	890	
3754	29618	696	3609	576	855	76	732	
1390	687	649	1329	146	817	445	277	
6759	876	230	363	592	815	148	947	
4649	982	1602	926	10	872	21	596	
609	636	2581	1054	47	815	130	6	
13465	1147	246	922	185	872	1417	817	
5089	966	2911	1469	4	819	243	2	
88	1057	4579	1209	227	872	775	280	
3840	2502	2527	826	1	819	104	356	
3892	938	1864	1082	78	872	246	462	
441	1450	2033	2385	548	819	433	898	
137	1285	20312	825	27	872	6	941	
72	1489	14936	1525	65	819	10	205	
58	1051	8142	982	506	872	871	668	
3992	537	3219	941	145	819	23	884	
2037	987	10445	932	319	872	88	1007	
227	1422	15742	1267	106	817	24	740	
17321	974	5490	766	53	872	33	9	
2526	6375	272	1682	471	817	48	237	
6800	875	10	910	85	872	3	917	
4280	888	3079	864	565	817	794	875	
25589	1406	695	905	88	872	508	901	
1662	1083	4050	38010	40	817	536	380	
756	953	817	876	19	872	16	505	
921	5529	50202	922	46	817	112	759	
7	839	5	981	1626	872	105	1060	
1672	1309	1125	657	75	817	225	793	
59	949	22544	1701	10	872	1074	1098	
14243	825	37	6931	63	817	2	781	
153	874	637	447	22	872	57	452	
3403	902	25622	2225	57	975	92	1007	
2865	890	1107	956	48	872	41	968	
23490	721	15896	928	47	975	876	282	
139	1388	27053	1645	38	872	48	664	
76	1197	1662	2287	193	975	4	264	
291	976	1052	975	130	872	100	672	
26673	1762	483	1323	78	975	50	929	
101	775	1515	1330	706	872	2	848	
207	814	2573	864	122	457	461	597	
1231	16027	154	913	170	59	56	303	
8484	73629	10	948	130	217	108	988	
7969	780	234	1287	798	188	26	279	
38	866	11040	1318	168	140	38	903	
1140	1393	26	119	130	546	69	679	
1560	919	495	922	122	338	126	958	
16205	1996	13201	951	6	458	120	9	
12544	1384	1577	923	206	555	69	50	
32	909	2499	948	35	751	26	796	
15859	911	14303	707	104	269	42	767	
9264	2823	863	972	35	854	36	462	
1055	771	1408	704	560	769	36	2166	
39481	966	5199	955	275	1180	116	948	
61	847	89	750	131	923	67	59	
197	1006	1948	94	42	512	359	871	
1940	992	1112	5836	90	776	24	821	
2408	916	1072	1640	432	670	782	472	
103	1006	2659	1539	3	486	493	723	
7473	893	4997	3601	44	171	730	650	
361	1622	711	3518	1777	635	293	957	
377	989	7252	866	38	929	207	884	
178	20673	354	1250	468	892	98	871	
9408	1154	2255	991	8	999	101	828	
12	1016	254	684	10	657	48	331	
6	2112	71	1190	33	476	67	539	
95	88298	75	871	73	586	5	232	
2003	1179	521	4094	32	930	27	232	
9670	735	4	1212	10	991	52	390	
3675	940	2646	429	70	1231	1	878	
1708	945	12290	927	222	951	91	680	
1931	924	5143	820	6	650	207	921	
1075	67240	11340	797	140	58	21	909	
1320	910	771	454	135	756	349	327	
69	20574	1927	1797	27	902	34	995	
930	1410	203	2164	65	525	108	1549	
1920	3677	2042	1599	249	853	329	765	
1454	1919	25158	3133	1	617	160	789	
3101	5320	8654	725	291	601	685	361	
5406	1004	12	956	86	623	60	862	
125	950	163328	1386	66	952	34	785	
529	10563	12217	968	62	159	380	812	
2232	554	3623	1363	80	704	139	1005	
58	1795	5622	790	7	733	19	1162	
38945	838	2541	38646	115	459	32	301	
28	733	350	1584	5	829	216	858	
2113	917	608	864	10	679	162	930	
6425	1038	15	975	39	1382	8	616	
10055	1978	8	794	130	801	16	776	
33181	964	3678	3122	170	934	357	516	
2542	944	70	1762	6	966	659	1012	
22321	973	1603	893	7	668	265	841	
13970	5729	133	874	70	937	587	1081	
1712	862	2319	761	75	449	113	124	
180	1642	1287	1256	100	476	23	455	
1784	781	17057	1759	44	78	304	730	
16207	349	9852	798	456	710	70	367	
1155	550	1097	931	79	548	575	255	
511	1019	8116	848	16	434	93	392	
48	1352	11997	1274	592	712	73	543	
149	549	14868	7710	66	818	409	167	
192	948	4	690	39	960	506	916	
5	736	3738	857	78	754	22	85	
6225	1341	633	1952	44	468	93	542	
2651	1191	2780	1009	7	582	45	425	
1426	1000	11647	1400	44	570	134	928	
1418	896	84	989	14	972	65	685	
2616	900	5939	6190	112	473	39	1016	
6948	2627	2	1152	102	546	391	301	
34	1260	53	902	95	971	68	870	
1948	1324	2162	1198	72	937	24	219	
22107	856	129	938	155	375	124	4	
1734	879	4985	866	3	492	394	892	
30101	22074	721	835	3	381	49	1120	
3766	1035	4	705	10	630	624	97	
110	1002	43	11509	6	975	63	1028	
3261	1624	8132	2553	119	987	62	771	
30708	3412	57	785	8	678	253	931	
3064	1440	30	1117	226	551	290	947	
15377	9820	1460	738	97	959	8	337	
63327	910	920	979	111	336	29	420	
25639	798	81	1056	28	564	5	287	
6685	888	10057	1158	18	808	41	606	
16076	2780	188	644	96	710	1	788	
2574	1482	4241	1117	111	303	43	1584	
17930	2065	41	925	4	122	640	452	
10	1011	1015	5247	76	602	111	56	
255	856	3118	220	47	2581	11	975	
85	781	28781	967	74	903	101	647	
55	1933	103	242	13	522	29	152	
145	749	1044	1428	284	6688	156	774	
12102	5562	25	836	40	322	933	1418	
2495	176	36	1167	33	491	414	790	
637	1360	1225	942	54	658	128	345	
74	1073	651	974	29	725	279	270	
42	1432	379	1566	103	817	206	281	
20	561	4301	1409	173	776	42	564	
17	1477	166	1620	64	1184	471	892	
14195	819	42186	2503	76	735	135	413	
42	876	22172	987	13	310	133	806	
73	4027	972	324	55	1114	321	1036	
103	4269	294	2728	344	204	307	761	
15	3247	2511	805	127	590	629	429	
757	980	3739	965	77	1267	52	84	
915	996	75	1156	55	627	57	998	
359	2127	1081	1877	18	865	65	357	
334	968	4239	1191	26	597	35	945	
1422	980	163	1328	146	914	309	794	
891	978	39946	874	466	361	665	310	
2301	10799	60	792	104	747	11	859	
4929	963	411	936	458	682	35	675	
370	865	3036	873	87	215	128	244	
15422	1452	574	2059	20	398	297	64	
524	796	3366	868	51	925	57	504	
1355	1930	24793	944	120	949	49	606	
2	13693	5413	395	235	693	158	437	
76	996	2866	1005	53	1194	64	246	
165	2588	6354	1780	70	542	44	462	
175	11170	85	917	307	859	76	338	
5331	1045	9539	1329	63	906	37	128	
461	770	953	834	37	907	71	276	
201	1763	2639	1456	10	965	86	869	
80	1819	2090	880	177	968	61	277	
3	2150	1979	1322	139	24	1811	168	
13319	1871	682	738	81	645	389	637	
24906	14719	795	983	84	700	296	1041	
431	906	1791	1230	35	956	34	926	
38	1976	804	785	23	14121	15	402	
7633	9190	3940	1146	33	1233	9	148	
1403	926	499	1318	5	720	15	699	
82	1751	651	918	1157	959	10	783	
10202	843	12814	707	82	689	208	823	
5	999	258	6675	45	650	439	65	
6201	1499	15789	642	62	742	1174	961	
1977	1262	1006	656	67	60	77	31	
7275	942	5433	66	154	55	144	65	
8540	1933	4450	524	82	881	169	1121	
1684	1403	1059	961	2	458	784	34	
3404	160	405	1970	15	760	145	876	
2166	863	627	978	357	863	99	651	
2106	1096	14706	914	15	579	108	796	
16851	862	918	1164	63	863	519	886	
688	3162	630	882	76	92	92	127	
59	1046	4303	564	38	519	783	258	
2741	1970	1784	955	55	845	551	1054	
249	661	665	2010	802	430	51	227	
863	8131	176	938	53	386	34	368	
56	1524	33	775	400	657	709	821	
75	1527	670	923	2	723	18	45	
21375	727	64	1692	63	868	92	682	
2238	873	1813	2012	347	599	78	991	
521	3717	169	1989	82	324	8	756	
285	2076	3032	848	4	463	49	423	
3506	898	2309	1056	5	410	53	72	
1421	1952	1548	1573	178	696	75	871	
22286	2468	1937	949	42	742	186	1265	
2473	1443	565	1385	28	899	227	881	
1719	1023	4042	893	34	635	198	98	
2209	1441	440	1277	236	605	121	764	
8058	965	304	1770	4	233	249	693	
1720	874	1045	977	41	861	27	971	
3208	1782	912	860	308	688	91	606	
151	934	3176	834	29	747	28	958	
1874	1995	146	953	68	481	149	868	
57	610	445	953	94	314	39	510	
40	802	1727	1256	102	705	26	660	
301	715	1027	1101	7	683	132	642	
2105	1473	1529	540	50	931	51	844	
703	888	10052	1739	1	981	61	665	
791	886	2596	1229	265	897	224	882	
7004	1844	11633	1088	24	894	141	869	
32007	992	6419	950	3	175	31	687	
19331	3039	49	932	13	963	80	762	
35	1223	2065	725	495	645	826	384	
14582	2259	1297	1194	33	182	63	217	
2902	1986	3219	839	88	314	476	456	
170	5286	12	1641	85	1476	150	473	
13249	2077	4770	927	206	79	578	750	
3752	895	144	1011	84	535	51	850	
30600	892	2274	1179	43	488	15	241	
20748	1567	945	931	60	791	90	996	
678	1818	257	1172	113	969	575	605	
16309	951	4558	1218	10	1027	98	971	
1093	9884	53	1138	45	652	449	1008	
38852	870	32	1226	100	317	53	505	
562	3926	913	1472	1	740	50	898	
11418	925	3267	1018	45	473	26	565	
3517	1576	334	8587	4	657	545	938	
10857	926	34	943	247	890	481	134	
852	10995	68	1092	147	775	85	922	
16805	2087	6984	918	9	3221	89	992	
6531	1983	7630	550	727	164	48	964	
3297	2387	12916	1031	6	696	41	480	
39752	905	101	864	87	863	2	928	
431	9966	241	895	54	738	47	432	
22678	893	3680	909	61	1006	86	451	
2400	765	4	873	3	730	156	773	
189	848	1012	1363	176	923	237	1024	
31383	1304	263	912	53	505	297	779	
1984	1755	9166	1334	2	971	519	722	
5293	954	521	915	7	727	41	45	
3900	908	4315	1172	1001	833	339	560	
14534	334	77042	916	67	775	166	895	
13750	1164	471	1244	208	904	38	776	
4868	1533	511	697	623	772	166	874	
57093	988	1258	1231	99	700	30	1029	
456	618	5155	342	106	930	151	455	
53384	977	2230	441	240	465	185	512	
25358	5667	11	894	1009	748	355	618	
840	2058	3015	1290	241	531	109	758	
3045	483	972	933	2	939	1123	228	
3856	529	718	1148	83	348	74	277	
82	1435	316	1402	6	375	140	93	
628	900	1452	1533	51	773	2	362	
4233	31042	1037	937	83	713	54	184	
8	3749	3	1848	696	620	28	577	
8	3861	2764	3020	38	706	386	950	
23400	2335	1088	1105	69	255	83	49	
2172	5521	138	1538	182	202	76	844	
8544	869	172	949	223	678	126	876	
2579	1307	530	785	85	965	29	1011	
3271	1690	6187	1584	57	948	6	49	
4	594	2259	1243	76	480	212	1026	
664	939	13	1908	1	239	67	849	
20000	2088	95	1718	525	625	43	398	
34	1557	717	855	22	671	257	985	
14496	8938	737	949	16	1265	31	327	
4007	802	1316	925	5	929	163	845	
396	24320	76168	883	73	1445	98	33	
18354	970	4034	1477	38	540	50	538	
621	2469	51	1936	148	160	108	567	
39352	2638	1451	4363	64	24005	508	453	
506	876	3184	1616	64	1001	165	922	
16906	241	10303	958	10	968	338	235	
1556	2225	572	1155	352	1110	175	745	
329	1715	305	1316	11	329	63	711	
681	787	21372	917	181	880	226	418	
6132	899	95	904	448	418	688	510	
27958	1472	3480	667	58	559	30	423	
9448	1797	13692	855	88	617	2	356	
1180	1803	80	1072	155	922	96	813	
908	2141	2668	1382	164	687	62	890	
155	1320	3981	833	174	673	147	766	
383	953	52	310	9	482	334	845	
1060	1065	5558	1422	147	923	99	701	
93819	1004	3533	1404	22	950	117	624	
3767	824	129	884	59	1483	63	417	
46864	942	149	889	4	968	16	518	
17940	1111	9	317	156	858	144	378	
1292	957	11974	1560	42	512	294	529	
5772	3669	745	1344	15	650	356	863	
20149	1059	606	4279	1	731	81	503	
371	1258	18835	941	3	939	23	327	
80	864	34293	1993	82	1548	69	996	
3	900	794	957	90	806	13	82	
2480	321	39152	958	163	252	142	820	
30	587	3388	1598	263	216	49	520	
3507	6582	103	3047	28	149	4	919	
1909	1245	61	924	170	670	585	929	
3434	1536	26	4440	317	245	104	683	
878	1881	1746	1732	419	493	277	986	
9863	997	65	845	247	809	193	538	
98	2514	925	762	153	948	117	178	
10	11	87	965	41	699	58	339	
5010	878	122	1068	48	496	109	799	
