ensembl_id,gene_age,gene_Interval
ENSTNIG00000018350,645,615-676
ENSTNIG00000018349,645,615-676
ENSTNIG00000018348,645,615-676
ENSTNIG00000018347,680,676-684
ENSTNIG00000018346,454,435-473
ENSTNIG00000018345,680,676-684
ENSTNIG00000018343,680,676-684
ENSTNIG00000018342,454,435-473
ENSTNIG00000001801,645,615-676
ENSTNIG00000018341,350,315-386
ENSTNIG00000018339,544,473-615
ENSTNIG00000018340,544,473-615
ENSTNIG00000018338,411,386-435
ENSTNIG00000001192,411,386-435
ENSTNIG00000018337,680,676-684
ENSTNIG00000018336,454,435-473
ENSTNIG00000018335,544,473-615
ENSTNIG00000018334,454,435-473
ENSTNIG00000018333,645,615-676
ENSTNIG00000001647,454,435-473
ENSTNIG00000018332,454,435-473
ENSTNIG00000018331,454,435-473
ENSTNIG00000018330,454,435-473
ENSTNIG00000018328,454,435-473
ENSTNIG00000018327,454,435-473
ENSTNIG00000018326,454,435-473
ENSTNIG00000018325,454,435-473
ENSTNIG00000018324,350,315-386
ENSTNIG00000018323,350,315-386
ENSTNIG00000018322,680,676-684
ENSTNIG00000018321,218,206-230
ENSTNIG00000018320,680,676-684
ENSTNIG00000002315,291,267-315
ENSTNIG00000017551,544,473-615
ENSTNIG00000018319,680,676-684
ENSTNIG00000018318,680,676-684
ENSTNIG00000018317,645,615-676
ENSTNIG00000018316,26,0-52
ENSTNIG00000018315,26,0-52
ENSTNIG00000018314,26,0-52
ENSTNIG00000019502,645,615-676
ENSTNIG00000019501,645,615-676
ENSTNIG00000019500,680,676-684
ENSTNIG00000008055,680,676-684
ENSTNIG00000008056,680,676-684
ENSTNIG00000008058,680,676-684
ENSTNIG00000008059,680,676-684
ENSTNIG00000008060,291,267-315
ENSTNIG00000008061,645,615-676
ENSTNIG00000008062,350,315-386
ENSTNIG00000008063,680,676-684
ENSTNIG00000008064,680,676-684
ENSTNIG00000008065,680,676-684
ENSTNIG00000008066,248,230-267
ENSTNIG00000008067,248,230-267
ENSTNIG00000008068,544,473-615
ENSTNIG00000008069,680,676-684
ENSTNIG00000008070,680,676-684
ENSTNIG00000008071,645,615-676
ENSTNIG00000008072,645,615-676
ENSTNIG00000008073,645,615-676
ENSTNIG00000008074,544,473-615
ENSTNIG00000008075,350,315-386
ENSTNIG00000008076,350,315-386
ENSTNIG00000008077,680,676-684
ENSTNIG00000008078,680,676-684
ENSTNIG00000000635,680,676-684
ENSTNIG00000008079,454,435-473
ENSTNIG00000008080,454,435-473
ENSTNIG00000008081,454,435-473
ENSTNIG00000008082,680,676-684
ENSTNIG00000008083,680,676-684
ENSTNIG00000008085,680,676-684
ENSTNIG00000008086,680,676-684
ENSTNIG00000000738,680,676-684
ENSTNIG00000008088,411,386-435
ENSTNIG00000008089,680,676-684
ENSTNIG00000008090,411,386-435
ENSTNIG00000008091,680,676-684
ENSTNIG00000008092,680,676-684
ENSTNIG00000008093,680,676-684
ENSTNIG00000008094,680,676-684
ENSTNIG00000008095,544,473-615
ENSTNIG00000002172,544,473-615
ENSTNIG00000019756,544,473-615
ENSTNIG00000008096,680,676-684
ENSTNIG00000008097,454,435-473
ENSTNIG00000008098,454,435-473
ENSTNIG00000008099,680,676-684
ENSTNIG00000003740,680,676-684
ENSTNIG00000008101,680,676-684
ENSTNIG00000008102,454,435-473
ENSTNIG00000008103,454,435-473
ENSTNIG00000008104,454,435-473
ENSTNIG00000008105,645,615-676
ENSTNIG00000011698,680,676-684
ENSTNIG00000001283,26,0-52
ENSTNIG00000004324,26,0-52
ENSTNIG00000001614,680,676-684
ENSTNIG00000019366,26,0-52
ENSTNIG00000010216,680,676-684
ENSTNIG00000009498,64,52-77
ENSTNIG00000011710,26,0-52
ENSTNIG00000004210,645,615-676
ENSTNIG00000012333,26,0-52
ENSTNIG00000018156,26,0-52
ENSTNIG00000018419,26,0-52
ENSTNIG00000019064,138,128-148
ENSTNIG00000015684,544,473-615
ENSTNIG00000005887,680,676-684
ENSTNIG00000017204,680,676-684
ENSTNIG00000000185,680,676-684
ENSTNIG00000004002,26,0-52
ENSTNIG00000018643,26,0-52
ENSTNIG00000003491,544,473-615
ENSTNIG00000002857,26,0-52
ENSTNIG00000000349,680,676-684
ENSTNIG00000006795,680,676-684
ENSTNIG00000010459,680,676-684
ENSTNIG00000000735,26,0-52
ENSTNIG00000019770,26,0-52
ENSTNIG00000014103,680,676-684
ENSTNIG00000005712,26,0-52
ENSTNIG00000010611,26,0-52
ENSTNIG00000001193,26,0-52
ENSTNIG00000011647,680,676-684
ENSTNIG00000019720,544,473-615
ENSTNIG00000004229,26,0-52
ENSTNIG00000011659,26,0-52
ENSTNIG00000008773,64,52-77
ENSTNIG00000001078,454,435-473
ENSTNIG00000000560,454,435-473
ENSTNIG00000001229,93,77-110
ENSTNIG00000012427,64,52-77
ENSTNIG00000001018,64,52-77
ENSTNIG00000004682,645,615-676
ENSTNIG00000001255,680,676-684
ENSTNIG00000000287,680,676-684
ENSTNIG00000001005,645,615-676
ENSTNIG00000001410,645,615-676
ENSTNIG00000001471,645,615-676
ENSTNIG00000005193,645,615-676
ENSTNIG00000004514,645,615-676
ENSTNIG00000000975,645,615-676
ENSTNIG00000000218,645,615-676
ENSTNIG00000004516,645,615-676
ENSTNIG00000001226,645,615-676
ENSTNIG00000004515,645,615-676
ENSTNIG00000004719,26,0-52
ENSTNIG00000001031,26,0-52
ENSTNIG00000001191,26,0-52
ENSTNIG00000000773,26,0-52
ENSTNIG00000018357,645,615-676
ENSTNIG00000018356,645,615-676
ENSTNIG00000018358,645,615-676
ENSTNIG00000015526,26,0-52
ENSTNIG00000006212,26,0-52
ENSTNIG00000012923,26,0-52
ENSTNIG00000019688,26,0-52
ENSTNIG00000015996,645,615-676
ENSTNIG00000008100,248,230-267
ENSTNIG00000000017,680,676-684
ENSTNIG00000004239,645,615-676
ENSTNIG00000004708,26,0-52
ENSTNIG00000009694,645,615-676
ENSTNIG00000005914,26,0-52
ENSTNIG00000015679,64,52-77
ENSTNIG00000017359,64,52-77
ENSTNIG00000016160,680,676-684
ENSTNIG00000013853,64,52-77
ENSTNIG00000017114,26,0-52
ENSTNIG00000009895,26,0-52
ENSTNIG00000000310,26,0-52
ENSTNIG00000006100,248,230-267
ENSTNIG00000016065,218,206-230
ENSTNIG00000004524,26,0-52
ENSTNIG00000016526,218,206-230
ENSTNIG00000005410,26,0-52
ENSTNIG00000002702,26,0-52
ENSTNIG00000000675,119,110-128
ENSTNIG00000000230,110,110-110
ENSTNIG00000019383,26,0-52
ENSTNIG00000010326,26,0-52
ENSTNIG00000006418,26,0-52
ENSTNIG00000001590,64,52-77
ENSTNIG00000018186,645,615-676
ENSTNIG00000018177,64,52-77
ENSTNIG00000008014,544,473-615
ENSTNIG00000009865,680,676-684
ENSTNIG00000017401,454,435-473
ENSTNIG00000007389,119,110-128
ENSTNIG00000001343,26,0-52
ENSTNIG00000019152,93,77-110
ENSTNIG00000008554,93,77-110
ENSTNIG00000019507,93,77-110
ENSTNIG00000019520,93,77-110
ENSTNIG00000000811,544,473-615
ENSTNIG00000014819,454,435-473
ENSTNIG00000008084,26,0-52
ENSTNIG00000006556,645,615-676
ENSTNIG00000008439,645,615-676
ENSTNIG00000015765,645,615-676
ENSTNIG00000000064,138,128-148
ENSTNIG00000001076,138,128-148
ENSTNIG00000001862,119,110-128
ENSTNIG00000008744,64,52-77
ENSTNIG00000008734,64,52-77
ENSTNIG00000008745,26,0-52
ENSTNIG00000006805,138,128-148
ENSTNIG00000005134,138,128-148
ENSTNIG00000004036,680,676-684
ENSTNIG00000013451,645,615-676
ENSTNIG00000001062,248,230-267
ENSTNIG00000019832,26,0-52
ENSTNIG00000019552,26,0-52
ENSTNIG00000008490,64,52-77
ENSTNIG00000007883,680,676-684
ENSTNIG00000009713,93,77-110
ENSTNIG00000014629,26,0-52
ENSTNIG00000011544,544,473-615
ENSTNIG00000017050,645,615-676
ENSTNIG00000002217,93,77-110
ENSTNIG00000010150,138,128-148
ENSTNIG00000012045,26,0-52
ENSTNIG00000005774,645,615-676
ENSTNIG00000004416,64,52-77
ENSTNIG00000007056,645,615-676
ENSTNIG00000009078,645,615-676
ENSTNIG00000015497,119,110-128
ENSTNIG00000012083,411,386-435
ENSTNIG00000018037,411,386-435
ENSTNIG00000000788,645,615-676
ENSTNIG00000014006,119,110-128
ENSTNIG00000015659,544,473-615
ENSTNIG00000008599,544,473-615
ENSTNIG00000014718,64,52-77
ENSTNIG00000019719,26,0-52
ENSTNIG00000001530,350,315-386
ENSTNIG00000000141,350,315-386
ENSTNIG00000001314,350,315-386
ENSTNIG00000011631,26,0-52
ENSTNIG00000004323,26,0-52
ENSTNIG00000004910,64,52-77
ENSTNIG00000002619,138,128-148
ENSTNIG00000002617,64,52-77
ENSTNIG00000008494,26,0-52
ENSTNIG00000019535,26,0-52
ENSTNIG00000019778,26,0-52
ENSTNIG00000001388,26,0-52
ENSTNIG00000002591,26,0-52
ENSTNIG00000007597,248,230-267
ENSTNIG00000004120,64,52-77
ENSTNIG00000005853,93,77-110
ENSTNIG00000013558,138,128-148
ENSTNIG00000014610,26,0-52
ENSTNIG00000006608,26,0-52
ENSTNIG00000007748,138,128-148
ENSTNIG00000008774,64,52-77
ENSTNIG00000000251,93,77-110
ENSTNIG00000012056,93,77-110
ENSTNIG00000018610,26,0-52
ENSTNIG00000008221,680,676-684
ENSTNIG00000003528,64,52-77
ENSTNIG00000019745,26,0-52
ENSTNIG00000014156,26,0-52
ENSTNIG00000010284,248,230-267
ENSTNIG00000002320,119,110-128
ENSTNIG00000001869,26,0-52
ENSTNIG00000005350,26,0-52
ENSTNIG00000002019,26,0-52
ENSTNIG00000007501,110,110-110
ENSTNIG00000019740,26,0-52
ENSTNIG00000011446,218,206-230
ENSTNIG00000010292,64,52-77
ENSTNIG00000005575,93,77-110
ENSTNIG00000008290,680,676-684
ENSTNIG00000010198,119,110-128
ENSTNIG00000002612,26,0-52
ENSTNIG00000014832,26,0-52
ENSTNIG00000019478,26,0-52
ENSTNIG00000007800,680,676-684
ENSTNIG00000002309,26,0-52
ENSTNIG00000008518,138,128-148
ENSTNIG00000009188,26,0-52
ENSTNIG00000002085,26,0-52
ENSTNIG00000005888,26,0-52
ENSTNIG00000005017,138,128-148
ENSTNIG00000005451,218,206-230
ENSTNIG00000008743,177,148-206
ENSTNIG00000001465,64,52-77
ENSTNIG00000002494,26,0-52
ENSTNIG00000018276,248,230-267
ENSTNIG00000007372,680,676-684
ENSTNIG00000006491,26,0-52
ENSTNIG00000000401,64,52-77
ENSTNIG00000011655,64,52-77
ENSTNIG00000011658,64,52-77
ENSTNIG00000003618,26,0-52
ENSTNIG00000018130,350,315-386
ENSTNIG00000015860,26,0-52
ENSTNIG00000019221,26,0-52
ENSTNIG00000005791,26,0-52
ENSTNIG00000006029,26,0-52
ENSTNIG00000005941,26,0-52
ENSTNIG00000017844,26,0-52
ENSTNIG00000007652,26,0-52
ENSTNIG00000004398,26,0-52
ENSTNIG00000002861,411,386-435
ENSTNIG00000003820,411,386-435
ENSTNIG00000011131,26,0-52
ENSTNIG00000001527,110,110-110
ENSTNIG00000003522,26,0-52
ENSTNIG00000000569,26,0-52
ENSTNIG00000018753,645,615-676
ENSTNIG00000015595,645,615-676
ENSTNIG00000015813,248,230-267
ENSTNIG00000004313,248,230-267
ENSTNIG00000005895,248,230-267
ENSTNIG00000004138,248,230-267
ENSTNIG00000004139,248,230-267
ENSTNIG00000012479,680,676-684
ENSTNIG00000002289,680,676-684
ENSTNIG00000005352,350,315-386
ENSTNIG00000000852,454,435-473
ENSTNIG00000005477,454,435-473
ENSTNIG00000008822,454,435-473
ENSTNIG00000008821,454,435-473
ENSTNIG00000008820,411,386-435
ENSTNIG00000008819,645,615-676
ENSTNIG00000008817,680,676-684
ENSTNIG00000008816,680,676-684
ENSTNIG00000008815,680,676-684
ENSTNIG00000008814,645,615-676
ENSTNIG00000005170,645,615-676
ENSTNIG00000008813,680,676-684
ENSTNIG00000005171,680,676-684
ENSTNIG00000008812,645,615-676
ENSTNIG00000008811,680,676-684
ENSTNIG00000008810,680,676-684
ENSTNIG00000000438,680,676-684
ENSTNIG00000008809,680,676-684
ENSTNIG00000008808,645,615-676
ENSTNIG00000000623,645,615-676
ENSTNIG00000008807,645,615-676
ENSTNIG00000008806,411,386-435
ENSTNIG00000008805,411,386-435
ENSTNIG00000008804,680,676-684
ENSTNIG00000008803,544,473-615
ENSTNIG00000008801,544,473-615
ENSTNIG00000008800,680,676-684
ENSTNIG00000001243,680,676-684
ENSTNIG00000008799,544,473-615
ENSTNIG00000008797,350,315-386
ENSTNIG00000008796,680,676-684
ENSTNIG00000008795,680,676-684
ENSTNIG00000008794,680,676-684
ENSTNIG00000008793,680,676-684
ENSTNIG00000008792,645,615-676
ENSTNIG00000008791,645,615-676
ENSTNIG00000008790,680,676-684
ENSTNIG00000008789,680,676-684
ENSTNIG00000008788,680,676-684
ENSTNIG00000008787,680,676-684
ENSTNIG00000008786,680,676-684
ENSTNIG00000008785,680,676-684
ENSTNIG00000008783,645,615-676
ENSTNIG00000019258,544,473-615
ENSTNIG00000019257,544,473-615
ENSTNIG00000019256,544,473-615
ENSTNIG00000000566,680,676-684
ENSTNIG00000019255,680,676-684
ENSTNIG00000019254,680,676-684
ENSTNIG00000008378,680,676-684
ENSTNIG00000004847,680,676-684
ENSTNIG00000004846,680,676-684
ENSTNIG00000004845,680,676-684
ENSTNIG00000003849,680,676-684
ENSTNIG00000001818,645,615-676
ENSTNIG00000002828,680,676-684
ENSTNIG00000002549,680,676-684
ENSTNIG00000002548,680,676-684
ENSTNIG00000002547,680,676-684
ENSTNIG00000004019,645,615-676
ENSTNIG00000000229,26,0-52
ENSTNIG00000002981,645,615-676
ENSTNIG00000005792,26,0-52
ENSTNIG00000006014,544,473-615
ENSTNIG00000018707,544,473-615
ENSTNIG00000018706,544,473-615
ENSTNIG00000002777,645,615-676
ENSTNIG00000005047,645,615-676
ENSTNIG00000004979,680,676-684
ENSTNIG00000002366,645,615-676
ENSTNIG00000007180,645,615-676
ENSTNIG00000007181,645,615-676
ENSTNIG00000002226,680,676-684
ENSTNIG00000004528,645,615-676
ENSTNIG00000004529,645,615-676
ENSTNIG00000006769,645,615-676
ENSTNIG00000004767,645,615-676
ENSTNIG00000004849,645,615-676
ENSTNIG00000003583,645,615-676
ENSTNIG00000004848,645,615-676
ENSTNIG00000004525,248,230-267
ENSTNIG00000004526,248,230-267
ENSTNIG00000004527,645,615-676
ENSTNIG00000004018,680,676-684
ENSTNIG00000004016,680,676-684
ENSTNIG00000002317,645,615-676
ENSTNIG00000004015,645,615-676
ENSTNIG00000003961,680,676-684
ENSTNIG00000003963,680,676-684
ENSTNIG00000003964,645,615-676
ENSTNIG00000002367,645,615-676
ENSTNIG00000004850,544,473-615
ENSTNIG00000004851,544,473-615
ENSTNIG00000004852,248,230-267
ENSTNIG00000004853,248,230-267
ENSTNIG00000004854,248,230-267
ENSTNIG00000004855,680,676-684
ENSTNIG00000007179,680,676-684
ENSTNIG00000007178,680,676-684
ENSTNIG00000007177,680,676-684
ENSTNIG00000001730,645,615-676
ENSTNIG00000002680,680,676-684
ENSTNIG00000002681,138,128-148
ENSTNIG00000002682,138,128-148
ENSTNIG00000002686,138,128-148
ENSTNIG00000002685,680,676-684
ENSTNIG00000002684,680,676-684
ENSTNIG00000002683,680,676-684
ENSTNIG00000002687,680,676-684
ENSTNIG00000001883,645,615-676
ENSTNIG00000007024,645,615-676
ENSTNIG00000001987,645,615-676
ENSTNIG00000013751,645,615-676
ENSTNIG00000013752,248,230-267
ENSTNIG00000013753,454,435-473
ENSTNIG00000013754,680,676-684
ENSTNIG00000013755,645,615-676
ENSTNIG00000002689,645,615-676
ENSTNIG00000002690,645,615-676
ENSTNIG00000002688,248,230-267
ENSTNIG00000019691,248,230-267
ENSTNIG00000002431,645,615-676
ENSTNIG00000001493,645,615-676
ENSTNIG00000019788,645,615-676
ENSTNIG00000019685,645,615-676
ENSTNIG00000019575,680,676-684
ENSTNIG00000016033,645,615-676
ENSTNIG00000016034,680,676-684
ENSTNIG00000016035,291,267-315
ENSTNIG00000016036,291,267-315
ENSTNIG00000000302,544,473-615
ENSTNIG00000016037,645,615-676
ENSTNIG00000016038,645,615-676
ENSTNIG00000016039,645,615-676
ENSTNIG00000016040,645,615-676
ENSTNIG00000001891,645,615-676
ENSTNIG00000016041,544,473-615
ENSTNIG00000016042,680,676-684
ENSTNIG00000016043,680,676-684
ENSTNIG00000016044,680,676-684
ENSTNIG00000016045,680,676-684
ENSTNIG00000016046,645,615-676
ENSTNIG00000016047,645,615-676
ENSTNIG00000016049,680,676-684
ENSTNIG00000016050,645,615-676
ENSTNIG00000013714,680,676-684
ENSTNIG00000013713,680,676-684
ENSTNIG00000013712,680,676-684
ENSTNIG00000002413,680,676-684
ENSTNIG00000013711,454,435-473
ENSTNIG00000013710,680,676-684
ENSTNIG00000013709,680,676-684
ENSTNIG00000013692,680,676-684
ENSTNIG00000013693,680,676-684
ENSTNIG00000013694,680,676-684
ENSTNIG00000013695,680,676-684
ENSTNIG00000013697,177,148-206
ENSTNIG00000013698,680,676-684
ENSTNIG00000013699,680,676-684
ENSTNIG00000013700,680,676-684
ENSTNIG00000013701,680,676-684
ENSTNIG00000013702,645,615-676
ENSTNIG00000013703,454,435-473
ENSTNIG00000013704,544,473-615
ENSTNIG00000013705,680,676-684
ENSTNIG00000013706,645,615-676
ENSTNIG00000013707,291,267-315
ENSTNIG00000013708,645,615-676
ENSTNIG00000000200,544,473-615
ENSTNIG00000013691,680,676-684
ENSTNIG00000013690,680,676-684
ENSTNIG00000013689,680,676-684
ENSTNIG00000013688,645,615-676
ENSTNIG00000013687,544,473-615
ENSTNIG00000013686,680,676-684
ENSTNIG00000019757,544,473-615
ENSTNIG00000013685,544,473-615
ENSTNIG00000002078,645,615-676
ENSTNIG00000003734,645,615-676
ENSTNIG00000000161,645,615-676
ENSTNIG00000003799,645,615-676
ENSTNIG00000002611,645,615-676
ENSTNIG00000013683,645,615-676
ENSTNIG00000001186,680,676-684
ENSTNIG00000013682,645,615-676
ENSTNIG00000013681,544,473-615
ENSTNIG00000013680,645,615-676
ENSTNIG00000013679,680,676-684
ENSTNIG00000013678,544,473-615
ENSTNIG00000013677,645,615-676
ENSTNIG00000004167,645,615-676
ENSTNIG00000004168,680,676-684
ENSTNIG00000004169,680,676-684
ENSTNIG00000006535,680,676-684
ENSTNIG00000002774,680,676-684
ENSTNIG00000006542,680,676-684
ENSTNIG00000006541,680,676-684
ENSTNIG00000016085,680,676-684
ENSTNIG00000016084,680,676-684
ENSTNIG00000016083,680,676-684
ENSTNIG00000016082,680,676-684
ENSTNIG00000016081,680,676-684
ENSTNIG00000016080,645,615-676
ENSTNIG00000016079,645,615-676
ENSTNIG00000016078,291,267-315
ENSTNIG00000016077,411,386-435
ENSTNIG00000016076,680,676-684
ENSTNIG00000016075,680,676-684
ENSTNIG00000016074,544,473-615
ENSTNIG00000016073,680,676-684
ENSTNIG00000016072,680,676-684
ENSTNIG00000001043,177,148-206
ENSTNIG00000016071,680,676-684
ENSTNIG00000016070,680,676-684
ENSTNIG00000016069,680,676-684
ENSTNIG00000006555,138,128-148
ENSTNIG00000008438,138,128-148
ENSTNIG00000006550,680,676-684
ENSTNIG00000006551,680,676-684
ENSTNIG00000006552,680,676-684
ENSTNIG00000008437,680,676-684
ENSTNIG00000008436,680,676-684
ENSTNIG00000008435,680,676-684
ENSTNIG00000008434,680,676-684
ENSTNIG00000001504,645,615-676
ENSTNIG00000008433,645,615-676
ENSTNIG00000008432,680,676-684
ENSTNIG00000008431,680,676-684
ENSTNIG00000008430,544,473-615
ENSTNIG00000008429,544,473-615
ENSTNIG00000008428,544,473-615
ENSTNIG00000008427,680,676-684
ENSTNIG00000017580,680,676-684
ENSTNIG00000017582,680,676-684
ENSTNIG00000013818,645,615-676
ENSTNIG00000013820,680,676-684
ENSTNIG00000013821,680,676-684
ENSTNIG00000013822,680,676-684
ENSTNIG00000003771,680,676-684
ENSTNIG00000004868,680,676-684
ENSTNIG00000003617,680,676-684
ENSTNIG00000004867,645,615-676
ENSTNIG00000000014,645,615-676
ENSTNIG00000003616,544,473-615
ENSTNIG00000004866,544,473-615
ENSTNIG00000003615,544,473-615
ENSTNIG00000005440,680,676-684
ENSTNIG00000005439,680,676-684
ENSTNIG00000001130,680,676-684
ENSTNIG00000005438,454,435-473
ENSTNIG00000005437,454,435-473
ENSTNIG00000005436,680,676-684
ENSTNIG00000005435,680,676-684
ENSTNIG00000005434,680,676-684
ENSTNIG00000005433,291,267-315
ENSTNIG00000018452,680,676-684
ENSTNIG00000004137,645,615-676
ENSTNIG00000004381,454,435-473
ENSTNIG00000004382,680,676-684
ENSTNIG00000019831,680,676-684
ENSTNIG00000003873,454,435-473
ENSTNIG00000003872,454,435-473
ENSTNIG00000003871,645,615-676
ENSTNIG00000003870,544,473-615
ENSTNIG00000005582,680,676-684
ENSTNIG00000004684,680,676-684
ENSTNIG00000000448,680,676-684
ENSTNIG00000017747,645,615-676
ENSTNIG00000012965,680,676-684
ENSTNIG00000018157,177,148-206
ENSTNIG00000018155,645,615-676
ENSTNIG00000002025,645,615-676
ENSTNIG00000004627,645,615-676
ENSTNIG00000004626,248,230-267
ENSTNIG00000004624,248,230-267
ENSTNIG00000004623,680,676-684
ENSTNIG00000004622,680,676-684
ENSTNIG00000004621,680,676-684
ENSTNIG00000019793,680,676-684
ENSTNIG00000002839,680,676-684
ENSTNIG00000002840,138,128-148
ENSTNIG00000002841,680,676-684
ENSTNIG00000009831,218,206-230
ENSTNIG00000002843,64,52-77
ENSTNIG00000002844,680,676-684
ENSTNIG00000004810,680,676-684
ENSTNIG00000000249,454,435-473
ENSTNIG00000001155,454,435-473
ENSTNIG00000018153,454,435-473
ENSTNIG00000005387,680,676-684
ENSTNIG00000005388,544,473-615
ENSTNIG00000005389,680,676-684
ENSTNIG00000018159,645,615-676
ENSTNIG00000000473,645,615-676
ENSTNIG00000001069,645,615-676
ENSTNIG00000005385,544,473-615
ENSTNIG00000005386,680,676-684
ENSTNIG00000005384,645,615-676
ENSTNIG00000005383,177,148-206
ENSTNIG00000002957,177,148-206
ENSTNIG00000002958,177,148-206
ENSTNIG00000002959,680,676-684
ENSTNIG00000002107,680,676-684
ENSTNIG00000005915,645,615-676
ENSTNIG00000002106,680,676-684
ENSTNIG00000005380,680,676-684
ENSTNIG00000005381,411,386-435
ENSTNIG00000005382,680,676-684
ENSTNIG00000004932,680,676-684
ENSTNIG00000004931,680,676-684
ENSTNIG00000019640,680,676-684
ENSTNIG00000000987,680,676-684
ENSTNIG00000004096,454,435-473
ENSTNIG00000004095,680,676-684
ENSTNIG00000005764,291,267-315
ENSTNIG00000018188,680,676-684
ENSTNIG00000018189,680,676-684
