ensembl_id,gene_age,gene_Interval
ENSPTRG00000008450,>4290,>4290
ENSPTRG00000021692,950,948-952
ENSPTRG00000043027,950,948-952
ENSPTRG00000010818,>4290,>4290
ENSPTRG00000048099,544,473-615
ENSPTRG00000008147,680,676-684
ENSPTRG00000034007,645,615-676
ENSPTRG00000008129,645,615-676
ENSPTRG00000042433,645,615-676
ENSPTRG00000008214,1578,1496-1660
ENSPTRG00000047547,544,473-615
ENSPTRG00000008133,544,473-615
ENSPTRG00000008182,1578,1496-1660
ENSPTRG00000008183,1578,1496-1660
ENSPTRG00000028232,93,90-96
ENSPTRG00000028238,132,105-159
ENSPTRG00000022118,132,105-159
ENSPTRG00000022110,132,105-159
ENSPTRG00000047833,132,105-159
ENSPTRG00000028239,132,105-159
ENSPTRG00000018089,645,615-676
ENSPTRG00000028231,132,105-159
ENSPTRG00000004811,680,676-684
ENSPTRG00000052642,645,615-676
ENSPTRG00000052077,645,615-676
ENSPTRG00000046729,645,615-676
ENSPTRG00000043997,645,615-676
ENSPTRG00000048445,1578,1496-1660
ENSPTRG00000019341,645,615-676
ENSPTRG00000050632,544,473-615
ENSPTRG00000051713,987,952-1023
ENSPTRG00000019681,987,952-1023
ENSPTRG00000019687,1578,1496-1660
ENSPTRG00000031302,244,177-312
ENSPTRG00000005394,244,177-312
ENSPTRG00000005392,1488,1480-1496
ENSPTRG00000005391,950,948-952
ENSPTRG00000005390,>4290,>4290
ENSPTRG00000050206,4,3-7
ENSPTRG00000004790,950,948-952
ENSPTRG00000004788,987,952-1023
ENSPTRG00000005344,1714,1660-1768
ENSPTRG00000005345,810,797-824
ENSPTRG00000047156,1578,1496-1660
ENSPTRG00000005297,1578,1496-1660
ENSPTRG00000028180,1578,1496-1660
ENSPTRG00000047261,1578,1496-1660
ENSPTRG00000005296,645,615-676
ENSPTRG00000005295,645,615-676
ENSPTRG00000005292,987,952-1023
ENSPTRG00000004781,680,676-684
ENSPTRG00000004780,680,676-684
ENSPTRG00000004779,987,952-1023
ENSPTRG00000004778,680,676-684
ENSPTRG00000004775,645,615-676
ENSPTRG00000008454,645,615-676
ENSPTRG00000048876,645,615-676
ENSPTRG00000008444,645,615-676
ENSPTRG00000008210,544,473-615
ENSPTRG00000043230,544,473-615
ENSPTRG00000007430,544,473-615
ENSPTRG00000007431,544,473-615
ENSPTRG00000007432,1064,1023-1105
ENSPTRG00000007449,>4290,>4290
ENSPTRG00000023568,>4290,>4290
ENSPTRG00000007466,1934,1768-2101
ENSPTRG00000007465,>4290,>4290
ENSPTRG00000007463,950,948-952
ENSPTRG00000007461,645,615-676
ENSPTRG00000050436,645,615-676
ENSPTRG00000003513,645,615-676
ENSPTRG00000003515,680,676-684
ENSPTRG00000003498,645,615-676
ENSPTRG00000003102,544,473-615
ENSPTRG00000003500,886,824-948
ENSPTRG00000003501,645,615-676
ENSPTRG00000003502,645,615-676
ENSPTRG00000003552,132,105-159
ENSPTRG00000041394,132,105-159
ENSPTRG00000003504,544,473-615
ENSPTRG00000003507,544,473-615
ENSPTRG00000044950,454,435-473
ENSPTRG00000003126,454,435-473
ENSPTRG00000003125,987,952-1023
ENSPTRG00000003123,680,676-684
ENSPTRG00000003120,680,676-684
ENSPTRG00000034469,645,615-676
ENSPTRG00000003424,1714,1660-1768
ENSPTRG00000047792,1,0-3
ENSPTRG00000003421,544,473-615
ENSPTRG00000050528,544,473-615
ENSPTRG00000043159,4,3-7
ENSPTRG00000050437,544,473-615
ENSPTRG00000049072,544,473-615
ENSPTRG00000051746,1714,1660-1768
ENSPTRG00000003495,1714,1660-1768
ENSPTRG00000003113,987,952-1023
ENSPTRG00000003428,1488,1480-1496
ENSPTRG00000003426,645,615-676
ENSPTRG00000003987,987,952-1023
ENSPTRG00000015590,>4290,>4290
ENSPTRG00000019786,>4290,>4290
ENSPTRG00000050880,>4290,>4290
ENSPTRG00000028382,>4290,>4290
ENSPTRG00000048454,>4290,>4290
ENSPTRG00000033746,>4290,>4290
ENSPTRG00000047625,645,615-676
ENSPTRG00000003173,810,797-824
ENSPTRG00000028747,886,824-948
ENSPTRG00000050070,886,824-948
ENSPTRG00000044094,454,435-473
ENSPTRG00000003578,645,615-676
ENSPTRG00000003430,544,473-615
ENSPTRG00000041595,645,615-676
ENSPTRG00000009330,1714,1660-1768
ENSPTRG00000009065,1714,1660-1768
ENSPTRG00000009067,544,473-615
ENSPTRG00000051106,886,824-948
ENSPTRG00000009342,544,473-615
ENSPTRG00000018197,>4290,>4290
ENSPTRG00000008092,>4290,>4290
ENSPTRG00000010462,>4290,>4290
ENSPTRG00000028362,>4290,>4290
ENSPTRG00000018329,645,615-676
ENSPTRG00000043932,645,615-676
ENSPTRG00000018312,544,473-615
ENSPTRG00000018296,645,615-676
ENSPTRG00000011597,454,435-473
ENSPTRG00000043366,454,435-473
ENSPTRG00000051634,454,435-473
ENSPTRG00000047078,645,615-676
ENSPTRG00000033956,645,615-676
ENSPTRG00000045678,645,615-676
ENSPTRG00000002828,>4290,>4290
ENSPTRG00000002829,>4290,>4290
ENSPTRG00000002830,680,676-684
ENSPTRG00000002831,645,615-676
ENSPTRG00000002832,645,615-676
ENSPTRG00000019850,950,948-952
ENSPTRG00000018673,950,948-952
ENSPTRG00000011951,950,948-952
ENSPTRG00000050186,18,16-20
ENSPTRG00000011965,>4290,>4290
ENSPTRG00000044444,4,3-7
ENSPTRG00000011964,645,615-676
ENSPTRG00000011962,1934,1768-2101
ENSPTRG00000011959,645,615-676
ENSPTRG00000011966,645,615-676
ENSPTRG00000051560,645,615-676
ENSPTRG00000011974,>4290,>4290
ENSPTRG00000011976,>4290,>4290
ENSPTRG00000011978,>4290,>4290
ENSPTRG00000023869,987,952-1023
ENSPTRG00000003922,680,676-684
ENSPTRG00000012208,950,948-952
ENSPTRG00000021202,950,948-952
ENSPTRG00000005793,36,29-43
ENSPTRG00000018179,645,615-676
ENSPTRG00000017807,645,615-676
ENSPTRG00000008724,950,948-952
ENSPTRG00000009679,454,435-473
ENSPTRG00000009681,1578,1496-1660
ENSPTRG00000009682,1578,1496-1660
ENSPTRG00000009684,544,473-615
ENSPTRG00000009665,645,615-676
ENSPTRG00000034559,645,615-676
ENSPTRG00000009669,544,473-615
ENSPTRG00000009670,544,473-615
ENSPTRG00000009541,645,615-676
ENSPTRG00000009543,645,615-676
ENSPTRG00000051324,132,105-159
ENSPTRG00000008721,987,952-1023
ENSPTRG00000033861,645,615-676
ENSPTRG00000019753,987,952-1023
ENSPTRG00000019752,987,952-1023
ENSPTRG00000014772,645,615-676
ENSPTRG00000014309,544,473-615
ENSPTRG00000010409,1578,1496-1660
ENSPTRG00000010591,680,676-684
ENSPTRG00000010582,680,676-684
ENSPTRG00000010392,1064,1023-1105
ENSPTRG00000010624,544,473-615
ENSPTRG00000012276,680,676-684
ENSPTRG00000012277,680,676-684
ENSPTRG00000010405,>4290,>4290
ENSPTRG00000042673,>4290,>4290
ENSPTRG00000010590,>4290,>4290
ENSPTRG00000009695,680,676-684
ENSPTRG00000009678,>4290,>4290
ENSPTRG00000043647,645,615-676
ENSPTRG00000008751,645,615-676
ENSPTRG00000008752,645,615-676
ENSPTRG00000008753,680,676-684
ENSPTRG00000008755,987,952-1023
ENSPTRG00000008757,544,473-615
ENSPTRG00000014411,645,615-676
ENSPTRG00000009638,680,676-684
ENSPTRG00000045358,25,20-29
ENSPTRG00000050669,1,0-3
ENSPTRG00000042824,1,0-3
ENSPTRG00000045094,680,676-684
ENSPTRG00000008989,1578,1496-1660
ENSPTRG00000043246,1578,1496-1660
ENSPTRG00000008987,>4290,>4290
ENSPTRG00000008986,645,615-676
ENSPTRG00000008966,987,952-1023
ENSPTRG00000008965,987,952-1023
ENSPTRG00000014456,1578,1496-1660
ENSPTRG00000023553,645,615-676
ENSPTRG00000014442,645,615-676
ENSPTRG00000019755,1292,1105-1480
ENSPTRG00000014448,1292,1105-1480
ENSPTRG00000014346,810,797-824
ENSPTRG00000050908,645,615-676
ENSPTRG00000005272,645,615-676
ENSPTRG00000005273,454,435-473
ENSPTRG00000005274,454,435-473
ENSPTRG00000045901,950,948-952
ENSPTRG00000003362,987,952-1023
ENSPTRG00000005277,987,952-1023
ENSPTRG00000005278,987,952-1023
ENSPTRG00000005280,886,824-948
ENSPTRG00000005281,886,824-948
ENSPTRG00000023648,101,96-105
ENSPTRG00000006731,36,29-43
ENSPTRG00000005282,645,615-676
ENSPTRG00000052638,987,952-1023
ENSPTRG00000043273,1064,1023-1105
ENSPTRG00000010975,1064,1023-1105
ENSPTRG00000022713,1064,1023-1105
ENSPTRG00000009949,544,473-615
ENSPTRG00000005739,93,90-96
ENSPTRG00000024158,93,90-96
ENSPTRG00000014513,93,90-96
ENSPTRG00000014515,680,676-684
ENSPTRG00000051540,18,16-20
ENSPTRG00000007153,1488,1480-1496
ENSPTRG00000007016,1488,1480-1496
ENSPTRG00000024152,1488,1480-1496
ENSPTRG00000033737,1488,1480-1496
ENSPTRG00000048032,645,615-676
ENSPTRG00000007256,645,615-676
ENSPTRG00000007156,645,615-676
ENSPTRG00000007164,544,473-615
ENSPTRG00000007243,950,948-952
ENSPTRG00000041020,680,676-684
ENSPTRG00000044196,680,676-684
ENSPTRG00000003396,680,676-684
ENSPTRG00000003397,>4290,>4290
ENSPTRG00000043753,70,67-74
ENSPTRG00000044626,>4290,>4290
ENSPTRG00000051948,70,67-74
ENSPTRG00000003399,>4290,>4290
ENSPTRG00000003400,987,952-1023
ENSPTRG00000044988,645,615-676
ENSPTRG00000014481,645,615-676
ENSPTRG00000042053,987,952-1023
ENSPTRG00000052766,987,952-1023
ENSPTRG00000029559,987,952-1023
ENSPTRG00000050324,680,676-684
ENSPTRG00000019567,680,676-684
ENSPTRG00000014483,>4290,>4290
ENSPTRG00000050957,>4290,>4290
ENSPTRG00000046153,987,952-1023
ENSPTRG00000003516,987,952-1023
ENSPTRG00000043128,987,952-1023
ENSPTRG00000003522,645,615-676
ENSPTRG00000048763,645,615-676
ENSPTRG00000003523,645,615-676
ENSPTRG00000046726,645,615-676
ENSPTRG00000007433,645,615-676
ENSPTRG00000047722,987,952-1023
ENSPTRG00000044148,987,952-1023
ENSPTRG00000052429,987,952-1023
ENSPTRG00000007002,1578,1496-1660
ENSPTRG00000040450,1578,1496-1660
ENSPTRG00000044668,950,948-952
ENSPTRG00000007429,886,824-948
ENSPTRG00000007427,1934,1768-2101
ENSPTRG00000007426,987,952-1023
ENSPTRG00000007425,645,615-676
ENSPTRG00000007424,645,615-676
ENSPTRG00000022996,>4290,>4290
ENSPTRG00000050120,>4290,>4290
ENSPTRG00000006995,544,473-615
ENSPTRG00000007286,1714,1660-1768
ENSPTRG00000007287,1714,1660-1768
ENSPTRG00000003391,1714,1660-1768
ENSPTRG00000003390,544,473-615
ENSPTRG00000003385,>4290,>4290
ENSPTRG00000003328,>4290,>4290
ENSPTRG00000003330,680,676-684
ENSPTRG00000034202,>4290,>4290
ENSPTRG00000043792,>4290,>4290
ENSPTRG00000003333,>4290,>4290
ENSPTRG00000047751,12,9-16
ENSPTRG00000044567,70,67-74
ENSPTRG00000003337,70,67-74
ENSPTRG00000003349,1578,1496-1660
ENSPTRG00000003350,1578,1496-1660
ENSPTRG00000003351,680,676-684
ENSPTRG00000003355,1934,1768-2101
ENSPTRG00000003357,1934,1768-2101
ENSPTRG00000014534,645,615-676
ENSPTRG00000003651,454,435-473
ENSPTRG00000019565,>4290,>4290
ENSPTRG00000043961,>4290,>4290
ENSPTRG00000046745,4,3-7
ENSPTRG00000043036,4,3-7
ENSPTRG00000019564,>4290,>4290
ENSPTRG00000047707,544,473-615
ENSPTRG00000019770,544,473-615
ENSPTRG00000019768,645,615-676
ENSPTRG00000051830,645,615-676
ENSPTRG00000017492,544,473-615
ENSPTRG00000000466,244,177-312
ENSPTRG00000016759,424,413-435
ENSPTRG00000047025,424,413-435
ENSPTRG00000004187,645,615-676
ENSPTRG00000004188,544,473-615
ENSPTRG00000045007,544,473-615
ENSPTRG00000004193,886,824-948
ENSPTRG00000004194,987,952-1023
ENSPTRG00000004198,987,952-1023
ENSPTRG00000013737,645,615-676
ENSPTRG00000013739,544,473-615
ENSPTRG00000013741,544,473-615
ENSPTRG00000001611,950,948-952
ENSPTRG00000004163,382,352-413
ENSPTRG00000002544,987,952-1023
ENSPTRG00000004139,987,952-1023
ENSPTRG00000004144,987,952-1023
ENSPTRG00000004145,987,952-1023
ENSPTRG00000047914,382,352-413
ENSPTRG00000041296,382,352-413
ENSPTRG00000006125,424,413-435
ENSPTRG00000006120,424,413-435
ENSPTRG00000043469,424,413-435
ENSPTRG00000045559,424,413-435
ENSPTRG00000045889,382,352-413
ENSPTRG00000042087,645,615-676
ENSPTRG00000042159,4,3-7
ENSPTRG00000023591,645,615-676
ENSPTRG00000012263,1714,1660-1768
ENSPTRG00000008720,987,952-1023
ENSPTRG00000008719,987,952-1023
ENSPTRG00000044901,1,0-3
ENSPTRG00000051573,18,16-20
ENSPTRG00000029530,18,16-20
ENSPTRG00000008692,244,177-312
ENSPTRG00000040723,168,159-177
ENSPTRG00000042155,454,435-473
ENSPTRG00000008700,454,435-473
ENSPTRG00000046258,1064,1023-1105
ENSPTRG00000043886,1064,1023-1105
ENSPTRG00000002462,1064,1023-1105
ENSPTRG00000002309,680,676-684
ENSPTRG00000006151,382,352-413
ENSPTRG00000006155,382,352-413
ENSPTRG00000034381,244,177-312
ENSPTRG00000006172,168,159-177
ENSPTRG00000034525,382,352-413
ENSPTRG00000023901,55,43-67
ENSPTRG00000006424,645,615-676
ENSPTRG00000006427,645,615-676
ENSPTRG00000009361,424,413-435
ENSPTRG00000009357,645,615-676
ENSPTRG00000014075,1,0-3
ENSPTRG00000050508,1578,1496-1660
ENSPTRG00000043450,1578,1496-1660
ENSPTRG00000011923,1578,1496-1660
ENSPTRG00000016561,544,473-615
ENSPTRG00000016562,645,615-676
ENSPTRG00000042157,645,615-676
ENSPTRG00000042967,987,952-1023
ENSPTRG00000043733,987,952-1023
ENSPTRG00000004791,987,952-1023
ENSPTRG00000024332,544,473-615
ENSPTRG00000017649,382,352-413
ENSPTRG00000002226,454,435-473
ENSPTRG00000017509,987,952-1023
ENSPTRG00000047858,987,952-1023
ENSPTRG00000010610,987,952-1023
ENSPTRG00000006515,987,952-1023
ENSPTRG00000001207,680,676-684
ENSPTRG00000001206,424,413-435
ENSPTRG00000001566,454,435-473
ENSPTRG00000003905,454,435-473
ENSPTRG00000045092,424,413-435
ENSPTRG00000022314,454,435-473
ENSPTRG00000022317,382,352-413
ENSPTRG00000022318,680,676-684
ENSPTRG00000052216,382,352-413
ENSPTRG00000052587,382,352-413
ENSPTRG00000034071,18,16-20
ENSPTRG00000049750,382,352-413
ENSPTRG00000013454,382,352-413
ENSPTRG00000020761,382,352-413
ENSPTRG00000047505,424,413-435
ENSPTRG00000022068,424,413-435
ENSPTRG00000047281,8,7-9
ENSPTRG00000049933,1,0-3
ENSPTRG00000047521,>4290,>4290
ENSPTRG00000043712,>4290,>4290
ENSPTRG00000000428,168,159-177
ENSPTRG00000000600,544,473-615
ENSPTRG00000015788,544,473-615
ENSPTRG00000015715,544,473-615
ENSPTRG00000015716,382,352-413
ENSPTRG00000009984,332,312-352
ENSPTRG00000015920,645,615-676
ENSPTRG00000022394,18,16-20
ENSPTRG00000007672,382,352-413
ENSPTRG00000042918,332,312-352
ENSPTRG00000011501,132,105-159
ENSPTRG00000011496,424,413-435
ENSPTRG00000011492,382,352-413
ENSPTRG00000011480,132,105-159
ENSPTRG00000048921,132,105-159
ENSPTRG00000011478,168,159-177
ENSPTRG00000052277,168,159-177
ENSPTRG00000011455,168,159-177
ENSPTRG00000047045,168,159-177
ENSPTRG00000050080,168,159-177
ENSPTRG00000011451,168,159-177
ENSPTRG00000028888,168,159-177
ENSPTRG00000045348,168,159-177
ENSPTRG00000011468,168,159-177
ENSPTRG00000011465,168,159-177
ENSPTRG00000046222,168,159-177
ENSPTRG00000045259,168,159-177
ENSPTRG00000046197,168,159-177
ENSPTRG00000011456,168,159-177
ENSPTRG00000043706,168,159-177
ENSPTRG00000046872,12,9-16
ENSPTRG00000011453,12,9-16
ENSPTRG00000048836,168,159-177
ENSPTRG00000011452,168,159-177
ENSPTRG00000011467,168,159-177
ENSPTRG00000011466,168,159-177
ENSPTRG00000011457,168,159-177
ENSPTRG00000011432,544,473-615
ENSPTRG00000003194,168,159-177
ENSPTRG00000009893,168,159-177
ENSPTRG00000048975,18,16-20
ENSPTRG00000013823,101,96-105
ENSPTRG00000013828,168,159-177
ENSPTRG00000013830,18,16-20
ENSPTRG00000031454,101,96-105
ENSPTRG00000013843,101,96-105
ENSPTRG00000052397,101,96-105
ENSPTRG00000013844,18,16-20
ENSPTRG00000005512,886,824-948
ENSPTRG00000051234,1,0-3
ENSPTRG00000050013,1,0-3
ENSPTRG00000043709,36,29-43
ENSPTRG00000047479,36,29-43
ENSPTRG00000046436,36,29-43
ENSPTRG00000049224,36,29-43
ENSPTRG00000044789,55,43-67
ENSPTRG00000047741,382,352-413
ENSPTRG00000039259,55,43-67
ENSPTRG00000045304,55,43-67
ENSPTRG00000045499,55,43-67
ENSPTRG00000045951,55,43-67
ENSPTRG00000024299,332,312-352
ENSPTRG00000002199,12,9-16
ENSPTRG00000010419,332,312-352
ENSPTRG00000010417,132,105-159
ENSPTRG00000010414,55,43-67
ENSPTRG00000041150,55,43-67
ENSPTRG00000010390,55,43-67
ENSPTRG00000044391,18,16-20
ENSPTRG00000044966,168,159-177
ENSPTRG00000042436,168,159-177
ENSPTRG00000042688,25,20-29
ENSPTRG00000029141,382,352-413
ENSPTRG00000043821,382,352-413
ENSPTRG00000048915,18,16-20
ENSPTRG00000012560,4,3-7
ENSPTRG00000010458,382,352-413
ENSPTRG00000010463,132,105-159
ENSPTRG00000022810,168,159-177
ENSPTRG00000010464,168,159-177
ENSPTRG00000047287,332,312-352
ENSPTRG00000052784,332,312-352
ENSPTRG00000019592,332,312-352
ENSPTRG00000049979,78,74-82
ENSPTRG00000052069,132,105-159
ENSPTRG00000022377,132,105-159
ENSPTRG00000022384,382,352-413
ENSPTRG00000049559,382,352-413
ENSPTRG00000046080,382,352-413
ENSPTRG00000017472,382,352-413
ENSPTRG00000014254,18,16-20
ENSPTRG00000014237,18,16-20
ENSPTRG00000047790,36,29-43
ENSPTRG00000014147,36,29-43
ENSPTRG00000013166,86,82-90
ENSPTRG00000034138,132,105-159
ENSPTRG00000023071,132,105-159
ENSPTRG00000013137,132,105-159
ENSPTRG00000013136,132,105-159
ENSPTRG00000013135,132,105-159
ENSPTRG00000049525,70,67-74
ENSPTRG00000013134,70,67-74
ENSPTRG00000032541,78,74-82
ENSPTRG00000045857,78,74-82
ENSPTRG00000013351,78,74-82
ENSPTRG00000030595,132,105-159
ENSPTRG00000049041,132,105-159
ENSPTRG00000013352,132,105-159
ENSPTRG00000013353,132,105-159
ENSPTRG00000013363,101,96-105
ENSPTRG00000002910,101,96-105
ENSPTRG00000002921,424,413-435
ENSPTRG00000029733,454,435-473
ENSPTRG00000043468,244,177-312
ENSPTRG00000002989,244,177-312
ENSPTRG00000044985,55,43-67
ENSPTRG00000051571,55,43-67
ENSPTRG00000045108,55,43-67
ENSPTRG00000052306,78,74-82
ENSPTRG00000015984,36,29-43
ENSPTRG00000015988,36,29-43
ENSPTRG00000015879,36,29-43
ENSPTRG00000015873,950,948-952
ENSPTRG00000015929,382,352-413
ENSPTRG00000015830,382,352-413
ENSPTRG00000010833,382,352-413
ENSPTRG00000047908,132,105-159
ENSPTRG00000046653,36,29-43
ENSPTRG00000003816,168,159-177
ENSPTRG00000007403,168,159-177
ENSPTRG00000007400,244,177-312
ENSPTRG00000023856,168,159-177
ENSPTRG00000045019,168,159-177
ENSPTRG00000002562,382,352-413
ENSPTRG00000044913,382,352-413
ENSPTRG00000049729,382,352-413
ENSPTRG00000002637,382,352-413
ENSPTRG00000029864,382,352-413
ENSPTRG00000002685,132,105-159
ENSPTRG00000046964,1,0-3
ENSPTRG00000002687,680,676-684
ENSPTRG00000002692,680,676-684
ENSPTRG00000002709,680,676-684
ENSPTRG00000029894,544,473-615
ENSPTRG00000048326,168,159-177
ENSPTRG00000017525,168,159-177
ENSPTRG00000041848,168,159-177
ENSPTRG00000017463,168,159-177
ENSPTRG00000017461,382,352-413
ENSPTRG00000049554,132,105-159
ENSPTRG00000017459,132,105-159
ENSPTRG00000047420,132,105-159
ENSPTRG00000017437,132,105-159
ENSPTRG00000017426,168,159-177
ENSPTRG00000017404,454,435-473
ENSPTRG00000047179,70,67-74
ENSPTRG00000043536,70,67-74
ENSPTRG00000028533,168,159-177
ENSPTRG00000017387,244,177-312
ENSPTRG00000016870,132,105-159
ENSPTRG00000020235,544,473-615
ENSPTRG00000020241,55,43-67
ENSPTRG00000047544,18,16-20
ENSPTRG00000044069,18,16-20
ENSPTRG00000045991,18,16-20
ENSPTRG00000020360,544,473-615
ENSPTRG00000020362,544,473-615
ENSPTRG00000020392,244,177-312
ENSPTRG00000020414,12,9-16
ENSPTRG00000002313,>4290,>4290
ENSPTRG00000052316,18,16-20
ENSPTRG00000002304,18,16-20
ENSPTRG00000002263,18,16-20
ENSPTRG00000002262,18,16-20
ENSPTRG00000017298,18,16-20
ENSPTRG00000039590,18,16-20
ENSPTRG00000039474,18,16-20
ENSPTRG00000049527,18,16-20
ENSPTRG00000017309,18,16-20
ENSPTRG00000017330,382,352-413
ENSPTRG00000017343,382,352-413
ENSPTRG00000017334,382,352-413
ENSPTRG00000017335,12,9-16
ENSPTRG00000049066,382,352-413
ENSPTRG00000017341,382,352-413
ENSPTRG00000045415,18,16-20
ENSPTRG00000048702,70,67-74
ENSPTRG00000010854,382,352-413
ENSPTRG00000017384,382,352-413
ENSPTRG00000043281,244,177-312
ENSPTRG00000017386,332,312-352
ENSPTRG00000051181,332,312-352
ENSPTRG00000028710,332,312-352
ENSPTRG00000016923,645,615-676
ENSPTRG00000005052,12,9-16
ENSPTRG00000014563,424,413-435
ENSPTRG00000045271,332,312-352
ENSPTRG00000043303,332,312-352
ENSPTRG00000048820,332,312-352
ENSPTRG00000015075,332,312-352
ENSPTRG00000015014,168,159-177
ENSPTRG00000014998,244,177-312
ENSPTRG00000043905,244,177-312
ENSPTRG00000014992,382,352-413
ENSPTRG00000014953,382,352-413
ENSPTRG00000038744,382,352-413
ENSPTRG00000014893,382,352-413
ENSPTRG00000014885,382,352-413
ENSPTRG00000014856,382,352-413
ENSPTRG00000022973,168,159-177
ENSPTRG00000007482,680,676-684
ENSPTRG00000007496,645,615-676
ENSPTRG00000007494,645,615-676
ENSPTRG00000007493,544,473-615
ENSPTRG00000007492,454,435-473
ENSPTRG00000007489,645,615-676
ENSPTRG00000014284,950,948-952
ENSPTRG00000007368,950,948-952
ENSPTRG00000007502,950,948-952
ENSPTRG00000004565,645,615-676
ENSPTRG00000004566,950,948-952
ENSPTRG00000004567,645,615-676
ENSPTRG00000005241,645,615-676
ENSPTRG00000024064,645,615-676
ENSPTRG00000005257,950,948-952
ENSPTRG00000004503,>4290,>4290
ENSPTRG00000000001,>4290,>4290
ENSPTRG00000004804,>4290,>4290
ENSPTRG00000049703,>4290,>4290
ENSPTRG00000044230,>4290,>4290
ENSPTRG00000004529,>4290,>4290
ENSPTRG00000048592,>4290,>4290
ENSPTRG00000004510,987,952-1023
ENSPTRG00000004767,987,952-1023
ENSPTRG00000045690,987,952-1023
ENSPTRG00000014543,987,952-1023
ENSPTRG00000049409,544,473-615
ENSPTRG00000014540,454,435-473
ENSPTRG00000008085,645,615-676
ENSPTRG00000045199,680,676-684
ENSPTRG00000050961,987,952-1023
ENSPTRG00000050789,680,676-684
ENSPTRG00000018502,680,676-684
ENSPTRG00000019361,987,952-1023
ENSPTRG00000019357,987,952-1023
ENSPTRG00000046936,987,952-1023
ENSPTRG00000019354,987,952-1023
ENSPTRG00000019353,987,952-1023
ENSPTRG00000019351,645,615-676
ENSPTRG00000019350,680,676-684
ENSPTRG00000019349,645,615-676
ENSPTRG00000019656,544,473-615
ENSPTRG00000019659,987,952-1023
ENSPTRG00000041628,987,952-1023
ENSPTRG00000052003,4,3-7
ENSPTRG00000052185,4,3-7
ENSPTRG00000048458,645,615-676
ENSPTRG00000052569,4,3-7
ENSPTRG00000045121,645,615-676
ENSPTRG00000052457,645,615-676
ENSPTRG00000019660,645,615-676
ENSPTRG00000044884,12,9-16
ENSPTRG00000052101,645,615-676
ENSPTRG00000006217,645,615-676
