ensembl_id,gene_age,gene_Interval
AT5G03050,1714,1660-1768
AT4G01810,1328,1160-1496
AT3G24150,482,431-532
AT4G32295,482,431-532
AT1G56170,108,106-110
AT1G30960,>4290,>4290
AT1G79490,306,181-431
AT1G54310,>4290,>4290
AT5G64380,1328,1160-1496
AT3G14120,1328,1160-1496
AT2G47940,1328,1160-1496
AT1G50940,1328,1160-1496
AT4G02485,1328,1160-1496
AT5G08470,1934,1768-2101
AT2G34630,>4290,>4290
AT1G11630,306,181-431
AT1G61870,306,181-431
AT4G21320,306,181-431
AT4G15180,306,181-431
AT3G53970,1578,1496-1660
AT1G48530,1578,1496-1660
AT5G63910,1578,1496-1660
AT5G64520,1578,1496-1660
AT1G44414,1578,1496-1660
AT2G21790,1578,1496-1660
AT5G64670,1934,1768-2101
AT3G27530,1934,1768-2101
AT2G27680,1714,1660-1768
AT3G52240,1714,1660-1768
AT5G27380,1714,1660-1768
AT3G13530,846,532-1160
AT3G07980,846,532-1160
AT3G07460,306,181-431
AT3G07470,306,181-431
AT1G04900,1714,1660-1768
AT3G01620,58,26-91
AT5G14480,58,26-91
AT1G12990,846,532-1160
AT3G27540,58,26-91
AT3G26445,846,532-1160
AT1G67880,846,532-1160
AT1G65470,846,532-1160
AT2G43980,1714,1660-1768
AT2G26520,1714,1660-1768
AT5G38520,1714,1660-1768
AT1G22830,306,181-431
AT1G71490,306,181-431
AT1G24260,846,532-1160
AT4G24890,306,181-431
AT5G50400,306,181-431
AT1G01630,1714,1660-1768
AT3G23760,846,532-1160
AT4G14100,846,532-1160
AT3G61110,>4290,>4290
AT3G55000,846,532-1160
AT3G55005,846,532-1160
AT5G03030,1934,1768-2101
AT2G35795,1934,1768-2101
AT3G09700,1934,1768-2101
AT2G38330,482,431-532
AT5G59320,306,181-431
AT5G59310,306,181-431
AT3G51600,306,181-431
AT2G38530,306,181-431
AT2G15050,306,181-431
AT3G51590,306,181-431
AT2G38540,306,181-431
AT5G58260,306,181-431
AT3G12600,482,431-532
AT5G19140,1328,1160-1496
AT1G61770,>4290,>4290
AT3G51980,1328,1160-1496
AT4G19645,1328,1160-1496
AT5G12220,1328,1160-1496
AT3G56840,1328,1160-1496
AT3G05990,306,181-431
AT5G27550,1714,1660-1768
AT5G13720,846,532-1160
AT2G30550,846,532-1160
AT1G06800,846,532-1160
AT1G50450,1328,1160-1496
AT2G41600,170,160-181
AT3G07300,>4290,>4290
AT3G54440,1328,1160-1496
AT3G07910,1328,1160-1496
AT1G21880,482,431-532
AT1G77630,482,431-532
AT1G36990,846,532-1160
AT4G08510,846,532-1160
AT1G37140,846,532-1160
AT1G66430,846,532-1160
AT5G37840,306,181-431
AT1G66480,306,181-431
AT1G14900,170,160-181
AT3G17860,306,181-431
AT1G70700,306,181-431
AT1G48500,306,181-431
AT5G16600,306,181-431
AT1G66230,306,181-431
AT2G01680,170,160-181
AT5G37720,1714,1660-1768
AT1G66260,1714,1660-1768
AT1G23210,1578,1496-1660
AT1G70710,1578,1496-1660
AT2G26600,306,181-431
AT3G15800,306,181-431
AT5G07320,1714,1660-1768
AT5G61810,1714,1660-1768
AT5G51050,1714,1660-1768
AT1G52590,1714,1660-1768
AT2G25540,306,181-431
AT4G32410,306,181-431
AT5G11260,306,181-431
AT4G25600,1328,1160-1496
AT5G20050,1328,1160-1496
AT4G32510,1714,1660-1768
AT1G74810,1714,1660-1768
AT5G25430,1714,1660-1768
AT1G15460,1714,1660-1768
AT5G11380,306,181-431
AT2G36760,306,181-431
AT2G36770,306,181-431
AT3G53160,306,181-431
AT2G36780,306,181-431
AT2G36800,306,181-431
AT2G36790,306,181-431
AT3G53150,306,181-431
AT2G36750,306,181-431
AT5G47520,>4290,>4290
AT4G13395,>4290,>4290
AT2G25670,1328,1160-1496
AT4G32610,1328,1160-1496
AT1G80440,306,181-431
AT1G15670,306,181-431
AT1G79920,1934,1768-2101
AT1G79930,1934,1768-2101
AT5G58780,3,0-7
AT5G58782,58,26-91
AT2G23400,16,7-26
AT2G23410,16,7-26
AT5G58784,58,26-91
AT5G58770,>4290,>4290
AT2G02780,846,532-1160
AT1G14390,846,532-1160
AT3G28720,1328,1160-1496
AT5G15120,306,181-431
AT5G39890,306,181-431
AT1G10500,846,532-1160
AT2G02710,1328,1160-1496
AT5G11900,1328,1160-1496
AT3G13920,>4290,>4290
AT1G54270,>4290,>4290
AT1G72730,>4290,>4290
AT4G20370,846,532-1160
AT1G65480,846,532-1160
AT2G26110,846,532-1160
AT5G11890,846,532-1160
AT1G17620,846,532-1160
AT4G02670,306,181-431
AT5G11930,306,181-431
AT4G33040,306,181-431
AT2G25460,846,532-1160
AT1G51690,>4290,>4290
AT1G17720,>4290,>4290
AT2G25880,>4290,>4290
AT4G32830,>4290,>4290
AT5G14750,306,181-431
AT5G52600,306,181-431
AT3G13540,306,181-431
AT5G40330,306,181-431
AT3G27920,306,181-431
AT1G52150,306,181-431
AT5G25810,846,532-1160
AT4G32800,846,532-1160
AT2G25820,846,532-1160
AT5G11590,846,532-1160
AT4G18960,306,181-431
AT2G42830,306,181-431
AT3G58780,306,181-431
AT1G29800,306,181-431
AT3G14870,306,181-431
AT1G53380,306,181-431
AT1G78810,306,181-431
AT2G43790,1714,1660-1768
AT5G07850,482,431-532
AT5G10650,846,532-1160
AT5G24870,846,532-1160
AT5G05810,846,532-1160
AT5G57530,58,26-91
AT4G25820,58,26-91
AT5G57540,58,26-91
AT4G31750,1714,1660-1768
AT5G10740,1714,1660-1768
AT5G24940,1714,1660-1768
AT3G43520,846,532-1160
AT2G26240,846,532-1160
AT3G24480,306,181-431
AT4G33970,306,181-431
AT4G13340,306,181-431
AT2G15880,306,181-431
AT1G12040,306,181-431
AT4G18670,306,181-431
AT3G13320,1934,1768-2101
AT1G55720,1934,1768-2101
AT1G55730,1934,1768-2101
AT5G58110,1328,1160-1496
AT4G31140,846,532-1160
AT5G58090,846,532-1160
AT1G27370,846,532-1160
AT1G27360,846,532-1160
AT5G43270,846,532-1160
AT3G57870,>4290,>4290
AT4G26870,>4290,>4290
AT4G31180,>4290,>4290
AT4G14870,>4290,>4290
AT5G41150,>4290,>4290
AT5G26220,1714,1660-1768
AT4G31290,1714,1660-1768
AT2G06990,1328,1160-1496
AT5G35330,1328,1160-1496
AT5G26630,58,26-91
AT1G31630,58,26-91
AT5G26580,58,26-91
AT1G65330,58,26-91
AT1G65300,58,26-91
AT3G05860,58,26-91
AT1G22590,482,431-532
AT2G28700,58,26-91
AT5G27810,482,431-532
AT1G59920,58,26-91
AT5G26650,58,26-91
AT5G27960,58,26-91
AT5G48670,482,431-532
AT1G31640,58,26-91
AT1G59930,58,26-91
AT3G20260,306,181-431
AT3G20270,306,181-431
AT5G57210,>4290,>4290
AT4G29950,>4290,>4290
AT2G19240,>4290,>4290
AT4G25940,1714,1660-1768
AT5G57200,1714,1660-1768
AT2G28880,>4290,>4290
AT1G51600,846,532-1160
AT3G21175,846,532-1160
AT4G29920,306,181-431
AT5G57130,306,181-431
AT1G51640,846,532-1160
AT4G31540,846,532-1160
AT4G31550,170,160-181
AT2G24570,170,160-181
AT2G40030,306,181-431
AT1G53760,306,181-431
AT2G26440,306,181-431
AT3G10720,306,181-431
AT5G04970,306,181-431
AT1G53840,306,181-431
AT3G14300,306,181-431
AT3G14270,846,532-1160
AT4G33240,846,532-1160
AT3G43240,846,532-1160
AT3G53690,846,532-1160
AT1G19230,306,181-431
AT1G72410,306,181-431
AT1G17360,306,181-431
AT3G14172,306,181-431
AT1G54060,846,532-1160
AT3G14180,846,532-1160
AT5G46290,1328,1160-1496
AT5G48910,170,160-181
AT1G74950,170,160-181
AT1G19180,170,160-181
AT1G72510,846,532-1160
AT2G09970,846,532-1160
AT1G54095,846,532-1160
AT5G21080,1578,1496-1660
AT2G41830,1578,1496-1660
AT3G21670,846,532-1160
AT5G40140,846,532-1160
AT5G65200,846,532-1160
AT5G62560,846,532-1160
AT3G47820,846,532-1160
AT1G24120,1328,1160-1496
AT1G59980,1328,1160-1496
AT5G16820,482,431-532
AT5G23910,98,91-106
AT3G62680,58,26-91
AT1G54970,16,7-26
AT3G59430,16,7-26
AT3G59510,16,7-26
AT2G43780,16,7-26
AT3G62030,>4290,>4290
AT1G33600,1328,1160-1496
AT1G33612,1328,1160-1496
AT1G33610,1328,1160-1496
AT2G26380,1328,1160-1496
AT1G33590,1328,1160-1496
AT1G33670,1328,1160-1496
AT2G41690,846,532-1160
AT3G04280,139,117-160
AT3G57030,139,117-160
AT4G30030,846,532-1160
AT2G23945,846,532-1160
AT4G30040,16,7-26
AT4G12920,16,7-26
AT1G27380,306,181-431
AT3G23690,58,26-91
AT3G48835,58,26-91
AT1G45100,58,26-91
AT5G41690,16,7-26
AT1G12120,139,117-160
AT1G62530,139,117-160
AT4G11890,58,26-91
AT4G28670,108,106-110
AT4G23840,1714,1660-1768
AT2G37975,1328,1160-1496
AT3G54085,1328,1160-1496
AT4G23050,139,117-160
AT4G11850,306,181-431
AT4G11840,306,181-431
AT4G11830,306,181-431
AT4G25410,306,181-431
AT4G25400,306,181-431
AT5G51790,16,7-26
AT5G51780,306,181-431
AT4G19370,306,181-431
AT1G31720,306,181-431
AT3G51760,306,181-431
AT3G08880,98,91-106
AT5G01570,98,91-106
AT2G38340,846,532-1160
AT4G24060,846,532-1160
AT4G24150,482,431-532
AT5G42110,482,431-532
AT5G47340,58,26-91
AT5G47330,58,26-91
AT4G17483,58,26-91
AT4G17480,58,26-91
AT5G47350,58,26-91
AT4G17470,16,7-26
AT5G61600,58,26-91
AT5G51190,58,26-91
AT5G07490,139,117-160
AT5G61630,139,117-160
AT2G40100,1328,1160-1496
AT5G38610,139,117-160
AT5G46770,16,7-26
AT5G46795,16,7-26
AT1G77860,846,532-1160
AT4G13660,306,181-431
AT1G32100,306,181-431
AT2G35920,>4290,>4290
AT3G11890,>4290,>4290
AT1G32415,482,431-532
AT2G33260,1328,1160-1496
AT5G02260,1328,1160-1496
AT1G73890,1328,1160-1496
AT3G18300,306,181-431
AT1G48780,306,181-431
AT1G07795,846,532-1160
AT2G28725,846,532-1160
AT1G05835,846,532-1160
AT3G59220,58,26-91
AT3G59260,58,26-91
AT2G43120,58,26-91
AT5G63560,846,532-1160
AT3G48720,846,532-1160
AT5G07910,1578,1496-1660
AT1G50270,139,117-160
AT3G48140,139,117-160
AT5G50460,139,117-160
AT4G14860,306,181-431
AT1G05420,306,181-431
AT2G32100,306,181-431
AT3G63270,846,532-1160
AT5G19290,1328,1160-1496
AT5G14980,1328,1160-1496
AT5G26594,139,117-160
AT2G31230,108,106-110
AT1G06160,108,106-110
AT3G54790,846,532-1160
AT3G62370,846,532-1160
AT1G71200,846,532-1160
AT4G01960,139,117-160
AT1G02380,139,117-160
AT2G17550,139,117-160
AT5G43822,139,117-160
AT1G03060,1578,1496-1660
AT4G02660,1578,1496-1660
AT4G14750,306,181-431
AT3G51895,482,431-532
AT4G02700,482,431-532
AT3G63240,>4290,>4290
AT5G56510,306,181-431
AT5G56460,306,181-431
AT3G11850,306,181-431
AT3G54740,306,181-431
AT5G06560,306,181-431
AT2G35880,846,532-1160
AT1G08465,306,181-431
AT5G22030,846,532-1160
AT3G11780,482,431-532
AT5G06480,482,431-532
AT2G23450,846,532-1160
AT5G66790,846,532-1160
AT5G42620,846,532-1160
AT5G65870,58,26-91
AT3G49780,58,26-91
AT4G37740,846,532-1160
AT2G22840,846,532-1160
AT4G37750,846,532-1160
AT1G10070,>4290,>4290
AT1G50090,>4290,>4290
AT1G50110,>4290,>4290
AT3G19710,>4290,>4290
AT1G10060,>4290,>4290
AT3G49680,>4290,>4290
AT4G33770,306,181-431
AT4G08170,306,181-431
AT3G54560,846,532-1160
AT2G38810,846,532-1160
AT4G13570,846,532-1160
AT4G14620,306,181-431
AT4G34131,306,181-431
AT4G34138,306,181-431
AT2G15480,306,181-431
AT4G34135,306,181-431
AT2G15490,306,181-431
AT5G62770,306,181-431
AT5G40280,>4290,>4290
AT5G43760,1578,1496-1660
AT1G04220,1578,1496-1660
AT5G03260,1934,1768-2101
AT4G36520,306,181-431
AT4G28910,846,532-1160
AT1G79840,306,181-431
AT4G18710,>4290,>4290
AT2G30980,>4290,>4290
AT1G06390,>4290,>4290
AT1G29220,>4290,>4290
AT1G06330,482,431-532
AT1G29100,482,431-532
AT1G28480,306,181-431
AT3G15090,>4290,>4290
AT5G46020,>4290,>4290
AT1G29660,482,431-532
AT4G18970,482,431-532
AT1G29670,482,431-532
AT5G45670,482,431-532
AT1G78590,1328,1160-1496
AT1G16920,>4290,>4290
AT1G29280,170,160-181
AT2G20130,1328,1160-1496
AT2G20120,1328,1160-1496
AT1G52290,306,181-431
AT2G31490,306,181-431
AT3G24520,170,160-181
AT3G25770,1328,1160-1496
AT3G25780,1328,1160-1496
AT3G25760,1328,1160-1496
AT1G13280,1328,1160-1496
AT3G61570,846,532-1160
AT2G46180,846,532-1160
AT2G46225,846,532-1160
AT4G19003,846,532-1160
AT5G53300,58,26-91
AT4G27960,58,26-91
AT1G64230,306,181-431
AT5G41800,>4290,>4290
AT2G46400,846,532-1160
AT4G18540,846,532-1160
AT5G15780,846,532-1160
AT1G18580,306,181-431
AT1G74088,306,181-431
AT3G03290,846,532-1160
AT5G17390,846,532-1160
AT1G69080,846,532-1160
AT2G03720,846,532-1160
AT2G03710,846,532-1160
AT3G29575,846,532-1160
AT1G69260,846,532-1160
AT1G13740,846,532-1160
AT3G02140,846,532-1160
AT1G13750,846,532-1160
AT2G03530,846,532-1160
AT1G36240,>4290,>4290
AT3G49570,306,181-431
AT5G24655,306,181-431
AT5G24660,306,181-431
AT3G49580,306,181-431
AT1G80630,1714,1660-1768
AT2G39510,139,117-160
AT1G80050,139,117-160
AT4G17430,139,117-160
AT2G23240,139,117-160
AT2G42000,139,117-160
AT1G19530,139,117-160
AT5G10980,3,0-7
AT4G40030,3,0-7
AT4G21760,306,181-431
AT1G78380,>4290,>4290
AT1G17180,>4290,>4290
AT1G78360,>4290,>4290
AT1G17170,>4290,>4290
AT1G78340,>4290,>4290
AT1G78370,>4290,>4290
AT1G74250,1714,1660-1768
AT5G07740,98,91-106
AT5G60960,846,532-1160
AT1G74410,846,532-1160
AT4G21510,306,181-431
AT1G61340,306,181-431
AT4G05010,306,181-431
AT1G03020,306,181-431
AT3G62930,306,181-431
AT2G07734,113,110-117
ATMG00290,113,110-117
ATMG00650,98,91-106
AT1G65350,108,106-110
AT4G34630,108,106-110
AT1G49570,306,181-431
AT4G39180,1578,1496-1660
AT2G21540,1578,1496-1660
AT4G34580,1578,1496-1660
AT4G34560,1578,1496-1660
AT1G75830,16,7-26
AT4G39250,108,106-110
AT2G21650,108,106-110
AT1G76440,108,106-110
AT5G35810,108,106-110
AT5G35830,108,106-110
AT2G32970,108,106-110
AT5G55020,1578,1496-1660
AT4G26930,1578,1496-1660
AT4G15417,306,181-431
AT1G05087,139,117-160
AT4G20720,139,117-160
AT1G05090,139,117-160
AT5G48500,139,117-160
AT5G35670,139,117-160
AT4G28860,>4290,>4290
AT4G28880,>4290,>4290
AT2G15695,>4290,>4290
AT1G19190,846,532-1160
AT1G49640,846,532-1160
AT1G49650,846,532-1160
AT1G49660,846,532-1160
AT2G03550,846,532-1160
AT3G48690,846,532-1160
AT3G48700,846,532-1160
AT1G49600,1934,1768-2101
AT3G19130,1934,1768-2101
AT2G15770,139,117-160
AT2G15780,139,117-160
AT4G38780,>4290,>4290
AT2G22770,306,181-431
AT2G22760,306,181-431
AT4G32900,>4290,>4290
AT2G38500,>4290,>4290
AT4G25040,>4290,>4290
AT3G19490,>4290,>4290
AT3G08780,>4290,>4290
AT5G01520,846,532-1160
AT1G77170,482,431-532
AT4G32190,482,431-532
AT5G45590,482,431-532
AT3G16860,846,532-1160
AT5G49270,846,532-1160
AT4G16120,846,532-1160
AT2G13570,1578,1496-1660
AT3G03300,306,181-431
AT4G32090,306,181-431
AT1G11410,306,181-431
AT1G11340,306,181-431
AT4G25340,>4290,>4290
AT5G05420,>4290,>4290
AT5G51410,1578,1496-1660
AT1G57680,1578,1496-1660
AT5G64390,1328,1160-1496
AT5G09560,1328,1160-1496
AT5G61590,1328,1160-1496
AT5G07580,1328,1160-1496
AT5G52070,846,532-1160
AT5G42670,846,532-1160
AT1G48175,>4290,>4290
AT1G12450,846,532-1160
AT4G22850,846,532-1160
AT3G23620,846,532-1160
AT2G46710,306,181-431
AT1G64670,1714,1660-1768
AT5G41900,1714,1660-1768
AT4G24140,1714,1660-1768
AT4G00840,1934,1768-2101
AT4G01310,846,532-1160
AT1G62980,1328,1160-1496
AT1G12560,1328,1160-1496
AT4G01460,846,532-1160
AT2G46810,846,532-1160
AT3G61950,846,532-1160
AT5G54130,1328,1160-1496
AT1G02270,1328,1160-1496
AT5G48240,1328,1160-1496
AT5G20180,1328,1160-1496
AT1G73940,1328,1160-1496
AT2G05590,1578,1496-1660
AT3G54780,306,181-431
AT5G60710,306,181-431
AT2G38970,306,181-431
AT4G21470,1328,1160-1496
AT2G20330,1328,1160-1496
AT4G28660,1328,1160-1496
AT4G13450,846,532-1160
AT3G04260,846,532-1160
AT4G28720,1328,1160-1496
AT5G43890,1714,1660-1768
AT2G33230,1328,1160-1496
AT1G04180,1328,1160-1496
AT1G04610,1328,1160-1496
AT1G01695,306,181-431
AT4G00440,306,181-431
AT2G45890,170,160-181
AT4G00460,170,160-181
AT1G01700,170,160-181
AT5G41315,846,532-1160
AT4G00480,846,532-1160
AT1G63650,846,532-1160
AT4G00467,846,532-1160
AT1G63480,306,181-431
AT1G63470,306,181-431
AT5G38710,1934,1768-2101
AT3G30775,1934,1768-2101
AT4G30600,>4290,>4290
AT5G23760,306,181-431
AT1G01780,170,160-181
AT3G61230,170,160-181
AT2G45800,170,160-181
AT3G48880,306,181-431
AT2G32500,306,181-431
AT5G52230,306,181-431
AT2G20710,846,532-1160
AT4G03430,1934,1768-2101
AT4G22540,>4290,>4290
AT4G12460,>4290,>4290
AT3G60630,846,532-1160
AT4G00150,846,532-1160
AT2G45160,846,532-1160
AT1G73440,846,532-1160
AT2G23830,846,532-1160
AT2G45140,846,532-1160
AT1G51270,846,532-1160
AT4G16566,1578,1496-1660
AT4G25300,170,160-181
AT1G17010,170,160-181
AT1G17020,170,160-181
AT4G25310,170,160-181
AT1G78550,170,160-181
AT5G26751,>4290,>4290
AT3G05840,>4290,>4290
AT5G60620,>4290,>4290
AT3G17440,1714,1660-1768
AT1G48240,1714,1660-1768
AT3G62190,1714,1660-1768
AT3G17470,1328,1160-1496
AT3G17465,1934,1768-2101
AT5G47220,1328,1160-1496
AT4G17500,1328,1160-1496
AT4G25160,482,431-532
AT5G61560,482,431-532
AT5G51270,482,431-532
AT5G61550,482,431-532
AT1G56590,1714,1660-1768
AT5G56080,306,181-431
AT1G56430,306,181-431
AT5G04950,306,181-431
AT1G09240,306,181-431
AT4G26483,306,181-431
AT1G56423,306,181-431
AT2G41490,>4290,>4290
AT3G57220,>4290,>4290
AT3G16940,306,181-431
AT2G47440,>4290,>4290
AT4G02100,>4290,>4290
AT1G02650,>4290,>4290
AT3G62570,>4290,>4290
AT3G62590,1578,1496-1660
AT3G58300,58,26-91
AT3G58290,58,26-91
AT3G58230,58,26-91
AT3G58220,58,26-91
AT3G57970,58,26-91
AT3G57960,58,26-91
AT3G57770,139,117-160
AT3G57760,139,117-160
AT3G57750,139,117-160
AT3G57740,139,117-160
AT3G57730,139,117-160
AT3G57720,139,117-160
AT3G57710,139,117-160
AT3G57700,139,117-160
AT3G57690,113,110-117
AT3G57640,139,117-160
AT3G57590,58,26-91
AT3G57440,58,26-91
AT3G57310,58,26-91
AT3G15910,58,26-91
AT3G48950,113,110-117
AT1G47495,113,110-117
AT3G49270,58,26-91
AT3G49300,58,26-91
AT3G49330,58,26-91
AT4G09490,58,26-91
AT5G57340,58,26-91
AT5G57785,58,26-91
AT5G57790,58,26-91
AT5G58080,98,91-106
AT5G58540,58,26-91
AT5G58630,58,26-91
AT5G58650,58,26-91
AT1G45180,113,110-117
AT2G06565,16,7-26
AT2G05530,58,26-91
AT1G44890,58,26-91
AT1G44224,58,26-91
AT1G44191,58,26-91
AT4G17680,58,26-91
AT4G17486,58,26-91
AT4G17245,306,181-431
AT4G17210,306,181-431
AT4G16990,16,7-26
AT4G16980,16,7-26
AT4G16857,16,7-26
AT4G16957,16,7-26
AT4G16915,16,7-26
AT4G16920,58,26-91
AT4G16960,58,26-91
AT4G16940,58,26-91
AT4G16860,58,26-91
AT5G42905,58,26-91
AT4G16807,58,26-91
AT4G16590,58,26-91
AT2G41905,113,110-117
AT2G42340,113,110-117
AT2G42395,113,110-117
AT2G42350,113,110-117
AT2G42465,58,26-91
AT2G42460,58,26-91
AT2G42455,58,26-91
AT2G42470,58,26-91
AT2G42475,58,26-91
AT2G42480,58,26-91
AT2G42530,58,26-91
AT2G42540,58,26-91
AT2G42860,58,26-91
AT2G42870,139,117-160
AT2G42885,139,117-160
AT2G42930,139,117-160
AT2G42960,58,26-91
AT2G43000,846,532-1160
AT1G48610,846,532-1160
AT1G48560,846,532-1160
AT1G48440,58,26-91
AT1G48405,58,26-91
AT1G48325,58,26-91
AT1G55947,58,26-91
AT1G48180,58,26-91
AT1G47730,58,26-91
AT1G48020,98,91-106
AT1G48000,16,7-26
AT1G47990,58,26-91
AT1G43010,16,7-26
AT1G33710,16,7-26
AT5G43650,16,7-26
AT5G43550,16,7-26
AT1G33020,58,26-91
AT1G33050,58,26-91
AT1G33240,846,532-1160
AT1G61720,58,26-91
AT1G61820,58,26-91
AT1G61840,58,26-91
AT1G62030,16,7-26
AT1G62045,16,7-26
AT5G36225,16,7-26
AT1G62210,16,7-26
AT1G62060,58,26-91
AT1G62000,58,26-91
AT2G21200,139,117-160
AT2G21210,113,110-117
AT4G36020,113,110-117
AT4G38670,482,431-532
AT2G20990,1578,1496-1660
AT2G21010,1578,1496-1660
AT1G69810,58,26-91
AT1G69760,306,181-431
AT1G26920,306,181-431
AT1G69480,>4290,>4290
AT2G14070,3,0-7
AT4G26450,3,0-7
AT5G58070,3,0-7
AT3G28050,306,181-431
AT3G27440,1714,1660-1768
AT4G22463,3,0-7
AT1G62515,3,0-7
AT2G42940,846,532-1160
AT4G22758,846,532-1160
AT4G33690,846,532-1160
AT3G45080,306,181-431
AT2G03750,306,181-431
AT1G13420,306,181-431
AT2G14920,306,181-431
AT2G03770,306,181-431
AT2G03760,306,181-431
AT3G45070,306,181-431
AT2G27570,306,181-431
AT1G28170,306,181-431
AT5G43690,306,181-431
AT1G13430,306,181-431
AT4G26280,306,181-431
AT3G18485,306,181-431
AT5G13950,58,26-91
AT3G26950,58,26-91
AT3G02110,1578,1496-1660
AT4G28260,1578,1496-1660
AT3G19860,306,181-431
AT2G21100,306,181-431
AT1G65870,1328,1160-1496
AT4G38680,1328,1160-1496
AT2G21060,1328,1160-1496
AT2G20835,306,181-431
AT5G17160,139,117-160
AT3G03130,139,117-160
AT5G44330,139,117-160
AT4G20900,139,117-160
AT5G44150,139,117-160
AT5G58580,846,532-1160
AT4G28280,846,532-1160
AT2G20700,846,532-1160
AT1G78710,306,181-431
AT1G63060,306,181-431
AT4G28485,1328,1160-1496
AT4G38690,1328,1160-1496
AT2G16630,1328,1160-1496
AT2G31130,1328,1160-1496
AT4G38170,306,181-431
AT3G18470,306,181-431
AT3G18460,306,181-431
AT4G03230,306,181-431
AT4G27510,306,181-431
AT3G58720,306,181-431
AT2G30990,306,181-431
AT2G25720,306,181-431
AT1G06400,>4290,>4290
AT1G30280,58,26-91
AT3G21865,58,26-91
AT1G55820,58,26-91
AT3G13222,58,26-91
AT4G09660,3,0-7
AT3G29450,58,26-91
AT1G42710,58,26-91
AT3G29763,3,0-7
AT1G19260,3,0-7
AT2G06541,3,0-7
AT1G41920,16,7-26
AT3G29765,3,0-7
AT3G21465,139,117-160
AT4G15640,139,117-160
AT4G37990,>4290,>4290
AT4G37980,>4290,>4290
AT1G07985,>4290,>4290
AT5G08410,306,181-431
AT5G23440,306,181-431
AT5G46540,846,532-1160
AT4G18050,846,532-1160
AT3G22070,846,532-1160
AT3G09990,1328,1160-1496
AT1G06270,1328,1160-1496
AT5G05340,846,532-1160
AT5G40520,846,532-1160
AT2G01620,846,532-1160
AT5G65760,16,7-26
AT3G25620,306,181-431
AT1G27430,58,26-91
AT1G24300,58,26-91
AT1G23440,1934,1768-2101
AT1G24200,1934,1768-2101
AT1G70030,1934,1768-2101
AT1G77110,170,160-181
AT1G77510,>4290,>4290
AT1G21750,>4290,>4290
AT1G77250,306,181-431
AT1G44000,1328,1160-1496
AT2G32230,1328,1160-1496
AT4G33480,1328,1160-1496
