ensembl_id,gene_age,gene_Interval
ENSSSCG00000040512,332,312-352
ENSSSCG00000029651,332,312-352
ENSSSCG00000039615,382,352-413
ENSSSCG00000012703,332,312-352
ENSSSCG00000012346,78,78-79
ENSSSCG00000016551,78,78-79
ENSSSCG00000047057,168,159-177
ENSSSCG00000042762,168,159-177
ENSSSCG00000049438,168,159-177
ENSSSCG00000038197,168,159-177
ENSSSCG00000047156,168,159-177
ENSSSCG00000050088,168,159-177
ENSSSCG00000030368,244,177-312
ENSSSCG00000049019,71,64-78
ENSSSCG00000043824,71,64-78
ENSSSCG00000041421,71,64-78
ENSSSCG00000044975,71,64-78
ENSSSCG00000041441,71,64-78
ENSSSCG00000046810,71,64-78
ENSSSCG00000031323,71,64-78
ENSSSCG00000038850,71,64-78
ENSSSCG00000038565,71,64-78
ENSSSCG00000034895,71,64-78
ENSSSCG00000013843,71,64-78
ENSSSCG00000001252,680,676-684
ENSSSCG00000013944,332,312-352
ENSSSCG00000013945,332,312-352
ENSSSCG00000007259,84,79-89
ENSSSCG00000046808,78,78-79
ENSSSCG00000025355,101,96-105
ENSSSCG00000044651,101,96-105
ENSSSCG00000005604,680,676-684
ENSSSCG00000030145,168,159-177
ENSSSCG00000002935,168,159-177
ENSSSCG00000034286,71,64-78
ENSSSCG00000038605,71,64-78
ENSSSCG00000001613,244,177-312
ENSSSCG00000016791,244,177-312
ENSSSCG00000036454,244,177-312
ENSSSCG00000009243,244,177-312
ENSSSCG00000036874,645,615-676
ENSSSCG00000032084,645,615-676
ENSSSCG00000011801,382,352-413
ENSSSCG00000001395,544,473-615
ENSSSCG00000001394,544,473-615
ENSSSCG00000015044,544,473-615
ENSSSCG00000032447,544,473-615
ENSSSCG00000048147,63,62-64
ENSSSCG00000032953,63,62-64
ENSSSCG00000051352,63,62-64
ENSSSCG00000037377,63,62-64
ENSSSCG00000050761,31,0-62
ENSSSCG00000050280,31,0-62
ENSSSCG00000050211,31,0-62
ENSSSCG00000051357,31,0-62
ENSSSCG00000010386,31,0-62
ENSSSCG00000039475,31,0-62
ENSSSCG00000048171,31,0-62
ENSSSCG00000032821,168,159-177
ENSSSCG00000045264,168,159-177
ENSSSCG00000044625,31,0-62
ENSSSCG00000047410,31,0-62
ENSSSCG00000046807,31,0-62
ENSSSCG00000042079,31,0-62
ENSSSCG00000041000,31,0-62
ENSSSCG00000040426,31,0-62
ENSSSCG00000051724,31,0-62
ENSSSCG00000050420,31,0-62
ENSSSCG00000050792,31,0-62
ENSSSCG00000049278,84,79-89
ENSSSCG00000041313,31,0-62
ENSSSCG00000049327,31,0-62
ENSSSCG00000043266,31,0-62
ENSSSCG00000044671,31,0-62
ENSSSCG00000032623,31,0-62
ENSSSCG00000045463,78,78-79
ENSSSCG00000046475,78,78-79
ENSSSCG00000046630,31,0-62
ENSSSCG00000043856,31,0-62
ENSSSCG00000045774,31,0-62
ENSSSCG00000043344,31,0-62
ENSSSCG00000047110,31,0-62
ENSSSCG00000035788,63,62-64
ENSSSCG00000043321,31,0-62
ENSSSCG00000042052,31,0-62
ENSSSCG00000033256,31,0-62
ENSSSCG00000034823,31,0-62
ENSSSCG00000037882,31,0-62
ENSSSCG00000035267,31,0-62
ENSSSCG00000045222,31,0-62
ENSSSCG00000031765,31,0-62
ENSSSCG00000051613,31,0-62
ENSSSCG00000047495,31,0-62
ENSSSCG00000044052,31,0-62
ENSSSCG00000044721,31,0-62
ENSSSCG00000047109,31,0-62
ENSSSCG00000044187,31,0-62
ENSSSCG00000046013,31,0-62
ENSSSCG00000045469,31,0-62
ENSSSCG00000050862,31,0-62
ENSSSCG00000039409,31,0-62
ENSSSCG00000039784,31,0-62
ENSSSCG00000044501,31,0-62
ENSSSCG00000017213,31,0-62
ENSSSCG00000035960,31,0-62
ENSSSCG00000049121,31,0-62
ENSSSCG00000051222,31,0-62
ENSSSCG00000031735,63,62-64
ENSSSCG00000034799,63,62-64
ENSSSCG00000021755,63,62-64
ENSSSCG00000041928,63,62-64
ENSSSCG00000002986,31,0-62
ENSSSCG00000046446,31,0-62
ENSSSCG00000045701,31,0-62
ENSSSCG00000033501,31,0-62
ENSSSCG00000043622,31,0-62
ENSSSCG00000041446,31,0-62
ENSSSCG00000031292,31,0-62
ENSSSCG00000051715,31,0-62
ENSSSCG00000035275,31,0-62
ENSSSCG00000047097,31,0-62
ENSSSCG00000035112,31,0-62
ENSSSCG00000034000,31,0-62
ENSSSCG00000001926,31,0-62
ENSSSCG00000049484,31,0-62
ENSSSCG00000035885,31,0-62
ENSSSCG00000041722,31,0-62
ENSSSCG00000051344,31,0-62
ENSSSCG00000043789,31,0-62
ENSSSCG00000041795,31,0-62
ENSSSCG00000033908,31,0-62
ENSSSCG00000034029,31,0-62
ENSSSCG00000047512,31,0-62
ENSSSCG00000047489,31,0-62
ENSSSCG00000043490,31,0-62
ENSSSCG00000051397,31,0-62
ENSSSCG00000039610,31,0-62
ENSSSCG00000051640,31,0-62
ENSSSCG00000044700,31,0-62
ENSSSCG00000036545,31,0-62
ENSSSCG00000048674,31,0-62
ENSSSCG00000036065,31,0-62
ENSSSCG00000041834,31,0-62
ENSSSCG00000031634,31,0-62
ENSSSCG00000037298,31,0-62
ENSSSCG00000038360,31,0-62
ENSSSCG00000048294,31,0-62
ENSSSCG00000045942,31,0-62
ENSSSCG00000046861,31,0-62
ENSSSCG00000046404,31,0-62
ENSSSCG00000031186,31,0-62
ENSSSCG00000049051,31,0-62
ENSSSCG00000044591,31,0-62
ENSSSCG00000051410,31,0-62
ENSSSCG00000051345,31,0-62
ENSSSCG00000047601,31,0-62
ENSSSCG00000046689,31,0-62
ENSSSCG00000040988,31,0-62
ENSSSCG00000048401,31,0-62
ENSSSCG00000041608,31,0-62
ENSSSCG00000043889,31,0-62
ENSSSCG00000005152,84,79-89
ENSSSCG00000039256,84,79-89
ENSSSCG00000045051,84,79-89
ENSSSCG00000045344,31,0-62
ENSSSCG00000047740,31,0-62
ENSSSCG00000048448,31,0-62
ENSSSCG00000039557,63,62-64
ENSSSCG00000003047,63,62-64
ENSSSCG00000031727,78,78-79
ENSSSCG00000032146,31,0-62
ENSSSCG00000049686,31,0-62
ENSSSCG00000045688,31,0-62
ENSSSCG00000032358,31,0-62
ENSSSCG00000051213,31,0-62
ENSSSCG00000042267,31,0-62
ENSSSCG00000037428,31,0-62
ENSSSCG00000031827,31,0-62
ENSSSCG00000051578,31,0-62
ENSSSCG00000050774,31,0-62
ENSSSCG00000048637,31,0-62
ENSSSCG00000020837,63,62-64
ENSSSCG00000047863,31,0-62
ENSSSCG00000015337,31,0-62
ENSSSCG00000042925,31,0-62
ENSSSCG00000042445,31,0-62
ENSSSCG00000049585,31,0-62
ENSSSCG00000048170,31,0-62
ENSSSCG00000043303,31,0-62
ENSSSCG00000043987,31,0-62
ENSSSCG00000050759,31,0-62
ENSSSCG00000042246,31,0-62
ENSSSCG00000031405,31,0-62
ENSSSCG00000037311,31,0-62
ENSSSCG00000034602,31,0-62
ENSSSCG00000037410,31,0-62
ENSSSCG00000041579,31,0-62
ENSSSCG00000048337,31,0-62
ENSSSCG00000046197,31,0-62
ENSSSCG00000050946,31,0-62
ENSSSCG00000045703,78,78-79
ENSSSCG00000035208,78,78-79
ENSSSCG00000036025,78,78-79
ENSSSCG00000051327,31,0-62
ENSSSCG00000050869,31,0-62
ENSSSCG00000050575,31,0-62
ENSSSCG00000045819,31,0-62
ENSSSCG00000039158,31,0-62
ENSSSCG00000031750,31,0-62
ENSSSCG00000049617,31,0-62
ENSSSCG00000048819,31,0-62
ENSSSCG00000043564,31,0-62
ENSSSCG00000040704,31,0-62
ENSSSCG00000043686,31,0-62
ENSSSCG00000042540,31,0-62
ENSSSCG00000049554,31,0-62
ENSSSCG00000009116,31,0-62
ENSSSCG00000041297,31,0-62
ENSSSCG00000041286,31,0-62
ENSSSCG00000009146,31,0-62
ENSSSCG00000042058,31,0-62
ENSSSCG00000040448,31,0-62
ENSSSCG00000001060,31,0-62
ENSSSCG00000049691,31,0-62
ENSSSCG00000047716,101,96-105
ENSSSCG00000047841,31,0-62
ENSSSCG00000044574,31,0-62
ENSSSCG00000041364,31,0-62
ENSSSCG00000048765,31,0-62
ENSSSCG00000051766,31,0-62
ENSSSCG00000045147,31,0-62
ENSSSCG00000047434,31,0-62
ENSSSCG00000031184,31,0-62
ENSSSCG00000045165,31,0-62
ENSSSCG00000048802,31,0-62
ENSSSCG00000040041,31,0-62
ENSSSCG00000036652,31,0-62
ENSSSCG00000050652,31,0-62
ENSSSCG00000047746,31,0-62
ENSSSCG00000049021,31,0-62
ENSSSCG00000048958,31,0-62
ENSSSCG00000051415,31,0-62
ENSSSCG00000046018,31,0-62
ENSSSCG00000048813,84,79-89
ENSSSCG00000039362,382,352-413
ENSSSCG00000043140,382,352-413
ENSSSCG00000040548,382,352-413
ENSSSCG00000042961,382,352-413
ENSSSCG00000041136,382,352-413
ENSSSCG00000046105,31,0-62
ENSSSCG00000041372,31,0-62
ENSSSCG00000042255,31,0-62
ENSSSCG00000031604,31,0-62
ENSSSCG00000035989,31,0-62
ENSSSCG00000047586,31,0-62
ENSSSCG00000042096,31,0-62
ENSSSCG00000002462,31,0-62
ENSSSCG00000050689,31,0-62
ENSSSCG00000048110,31,0-62
ENSSSCG00000024759,31,0-62
ENSSSCG00000037660,31,0-62
ENSSSCG00000051697,31,0-62
ENSSSCG00000050597,31,0-62
ENSSSCG00000051598,31,0-62
ENSSSCG00000041093,31,0-62
ENSSSCG00000031465,31,0-62
ENSSSCG00000032356,31,0-62
ENSSSCG00000035487,31,0-62
ENSSSCG00000049078,31,0-62
ENSSSCG00000038419,63,62-64
ENSSSCG00000003053,63,62-64
ENSSSCG00000049211,63,62-64
ENSSSCG00000003102,63,62-64
ENSSSCG00000003145,645,615-676
ENSSSCG00000046881,31,0-62
ENSSSCG00000037023,31,0-62
ENSSSCG00000041213,31,0-62
ENSSSCG00000041686,31,0-62
ENSSSCG00000042482,31,0-62
ENSSSCG00000043744,31,0-62
ENSSSCG00000042906,31,0-62
ENSSSCG00000043628,31,0-62
ENSSSCG00000041606,31,0-62
ENSSSCG00000046252,31,0-62
ENSSSCG00000043168,31,0-62
ENSSSCG00000043449,31,0-62
ENSSSCG00000044068,31,0-62
ENSSSCG00000041007,31,0-62
ENSSSCG00000045153,31,0-62
ENSSSCG00000045155,31,0-62
ENSSSCG00000045709,31,0-62
ENSSSCG00000041506,31,0-62
ENSSSCG00000042930,31,0-62
ENSSSCG00000047285,31,0-62
ENSSSCG00000045565,31,0-62
ENSSSCG00000045777,31,0-62
ENSSSCG00000044275,31,0-62
ENSSSCG00000042034,31,0-62
ENSSSCG00000033464,31,0-62
ENSSSCG00000049618,31,0-62
ENSSSCG00000046944,31,0-62
ENSSSCG00000046146,31,0-62
ENSSSCG00000044149,31,0-62
ENSSSCG00000042017,31,0-62
ENSSSCG00000046553,31,0-62
ENSSSCG00000041745,31,0-62
ENSSSCG00000048123,31,0-62
ENSSSCG00000042200,31,0-62
ENSSSCG00000047905,31,0-62
ENSSSCG00000044817,31,0-62
ENSSSCG00000049359,31,0-62
ENSSSCG00000041922,31,0-62
ENSSSCG00000048690,31,0-62
ENSSSCG00000047657,31,0-62
ENSSSCG00000042932,31,0-62
ENSSSCG00000042982,31,0-62
ENSSSCG00000046483,31,0-62
ENSSSCG00000042684,31,0-62
ENSSSCG00000048358,31,0-62
ENSSSCG00000051705,31,0-62
ENSSSCG00000051693,31,0-62
ENSSSCG00000051711,31,0-62
ENSSSCG00000041254,31,0-62
ENSSSCG00000012354,31,0-62
ENSSSCG00000044675,31,0-62
ENSSSCG00000044347,31,0-62
ENSSSCG00000044921,31,0-62
ENSSSCG00000044740,31,0-62
ENSSSCG00000044453,31,0-62
ENSSSCG00000044026,31,0-62
ENSSSCG00000041728,31,0-62
ENSSSCG00000042793,31,0-62
ENSSSCG00000045474,31,0-62
ENSSSCG00000043716,31,0-62
ENSSSCG00000045349,31,0-62
ENSSSCG00000032946,31,0-62
ENSSSCG00000036557,31,0-62
ENSSSCG00000048783,31,0-62
ENSSSCG00000048537,31,0-62
ENSSSCG00000051391,31,0-62
ENSSSCG00000047577,31,0-62
ENSSSCG00000049034,31,0-62
ENSSSCG00000051742,31,0-62
ENSSSCG00000049592,31,0-62
ENSSSCG00000043886,31,0-62
ENSSSCG00000046980,31,0-62
ENSSSCG00000050442,31,0-62
ENSSSCG00000049101,31,0-62
ENSSSCG00000050662,31,0-62
ENSSSCG00000049559,31,0-62
ENSSSCG00000046603,31,0-62
ENSSSCG00000050942,31,0-62
ENSSSCG00000050709,31,0-62
ENSSSCG00000044432,31,0-62
ENSSSCG00000046597,31,0-62
ENSSSCG00000049346,31,0-62
ENSSSCG00000047594,31,0-62
ENSSSCG00000050585,31,0-62
ENSSSCG00000043787,31,0-62
ENSSSCG00000051587,31,0-62
ENSSSCG00000050751,31,0-62
ENSSSCG00000047030,31,0-62
ENSSSCG00000049280,31,0-62
ENSSSCG00000047907,31,0-62
ENSSSCG00000043584,31,0-62
ENSSSCG00000044220,31,0-62
ENSSSCG00000042588,31,0-62
ENSSSCG00000042702,31,0-62
ENSSSCG00000049780,31,0-62
ENSSSCG00000049525,31,0-62
ENSSSCG00000046908,31,0-62
ENSSSCG00000049338,31,0-62
ENSSSCG00000049426,31,0-62
ENSSSCG00000048651,31,0-62
ENSSSCG00000046969,31,0-62
ENSSSCG00000046009,31,0-62
ENSSSCG00000049521,31,0-62
ENSSSCG00000045634,31,0-62
ENSSSCG00000046007,31,0-62
ENSSSCG00000047214,31,0-62
ENSSSCG00000045560,31,0-62
ENSSSCG00000046293,31,0-62
ENSSSCG00000049099,31,0-62
ENSSSCG00000044799,31,0-62
ENSSSCG00000004389,31,0-62
ENSSSCG00000011059,31,0-62
ENSSSCG00000003314,31,0-62
ENSSSCG00000046991,31,0-62
ENSSSCG00000045107,31,0-62
ENSSSCG00000046800,31,0-62
ENSSSCG00000044673,31,0-62
ENSSSCG00000044367,31,0-62
ENSSSCG00000041643,31,0-62
ENSSSCG00000045136,31,0-62
ENSSSCG00000043798,31,0-62
ENSSSCG00000041950,31,0-62
ENSSSCG00000042968,31,0-62
ENSSSCG00000041158,31,0-62
ENSSSCG00000042766,31,0-62
ENSSSCG00000042937,31,0-62
ENSSSCG00000041891,31,0-62
ENSSSCG00000041087,31,0-62
ENSSSCG00000034882,31,0-62
ENSSSCG00000033806,63,62-64
ENSSSCG00000045195,31,0-62
ENSSSCG00000043097,31,0-62
ENSSSCG00000043332,31,0-62
ENSSSCG00000042969,31,0-62
ENSSSCG00000041046,31,0-62
ENSSSCG00000042405,31,0-62
ENSSSCG00000042379,31,0-62
ENSSSCG00000047642,31,0-62
ENSSSCG00000032608,31,0-62
ENSSSCG00000035587,31,0-62
ENSSSCG00000009258,63,62-64
ENSSSCG00000047875,31,0-62
ENSSSCG00000032609,332,312-352
ENSSSCG00000032769,63,62-64
ENSSSCG00000033451,84,79-89
ENSSSCG00000035312,84,79-89
ENSSSCG00000016411,84,79-89
ENSSSCG00000049262,101,96-105
ENSSSCG00000045274,63,62-64
ENSSSCG00000049878,63,62-64
ENSSSCG00000046165,31,0-62
ENSSSCG00000041343,31,0-62
ENSSSCG00000014930,31,0-62
ENSSSCG00000050345,31,0-62
ENSSSCG00000039871,31,0-62
ENSSSCG00000016540,31,0-62
ENSSSCG00000043692,31,0-62
ENSSSCG00000043415,31,0-62
ENSSSCG00000043331,31,0-62
ENSSSCG00000035751,31,0-62
ENSSSCG00000051030,31,0-62
ENSSSCG00000040992,31,0-62
ENSSSCG00000041307,31,0-62
ENSSSCG00000047407,31,0-62
ENSSSCG00000048829,31,0-62
ENSSSCG00000042626,31,0-62
ENSSSCG00000050469,31,0-62
ENSSSCG00000048496,31,0-62
ENSSSCG00000045121,31,0-62
ENSSSCG00000047027,31,0-62
ENSSSCG00000043840,31,0-62
ENSSSCG00000041095,31,0-62
ENSSSCG00000042427,31,0-62
ENSSSCG00000041369,31,0-62
ENSSSCG00000043094,31,0-62
ENSSSCG00000043521,31,0-62
ENSSSCG00000049945,31,0-62
ENSSSCG00000044542,31,0-62
ENSSSCG00000048841,31,0-62
ENSSSCG00000044486,31,0-62
ENSSSCG00000048543,31,0-62
ENSSSCG00000043288,31,0-62
ENSSSCG00000041181,31,0-62
ENSSSCG00000041060,31,0-62
ENSSSCG00000041448,31,0-62
ENSSSCG00000041316,31,0-62
ENSSSCG00000049414,31,0-62
ENSSSCG00000036493,63,62-64
ENSSSCG00000032772,63,62-64
ENSSSCG00000016704,31,0-62
ENSSSCG00000037148,31,0-62
ENSSSCG00000033063,31,0-62
ENSSSCG00000050056,31,0-62
ENSSSCG00000032196,31,0-62
ENSSSCG00000043952,31,0-62
ENSSSCG00000041451,31,0-62
ENSSSCG00000043295,31,0-62
ENSSSCG00000042941,31,0-62
ENSSSCG00000043585,31,0-62
ENSSSCG00000041978,31,0-62
ENSSSCG00000042934,31,0-62
ENSSSCG00000041141,31,0-62
ENSSSCG00000047953,31,0-62
ENSSSCG00000047908,31,0-62
ENSSSCG00000023333,31,0-62
ENSSSCG00000049115,31,0-62
ENSSSCG00000046631,31,0-62
ENSSSCG00000044623,31,0-62
ENSSSCG00000045002,31,0-62
ENSSSCG00000048723,31,0-62
ENSSSCG00000048195,31,0-62
ENSSSCG00000048437,31,0-62
ENSSSCG00000028810,132,105-159
ENSSSCG00000047117,31,0-62
ENSSSCG00000044049,31,0-62
ENSSSCG00000031608,31,0-62
ENSSSCG00000046441,31,0-62
ENSSSCG00000041863,31,0-62
ENSSSCG00000048919,31,0-62
ENSSSCG00000046740,31,0-62
ENSSSCG00000041561,31,0-62
ENSSSCG00000045443,31,0-62
ENSSSCG00000037993,31,0-62
ENSSSCG00000051203,31,0-62
ENSSSCG00000047487,31,0-62
ENSSSCG00000041462,31,0-62
ENSSSCG00000051342,31,0-62
ENSSSCG00000049823,31,0-62
ENSSSCG00000050212,31,0-62
ENSSSCG00000050725,31,0-62
ENSSSCG00000049923,31,0-62
ENSSSCG00000050097,31,0-62
ENSSSCG00000001362,680,676-684
ENSSSCG00000032921,680,676-684
ENSSSCG00000038950,680,676-684
ENSSSCG00000034923,680,676-684
ENSSSCG00000001407,132,105-159
ENSSSCG00000003079,132,105-159
ENSSSCG00000003090,680,676-684
ENSSSCG00000034515,31,0-62
ENSSSCG00000029267,454,435-473
ENSSSCG00000011821,680,676-684
ENSSSCG00000026260,680,676-684
ENSSSCG00000023084,680,676-684
ENSSSCG00000002671,680,676-684
ENSSSCG00000003046,680,676-684
ENSSSCG00000030182,454,435-473
ENSSSCG00000037132,454,435-473
ENSSSCG00000032154,680,676-684
ENSSSCG00000003030,680,676-684
ENSSSCG00000028054,424,413-435
ENSSSCG00000003035,680,676-684
ENSSSCG00000024622,132,105-159
ENSSSCG00000011292,84,79-89
ENSSSCG00000031870,332,312-352
ENSSSCG00000003990,78,78-79
ENSSSCG00000003038,680,676-684
ENSSSCG00000003078,645,615-676
ENSSSCG00000029070,454,435-473
ENSSSCG00000027022,680,676-684
ENSSSCG00000012402,454,435-473
ENSSSCG00000003021,645,615-676
ENSSSCG00000003040,680,676-684
ENSSSCG00000033684,454,435-473
ENSSSCG00000003018,454,435-473
ENSSSCG00000003022,680,676-684
ENSSSCG00000024693,680,676-684
ENSSSCG00000022486,645,615-676
ENSSSCG00000027426,680,676-684
ENSSSCG00000003089,680,676-684
ENSSSCG00000002884,454,435-473
ENSSSCG00000002887,544,473-615
ENSSSCG00000031916,78,78-79
ENSSSCG00000022906,132,105-159
ENSSSCG00000037466,78,78-79
ENSSSCG00000003236,132,105-159
ENSSSCG00000003063,454,435-473
ENSSSCG00000003064,680,676-684
ENSSSCG00000015048,680,676-684
ENSSSCG00000003055,645,615-676
ENSSSCG00000003232,454,435-473
ENSSSCG00000003229,454,435-473
ENSSSCG00000002885,645,615-676
ENSSSCG00000003227,454,435-473
ENSSSCG00000038043,454,435-473
ENSSSCG00000032438,645,615-676
ENSSSCG00000036427,31,0-62
ENSSSCG00000002891,645,615-676
ENSSSCG00000003630,544,473-615
ENSSSCG00000033516,544,473-615
ENSSSCG00000041671,544,473-615
ENSSSCG00000031074,680,676-684
ENSSSCG00000003569,680,676-684
ENSSSCG00000023235,454,435-473
ENSSSCG00000038848,332,312-352
ENSSSCG00000036556,332,312-352
ENSSSCG00000004156,424,413-435
ENSSSCG00000036534,680,676-684
ENSSSCG00000023326,680,676-684
ENSSSCG00000027849,454,435-473
ENSSSCG00000003652,544,473-615
ENSSSCG00000003651,680,676-684
ENSSSCG00000004318,680,676-684
ENSSSCG00000003648,680,676-684
ENSSSCG00000003646,680,676-684
ENSSSCG00000001393,63,62-64
ENSSSCG00000003645,63,62-64
ENSSSCG00000003644,680,676-684
ENSSSCG00000032240,645,615-676
ENSSSCG00000031631,680,676-684
ENSSSCG00000039034,680,676-684
ENSSSCG00000003573,645,615-676
ENSSSCG00000003637,645,615-676
ENSSSCG00000029954,645,615-676
ENSSSCG00000028892,680,676-684
ENSSSCG00000033892,645,615-676
ENSSSCG00000036832,680,676-684
