ensembl_id,gene_age,gene_Interval
ENSDARG00000043157,1714,1660-1768
ENSDARG00000043154,645,615-676
ENSDARG00000103714,>4290,>4290
ENSDARG00000111977,680,676-684
ENSDARG00000033466,1488,1480-1496
ENSDARG00000035352,886,824-948
ENSDARG00000027345,454,435-473
ENSDARG00000060319,680,676-684
ENSDARG00000060297,544,473-615
ENSDARG00000020924,248,230-267
ENSDARG00000103498,248,230-267
ENSDARG00000011783,1714,1660-1768
ENSDARG00000037503,1714,1660-1768
ENSDARG00000032737,950,948-952
ENSDARG00000092464,454,435-473
ENSDARG00000093389,454,435-473
ENSDARG00000062376,248,230-267
ENSDARG00000011929,645,615-676
ENSDARG00000013382,645,615-676
ENSDARG00000004616,1488,1480-1496
ENSDARG00000012432,886,824-948
ENSDARG00000035330,886,824-948
ENSDARG00000030006,544,473-615
ENSDARG00000006782,680,676-684
ENSDARG00000069441,454,435-473
ENSDARG00000003344,950,948-952
ENSDARG00000014017,950,948-952
ENSDARG00000060282,1064,1023-1105
ENSDARG00000099936,544,473-615
ENSDARG00000073707,987,952-1023
ENSDARG00000017636,350,315-386
ENSDARG00000017762,350,315-386
ENSDARG00000003635,645,615-676
ENSDARG00000103123,454,435-473
ENSDARG00000096906,454,435-473
ENSDARG00000094016,454,435-473
ENSDARG00000095504,454,435-473
ENSDARG00000105342,454,435-473
ENSDARG00000095451,454,435-473
ENSDARG00000058605,454,435-473
ENSDARG00000087483,454,435-473
ENSDARG00000100043,454,435-473
ENSDARG00000060622,454,435-473
ENSDARG00000077810,454,435-473
ENSDARG00000098888,454,435-473
ENSDARG00000110111,454,435-473
ENSDARG00000105375,454,435-473
ENSDARG00000093615,454,435-473
ENSDARG00000098793,454,435-473
ENSDARG00000102052,454,435-473
ENSDARG00000113372,454,435-473
ENSDARG00000079345,454,435-473
ENSDARG00000117117,454,435-473
ENSDARG00000070419,454,435-473
ENSDARG00000096854,454,435-473
ENSDARG00000098688,454,435-473
ENSDARG00000101760,76,0-153
ENSDARG00000096708,76,0-153
ENSDARG00000101842,76,0-153
ENSDARG00000098122,76,0-153
ENSDARG00000088616,76,0-153
ENSDARG00000087544,76,0-153
ENSDARG00000103247,76,0-153
ENSDARG00000102156,76,0-153
ENSDARG00000093831,76,0-153
ENSDARG00000092139,76,0-153
ENSDARG00000100434,76,0-153
ENSDARG00000096026,76,0-153
ENSDARG00000088847,76,0-153
ENSDARG00000091243,76,0-153
ENSDARG00000093424,76,0-153
ENSDARG00000102455,76,0-153
ENSDARG00000099090,76,0-153
ENSDARG00000101528,76,0-153
ENSDARG00000101524,76,0-153
ENSDARG00000093478,76,0-153
ENSDARG00000095198,76,0-153
ENSDARG00000101463,76,0-153
ENSDARG00000103346,76,0-153
ENSDARG00000100959,76,0-153
ENSDARG00000102635,76,0-153
ENSDARG00000097091,76,0-153
ENSDARG00000098958,76,0-153
ENSDARG00000102370,76,0-153
ENSDARG00000086720,76,0-153
ENSDARG00000103420,76,0-153
ENSDARG00000103497,76,0-153
ENSDARG00000093220,76,0-153
ENSDARG00000096012,76,0-153
ENSDARG00000099583,76,0-153
ENSDARG00000102658,76,0-153
ENSDARG00000086296,76,0-153
ENSDARG00000102559,76,0-153
ENSDARG00000103689,76,0-153
ENSDARG00000101623,76,0-153
ENSDARG00000103405,76,0-153
ENSDARG00000103400,76,0-153
ENSDARG00000100568,76,0-153
ENSDARG00000095521,76,0-153
ENSDARG00000091025,76,0-153
ENSDARG00000092596,76,0-153
ENSDARG00000088640,76,0-153
ENSDARG00000100415,76,0-153
ENSDARG00000100673,76,0-153
ENSDARG00000099837,76,0-153
ENSDARG00000102316,76,0-153
ENSDARG00000093041,76,0-153
ENSDARG00000100995,76,0-153
ENSDARG00000099444,76,0-153
ENSDARG00000096497,76,0-153
ENSDARG00000098510,76,0-153
ENSDARG00000087168,76,0-153
ENSDARG00000099544,76,0-153
ENSDARG00000100335,76,0-153
ENSDARG00000101292,76,0-153
ENSDARG00000100479,76,0-153
ENSDARG00000092968,76,0-153
ENSDARG00000101817,76,0-153
ENSDARG00000098991,76,0-153
ENSDARG00000100142,76,0-153
ENSDARG00000096186,76,0-153
ENSDARG00000088961,76,0-153
ENSDARG00000099277,76,0-153
ENSDARG00000098094,76,0-153
ENSDARG00000098193,76,0-153
ENSDARG00000100793,76,0-153
ENSDARG00000092471,76,0-153
ENSDARG00000098876,76,0-153
ENSDARG00000096107,76,0-153
ENSDARG00000098758,76,0-153
ENSDARG00000094484,76,0-153
ENSDARG00000073915,76,0-153
ENSDARG00000104041,76,0-153
ENSDARG00000098604,76,0-153
ENSDARG00000092000,76,0-153
ENSDARG00000094175,76,0-153
ENSDARG00000093165,76,0-153
ENSDARG00000100896,76,0-153
ENSDARG00000103458,76,0-153
ENSDARG00000101843,76,0-153
ENSDARG00000094308,76,0-153
ENSDARG00000076255,76,0-153
ENSDARG00000099173,76,0-153
ENSDARG00000094903,76,0-153
ENSDARG00000094017,76,0-153
ENSDARG00000092583,76,0-153
ENSDARG00000099845,76,0-153
ENSDARG00000088378,76,0-153
ENSDARG00000093461,76,0-153
ENSDARG00000088861,76,0-153
ENSDARG00000102999,76,0-153
ENSDARG00000088214,76,0-153
ENSDARG00000103239,76,0-153
ENSDARG00000103417,76,0-153
ENSDARG00000093665,76,0-153
ENSDARG00000092436,76,0-153
ENSDARG00000012741,987,952-1023
ENSDARG00000002194,680,676-684
ENSDARG00000015757,680,676-684
ENSDARG00000033364,645,615-676
ENSDARG00000030440,645,615-676
ENSDARG00000004706,645,615-676
ENSDARG00000052826,987,952-1023
ENSDARG00000022995,>4290,>4290
ENSDARG00000001244,>4290,>4290
ENSDARG00000001463,>4290,>4290
ENSDARG00000103924,>4290,>4290
ENSDARG00000100426,680,676-684
ENSDARG00000102525,544,473-615
ENSDARG00000015427,680,676-684
ENSDARG00000059247,645,615-676
ENSDARG00000059259,645,615-676
ENSDARG00000103234,645,615-676
ENSDARG00000075854,645,615-676
ENSDARG00000021220,>4290,>4290
ENSDARG00000042866,645,615-676
ENSDARG00000059226,544,473-615
ENSDARG00000002401,1934,1768-2101
ENSDARG00000053301,680,676-684
ENSDARG00000005861,544,473-615
ENSDARG00000079753,544,473-615
ENSDARG00000075107,810,797-824
ENSDARG00000053298,680,676-684
ENSDARG00000008203,886,824-948
ENSDARG00000003411,645,615-676
ENSDARG00000079967,645,615-676
ENSDARG00000008239,>4290,>4290
ENSDARG00000089717,1488,1480-1496
ENSDARG00000087780,645,615-676
ENSDARG00000040727,1064,1023-1105
ENSDARG00000078419,680,676-684
ENSDARG00000030236,645,615-676
ENSDARG00000078322,645,615-676
ENSDARG00000089221,1064,1023-1105
ENSDARG00000078130,1064,1023-1105
ENSDARG00000059340,248,230-267
ENSDARG00000075525,645,615-676
ENSDARG00000077788,886,824-948
ENSDARG00000104958,645,615-676
ENSDARG00000037613,810,797-824
ENSDARG00000032704,>4290,>4290
ENSDARG00000031782,645,615-676
ENSDARG00000037337,645,615-676
ENSDARG00000008502,645,615-676
ENSDARG00000037334,>4290,>4290
ENSDARG00000021112,>4290,>4290
ENSDARG00000078166,544,473-615
ENSDARG00000012078,950,948-952
ENSDARG00000008372,950,948-952
ENSDARG00000052438,1578,1496-1660
ENSDARG00000070076,1578,1496-1660
ENSDARG00000071347,680,676-684
ENSDARG00000055525,810,797-824
ENSDARG00000071341,810,797-824
ENSDARG00000044083,987,952-1023
ENSDARG00000103849,>4290,>4290
ENSDARG00000074590,>4290,>4290
ENSDARG00000094992,454,435-473
ENSDARG00000043643,680,676-684
ENSDARG00000091902,645,615-676
ENSDARG00000052010,>4290,>4290
ENSDARG00000104300,680,676-684
ENSDARG00000071086,886,824-948
ENSDARG00000026771,544,473-615
ENSDARG00000087413,544,473-615
ENSDARG00000075549,454,435-473
ENSDARG00000029415,645,615-676
ENSDARG00000006639,1578,1496-1660
ENSDARG00000009021,645,615-676
ENSDARG00000021442,645,615-676
ENSDARG00000074326,1934,1768-2101
ENSDARG00000038000,1714,1660-1768
ENSDARG00000109726,1714,1660-1768
ENSDARG00000116804,1714,1660-1768
ENSDARG00000013669,>4290,>4290
ENSDARG00000043797,1714,1660-1768
ENSDARG00000098141,645,615-676
ENSDARG00000102100,680,676-684
ENSDARG00000103744,>4290,>4290
ENSDARG00000038359,>4290,>4290
ENSDARG00000042894,1934,1768-2101
ENSDARG00000004015,645,615-676
ENSDARG00000088999,645,615-676
ENSDARG00000104374,645,615-676
ENSDARG00000102178,645,615-676
ENSDARG00000104836,950,948-952
ENSDARG00000025326,248,230-267
ENSDARG00000100440,544,473-615
ENSDARG00000103718,1934,1768-2101
ENSDARG00000104228,>4290,>4290
ENSDARG00000101306,>4290,>4290
ENSDARG00000100591,1714,1660-1768
ENSDARG00000101717,950,948-952
ENSDARG00000077057,1714,1660-1768
ENSDARG00000063573,1714,1660-1768
ENSDARG00000086362,950,948-952
ENSDARG00000044626,544,473-615
ENSDARG00000004301,1714,1660-1768
ENSDARG00000044596,1714,1660-1768
ENSDARG00000052876,350,315-386
ENSDARG00000077257,454,435-473
ENSDARG00000077799,248,230-267
ENSDARG00000002204,886,824-948
ENSDARG00000045127,544,473-615
ENSDARG00000069428,1578,1496-1660
ENSDARG00000004956,987,952-1023
ENSDARG00000104981,645,615-676
ENSDARG00000103503,1934,1768-2101
ENSDARG00000100514,987,952-1023
ENSDARG00000099753,1488,1480-1496
ENSDARG00000059361,987,952-1023
ENSDARG00000077516,1934,1768-2101
ENSDARG00000009681,1934,1768-2101
ENSDARG00000077367,645,615-676
ENSDARG00000078050,987,952-1023
ENSDARG00000045262,1578,1496-1660
ENSDARG00000060029,544,473-615
ENSDARG00000020178,950,948-952
ENSDARG00000015937,950,948-952
ENSDARG00000011989,248,230-267
ENSDARG00000074184,950,948-952
ENSDARG00000061794,645,615-676
ENSDARG00000039881,645,615-676
ENSDARG00000063030,645,615-676
ENSDARG00000079229,645,615-676
ENSDARG00000016774,680,676-684
ENSDARG00000098647,950,948-952
ENSDARG00000010423,645,615-676
ENSDARG00000052644,950,948-952
ENSDARG00000069397,886,824-948
ENSDARG00000086269,987,952-1023
ENSDARG00000104084,544,473-615
ENSDARG00000039400,>4290,>4290
ENSDARG00000027159,>4290,>4290
ENSDARG00000007347,1934,1768-2101
ENSDARG00000025605,>4290,>4290
ENSDARG00000088428,680,676-684
ENSDARG00000046127,987,952-1023
ENSDARG00000003519,987,952-1023
ENSDARG00000051854,987,952-1023
ENSDARG00000076870,1714,1660-1768
ENSDARG00000030633,987,952-1023
ENSDARG00000025420,187,153-222
ENSDARG00000099692,1064,1023-1105
ENSDARG00000053586,76,0-153
ENSDARG00000043821,950,948-952
ENSDARG00000101061,950,948-952
ENSDARG00000076223,680,676-684
ENSDARG00000099439,680,676-684
ENSDARG00000009825,544,473-615
ENSDARG00000007813,1934,1768-2101
ENSDARG00000061233,454,435-473
ENSDARG00000088030,454,435-473
ENSDARG00000100679,645,615-676
ENSDARG00000089705,>4290,>4290
ENSDARG00000011463,950,948-952
ENSDARG00000068726,680,676-684
ENSDARG00000102890,886,824-948
ENSDARG00000112337,680,676-684
ENSDARG00000061370,680,676-684
ENSDARG00000113111,987,952-1023
ENSDARG00000099387,411,386-435
ENSDARG00000103667,680,676-684
ENSDARG00000104093,645,615-676
ENSDARG00000103494,544,473-615
ENSDARG00000101679,987,952-1023
ENSDARG00000096614,544,473-615
ENSDARG00000105744,544,473-615
ENSDARG00000076624,1292,1105-1480
ENSDARG00000103095,987,952-1023
ENSDARG00000009745,987,952-1023
ENSDARG00000068370,1488,1480-1496
ENSDARG00000116302,544,473-615
ENSDARG00000024030,544,473-615
ENSDARG00000032801,987,952-1023
ENSDARG00000060392,987,952-1023
ENSDARG00000025899,411,386-435
ENSDARG00000091726,544,473-615
ENSDARG00000020913,>4290,>4290
ENSDARG00000103752,544,473-615
ENSDARG00000111583,291,267-315
ENSDARG00000098162,645,615-676
ENSDARG00000100498,645,615-676
ENSDARG00000074231,987,952-1023
ENSDARG00000003270,987,952-1023
ENSDARG00000062537,454,435-473
ENSDARG00000058020,1714,1660-1768
ENSDARG00000038239,544,473-615
ENSDARG00000074850,411,386-435
ENSDARG00000070780,454,435-473
ENSDARG00000005883,1292,1105-1480
ENSDARG00000026489,987,952-1023
ENSDARG00000070568,1578,1496-1660
ENSDARG00000070565,1578,1496-1660
ENSDARG00000099996,645,615-676
ENSDARG00000061257,645,615-676
ENSDARG00000100708,645,615-676
ENSDARG00000014554,987,952-1023
ENSDARG00000077440,645,615-676
ENSDARG00000099902,645,615-676
ENSDARG00000105178,544,473-615
ENSDARG00000079161,645,615-676
ENSDARG00000063051,987,952-1023
ENSDARG00000063031,1934,1768-2101
ENSDARG00000044114,987,952-1023
ENSDARG00000025340,886,824-948
ENSDARG00000058367,>4290,>4290
ENSDARG00000111129,>4290,>4290
ENSDARG00000038475,>4290,>4290
ENSDARG00000078169,987,952-1023
ENSDARG00000001993,248,230-267
ENSDARG00000075209,680,676-684
ENSDARG00000054127,645,615-676
ENSDARG00000001882,645,615-676
ENSDARG00000086336,645,615-676
ENSDARG00000075670,248,230-267
ENSDARG00000013750,>4290,>4290
ENSDARG00000074002,454,435-473
ENSDARG00000015422,1578,1496-1660
ENSDARG00000078688,886,824-948
ENSDARG00000026655,886,824-948
ENSDARG00000011272,886,824-948
ENSDARG00000097797,886,824-948
ENSDARG00000017657,886,824-948
ENSDARG00000010415,1578,1496-1660
ENSDARG00000021059,>4290,>4290
ENSDARG00000078533,1714,1660-1768
ENSDARG00000101413,454,435-473
ENSDARG00000077717,454,435-473
ENSDARG00000007955,>4290,>4290
ENSDARG00000063433,>4290,>4290
ENSDARG00000087981,645,615-676
ENSDARG00000039647,645,615-676
ENSDARG00000102893,>4290,>4290
ENSDARG00000103730,645,615-676
ENSDARG00000100157,645,615-676
ENSDARG00000101054,248,230-267
ENSDARG00000100795,645,615-676
ENSDARG00000102617,645,615-676
ENSDARG00000111805,645,615-676
ENSDARG00000103977,645,615-676
ENSDARG00000102911,645,615-676
ENSDARG00000007130,645,615-676
ENSDARG00000060397,680,676-684
ENSDARG00000074677,680,676-684
ENSDARG00000052348,291,267-315
ENSDARG00000075798,645,615-676
ENSDARG00000037018,886,824-948
ENSDARG00000075201,987,952-1023
ENSDARG00000020494,987,952-1023
ENSDARG00000024827,645,615-676
ENSDARG00000059900,645,615-676
ENSDARG00000023151,645,615-676
ENSDARG00000101669,1714,1660-1768
ENSDARG00000075043,544,473-615
ENSDARG00000100792,454,435-473
ENSDARG00000116732,987,952-1023
ENSDARG00000075564,987,952-1023
ENSDARG00000075887,544,473-615
ENSDARG00000010655,886,824-948
ENSDARG00000016818,291,267-315
ENSDARG00000014098,950,948-952
ENSDARG00000074572,1578,1496-1660
ENSDARG00000019581,1578,1496-1660
ENSDARG00000005210,1714,1660-1768
ENSDARG00000023330,1578,1496-1660
ENSDARG00000037245,1578,1496-1660
ENSDARG00000096554,1578,1496-1660
ENSDARG00000023600,1292,1105-1480
ENSDARG00000033345,1292,1105-1480
