ensembl_id,gene_age,gene_Interval
ENSRNOG00000039994,680,676-684
ENSRNOG00000048073,10,0-21
ENSRNOG00000050393,30,29-33
ENSRNOG00000029267,30,29-33
ENSRNOG00000038654,101,96-105
ENSRNOG00000034237,10,0-21
ENSRNOG00000032835,10,0-21
ENSRNOG00000043348,454,435-473
ENSRNOG00000049392,454,435-473
ENSRNOG00000043182,680,676-684
ENSRNOG00000061989,645,615-676
ENSRNOG00000052347,645,615-676
ENSRNOG00000039985,645,615-676
ENSRNOG00000060970,454,435-473
ENSRNOG00000003929,544,473-615
ENSRNOG00000057826,680,676-684
ENSRNOG00000002391,645,615-676
ENSRNOG00000011513,680,676-684
ENSRNOG00000052407,645,615-676
ENSRNOG00000013835,544,473-615
ENSRNOG00000011226,544,473-615
ENSRNOG00000043480,10,0-21
ENSRNOG00000050002,680,676-684
ENSRNOG00000048668,680,676-684
ENSRNOG00000003848,680,676-684
ENSRNOG00000030622,645,615-676
ENSRNOG00000015589,645,615-676
ENSRNOG00000053303,645,615-676
ENSRNOG00000025670,544,473-615
ENSRNOG00000034200,645,615-676
ENSRNOG00000052298,645,615-676
ENSRNOG00000002246,645,615-676
ENSRNOG00000014915,680,676-684
ENSRNOG00000028534,645,615-676
ENSRNOG00000051169,168,159-177
ENSRNOG00000010598,645,615-676
ENSRNOG00000060782,454,435-473
ENSRNOG00000005659,544,473-615
ENSRNOG00000020368,544,473-615
ENSRNOG00000001346,680,676-684
ENSRNOG00000001349,680,676-684
ENSRNOG00000001360,454,435-473
ENSRNOG00000001367,680,676-684
ENSRNOG00000025625,332,312-352
ENSRNOG00000021370,645,615-676
ENSRNOG00000021886,680,676-684
ENSRNOG00000021882,544,473-615
ENSRNOG00000020692,680,676-684
ENSRNOG00000019265,544,473-615
ENSRNOG00000052219,544,473-615
ENSRNOG00000000104,544,473-615
ENSRNOG00000019507,544,473-615
ENSRNOG00000021158,544,473-615
ENSRNOG00000043060,680,676-684
ENSRNOG00000021156,244,177-312
ENSRNOG00000018847,680,676-684
ENSRNOG00000060707,680,676-684
ENSRNOG00000011729,680,676-684
ENSRNOG00000043306,10,0-21
ENSRNOG00000023256,680,676-684
ENSRNOG00000019069,680,676-684
ENSRNOG00000028751,39,33-45
ENSRNOG00000052393,39,33-45
ENSRNOG00000019461,544,473-615
ENSRNOG00000023023,544,473-615
ENSRNOG00000021161,454,435-473
ENSRNOG00000021174,680,676-684
ENSRNOG00000024931,244,177-312
ENSRNOG00000023668,680,676-684
ENSRNOG00000026005,680,676-684
ENSRNOG00000019724,680,676-684
ENSRNOG00000019666,680,676-684
ENSRNOG00000043503,645,615-676
ENSRNOG00000053362,454,435-473
ENSRNOG00000019464,680,676-684
ENSRNOG00000020906,680,676-684
ENSRNOG00000026579,680,676-684
ENSRNOG00000047123,544,473-615
ENSRNOG00000026302,454,435-473
ENSRNOG00000002832,680,676-684
ENSRNOG00000056092,332,312-352
ENSRNOG00000060542,544,473-615
ENSRNOG00000060899,454,435-473
ENSRNOG00000030330,645,615-676
ENSRNOG00000005215,645,615-676
ENSRNOG00000057569,645,615-676
ENSRNOG00000020075,680,676-684
ENSRNOG00000019439,680,676-684
ENSRNOG00000002014,645,615-676
ENSRNOG00000028247,454,435-473
ENSRNOG00000000938,680,676-684
ENSRNOG00000048871,62,55-70
ENSRNOG00000031013,39,33-45
ENSRNOG00000032913,39,33-45
ENSRNOG00000021510,332,312-352
ENSRNOG00000018729,680,676-684
ENSRNOG00000008825,680,676-684
ENSRNOG00000018752,454,435-473
ENSRNOG00000006050,454,435-473
ENSRNOG00000019620,454,435-473
ENSRNOG00000007416,680,676-684
ENSRNOG00000054563,680,676-684
ENSRNOG00000033613,680,676-684
ENSRNOG00000006589,680,676-684
ENSRNOG00000056076,680,676-684
ENSRNOG00000028222,680,676-684
ENSRNOG00000033673,680,676-684
ENSRNOG00000034106,680,676-684
ENSRNOG00000021533,680,676-684
ENSRNOG00000006599,680,676-684
ENSRNOG00000043225,382,352-413
ENSRNOG00000004998,645,615-676
ENSRNOG00000004976,680,676-684
ENSRNOG00000006932,645,615-676
ENSRNOG00000012727,680,676-684
ENSRNOG00000019688,680,676-684
ENSRNOG00000039459,24,21-29
ENSRNOG00000039457,24,21-29
ENSRNOG00000048389,680,676-684
ENSRNOG00000004395,680,676-684
ENSRNOG00000019450,680,676-684
ENSRNOG00000012747,544,473-615
ENSRNOG00000019276,645,615-676
ENSRNOG00000002834,645,615-676
ENSRNOG00000055331,645,615-676
ENSRNOG00000002161,30,29-33
ENSRNOG00000062108,30,29-33
ENSRNOG00000012794,680,676-684
ENSRNOG00000018878,454,435-473
ENSRNOG00000014582,454,435-473
ENSRNOG00000017220,680,676-684
ENSRNOG00000020897,680,676-684
ENSRNOG00000006087,454,435-473
ENSRNOG00000006807,680,676-684
ENSRNOG00000017718,680,676-684
ENSRNOG00000026060,680,676-684
ENSRNOG00000018132,680,676-684
ENSRNOG00000002908,544,473-615
ENSRNOG00000018735,544,473-615
ENSRNOG00000019014,680,676-684
ENSRNOG00000019235,680,676-684
ENSRNOG00000057139,645,615-676
ENSRNOG00000054891,680,676-684
ENSRNOG00000002810,680,676-684
ENSRNOG00000002823,680,676-684
ENSRNOG00000003005,544,473-615
ENSRNOG00000022732,680,676-684
ENSRNOG00000022748,680,676-684
ENSRNOG00000049070,680,676-684
ENSRNOG00000055063,680,676-684
ENSRNOG00000052620,680,676-684
ENSRNOG00000020118,680,676-684
ENSRNOG00000048357,544,473-615
ENSRNOG00000047933,544,473-615
ENSRNOG00000050200,680,676-684
ENSRNOG00000049629,680,676-684
ENSRNOG00000038894,454,435-473
ENSRNOG00000003893,680,676-684
ENSRNOG00000003870,680,676-684
ENSRNOG00000003822,680,676-684
ENSRNOG00000039571,680,676-684
ENSRNOG00000045695,544,473-615
ENSRNOG00000002824,544,473-615
ENSRNOG00000021589,680,676-684
ENSRNOG00000002790,680,676-684
ENSRNOG00000021552,680,676-684
ENSRNOG00000002751,680,676-684
ENSRNOG00000061530,680,676-684
ENSRNOG00000007515,680,676-684
ENSRNOG00000018780,680,676-684
ENSRNOG00000047213,680,676-684
ENSRNOG00000048174,680,676-684
ENSRNOG00000007301,645,615-676
ENSRNOG00000003256,680,676-684
ENSRNOG00000060914,680,676-684
ENSRNOG00000003781,680,676-684
ENSRNOG00000012168,680,676-684
ENSRNOG00000061367,680,676-684
ENSRNOG00000018279,680,676-684
ENSRNOG00000015182,680,676-684
ENSRNOG00000001893,680,676-684
ENSRNOG00000056485,680,676-684
ENSRNOG00000005389,680,676-684
ENSRNOG00000001991,680,676-684
ENSRNOG00000056221,544,473-615
ENSRNOG00000052455,24,21-29
ENSRNOG00000022391,544,473-615
ENSRNOG00000039063,71,71-73
ENSRNOG00000003359,680,676-684
ENSRNOG00000057814,680,676-684
ENSRNOG00000051704,544,473-615
ENSRNOG00000009274,680,676-684
ENSRNOG00000047960,454,435-473
ENSRNOG00000003812,645,615-676
ENSRNOG00000032208,544,473-615
ENSRNOG00000032368,86,82-90
ENSRNOG00000048606,645,615-676
ENSRNOG00000052192,645,615-676
ENSRNOG00000058793,645,615-676
ENSRNOG00000061059,645,615-676
ENSRNOG00000011335,544,473-615
ENSRNOG00000027606,645,615-676
ENSRNOG00000003977,645,615-676
ENSRNOG00000003508,680,676-684
ENSRNOG00000002511,645,615-676
ENSRNOG00000016410,680,676-684
ENSRNOG00000021887,680,676-684
ENSRNOG00000019097,680,676-684
ENSRNOG00000015148,544,473-615
ENSRNOG00000025251,544,473-615
ENSRNOG00000011567,645,615-676
ENSRNOG00000007519,645,615-676
ENSRNOG00000020068,645,615-676
ENSRNOG00000031816,645,615-676
ENSRNOG00000020288,645,615-676
ENSRNOG00000011774,544,473-615
ENSRNOG00000021526,544,473-615
ENSRNOG00000014305,645,615-676
ENSRNOG00000008427,680,676-684
ENSRNOG00000008257,645,615-676
ENSRNOG00000018647,645,615-676
ENSRNOG00000018118,645,615-676
ENSRNOG00000017829,645,615-676
ENSRNOG00000049402,645,615-676
ENSRNOG00000042696,645,615-676
ENSRNOG00000007330,645,615-676
ENSRNOG00000020058,680,676-684
ENSRNOG00000021298,680,676-684
ENSRNOG00000000034,680,676-684
ENSRNOG00000049121,680,676-684
ENSRNOG00000013852,680,676-684
ENSRNOG00000013866,645,615-676
ENSRNOG00000000033,680,676-684
ENSRNOG00000000521,544,473-615
ENSRNOG00000018293,680,676-684
ENSRNOG00000005082,680,676-684
ENSRNOG00000016394,680,676-684
ENSRNOG00000046022,680,676-684
ENSRNOG00000007665,680,676-684
ENSRNOG00000006941,680,676-684
ENSRNOG00000005907,680,676-684
ENSRNOG00000005798,680,676-684
ENSRNOG00000012865,680,676-684
ENSRNOG00000061085,680,676-684
ENSRNOG00000009934,680,676-684
ENSRNOG00000020361,680,676-684
ENSRNOG00000013743,645,615-676
ENSRNOG00000023278,680,676-684
ENSRNOG00000033038,680,676-684
ENSRNOG00000022466,680,676-684
ENSRNOG00000032860,680,676-684
ENSRNOG00000043404,680,676-684
ENSRNOG00000014832,645,615-676
ENSRNOG00000008994,645,615-676
ENSRNOG00000012247,680,676-684
ENSRNOG00000060708,10,0-21
ENSRNOG00000012347,680,676-684
ENSRNOG00000012954,645,615-676
ENSRNOG00000059655,680,676-684
ENSRNOG00000013195,680,676-684
ENSRNOG00000021805,680,676-684
ENSRNOG00000016346,645,615-676
ENSRNOG00000010213,680,676-684
ENSRNOG00000010090,680,676-684
ENSRNOG00000024053,10,0-21
ENSRNOG00000042482,454,435-473
ENSRNOG00000010258,454,435-473
ENSRNOG00000006534,454,435-473
ENSRNOG00000004904,454,435-473
ENSRNOG00000021751,10,0-21
ENSRNOG00000054775,680,676-684
ENSRNOG00000056057,10,0-21
ENSRNOG00000056532,10,0-21
ENSRNOG00000033161,10,0-21
ENSRNOG00000051710,24,21-29
ENSRNOG00000052877,10,0-21
ENSRNOG00000029512,30,29-33
ENSRNOG00000056280,39,33-45
ENSRNOG00000025570,645,615-676
ENSRNOG00000033466,71,71-73
ENSRNOG00000033619,454,435-473
ENSRNOG00000031081,645,615-676
ENSRNOG00000036834,244,177-312
ENSRNOG00000056446,244,177-312
ENSRNOG00000048843,244,177-312
ENSRNOG00000031135,680,676-684
ENSRNOG00000012835,680,676-684
ENSRNOG00000012985,680,676-684
ENSRNOG00000001376,680,676-684
ENSRNOG00000028879,680,676-684
ENSRNOG00000007152,680,676-684
ENSRNOG00000007104,680,676-684
ENSRNOG00000006813,680,676-684
ENSRNOG00000026527,50,45-55
ENSRNOG00000040281,680,676-684
ENSRNOG00000036842,680,676-684
ENSRNOG00000025602,645,615-676
ENSRNOG00000047895,645,615-676
ENSRNOG00000046214,544,473-615
ENSRNOG00000052282,544,473-615
ENSRNOG00000054838,544,473-615
ENSRNOG00000005987,544,473-615
ENSRNOG00000031916,544,473-615
ENSRNOG00000052880,680,676-684
ENSRNOG00000006469,645,615-676
ENSRNOG00000050419,680,676-684
ENSRNOG00000008603,544,473-615
ENSRNOG00000004143,680,676-684
ENSRNOG00000045814,645,615-676
ENSRNOG00000004424,645,615-676
ENSRNOG00000047874,645,615-676
ENSRNOG00000050697,680,676-684
ENSRNOG00000028384,680,676-684
ENSRNOG00000047631,680,676-684
ENSRNOG00000005281,680,676-684
ENSRNOG00000008415,680,676-684
ENSRNOG00000006844,680,676-684
ENSRNOG00000012375,680,676-684
ENSRNOG00000014480,680,676-684
ENSRNOG00000043150,680,676-684
ENSRNOG00000018747,544,473-615
ENSRNOG00000009691,544,473-615
ENSRNOG00000005687,680,676-684
ENSRNOG00000003183,645,615-676
ENSRNOG00000003120,645,615-676
ENSRNOG00000004470,244,177-312
ENSRNOG00000004647,544,473-615
ENSRNOG00000004726,645,615-676
ENSRNOG00000004870,680,676-684
ENSRNOG00000005342,680,676-684
ENSRNOG00000025100,680,676-684
ENSRNOG00000006733,680,676-684
ENSRNOG00000042747,680,676-684
ENSRNOG00000014987,544,473-615
ENSRNOG00000014666,680,676-684
ENSRNOG00000003594,680,676-684
ENSRNOG00000003494,680,676-684
ENSRNOG00000030743,680,676-684
ENSRNOG00000009696,680,676-684
ENSRNOG00000030055,680,676-684
ENSRNOG00000018413,454,435-473
ENSRNOG00000019868,680,676-684
ENSRNOG00000017997,544,473-615
ENSRNOG00000018075,544,473-615
ENSRNOG00000018179,544,473-615
ENSRNOG00000028461,645,615-676
ENSRNOG00000008471,680,676-684
ENSRNOG00000000511,680,676-684
ENSRNOG00000042160,645,615-676
ENSRNOG00000000376,645,615-676
ENSRNOG00000019979,680,676-684
ENSRNOG00000049700,680,676-684
ENSRNOG00000015677,680,676-684
ENSRNOG00000016322,544,473-615
ENSRNOG00000022354,544,473-615
ENSRNOG00000019749,680,676-684
ENSRNOG00000009046,645,615-676
ENSRNOG00000010103,680,676-684
ENSRNOG00000012956,454,435-473
ENSRNOG00000020246,680,676-684
ENSRNOG00000016636,454,435-473
ENSRNOG00000016665,454,435-473
ENSRNOG00000013399,645,615-676
ENSRNOG00000007564,544,473-615
ENSRNOG00000007025,544,473-615
ENSRNOG00000028108,544,473-615
ENSRNOG00000006139,544,473-615
ENSRNOG00000005700,645,615-676
ENSRNOG00000029304,645,615-676
ENSRNOG00000016777,680,676-684
ENSRNOG00000001148,70,70-71
ENSRNOG00000031358,71,71-73
ENSRNOG00000053974,544,473-615
ENSRNOG00000013734,680,676-684
ENSRNOG00000014503,680,676-684
ENSRNOG00000054118,680,676-684
ENSRNOG00000009686,454,435-473
ENSRNOG00000007128,680,676-684
ENSRNOG00000050790,645,615-676
ENSRNOG00000012004,680,676-684
ENSRNOG00000059680,10,0-21
ENSRNOG00000013110,10,0-21
ENSRNOG00000055633,645,615-676
ENSRNOG00000052075,544,473-615
ENSRNOG00000053554,544,473-615
ENSRNOG00000012183,544,473-615
ENSRNOG00000051448,544,473-615
ENSRNOG00000056266,544,473-615
ENSRNOG00000039782,544,473-615
ENSRNOG00000059830,544,473-615
ENSRNOG00000055649,544,473-615
ENSRNOG00000061401,544,473-615
ENSRNOG00000055619,544,473-615
ENSRNOG00000055630,544,473-615
ENSRNOG00000054227,544,473-615
ENSRNOG00000058800,544,473-615
ENSRNOG00000052834,544,473-615
ENSRNOG00000027089,680,676-684
ENSRNOG00000053037,645,615-676
ENSRNOG00000011107,645,615-676
ENSRNOG00000001889,680,676-684
ENSRNOG00000024104,645,615-676
ENSRNOG00000002509,645,615-676
ENSRNOG00000047663,454,435-473
ENSRNOG00000025534,454,435-473
ENSRNOG00000015794,645,615-676
ENSRNOG00000019152,645,615-676
ENSRNOG00000020337,680,676-684
ENSRNOG00000021750,454,435-473
ENSRNOG00000009936,645,615-676
ENSRNOG00000010816,645,615-676
ENSRNOG00000021295,680,676-684
ENSRNOG00000008597,680,676-684
ENSRNOG00000026914,680,676-684
ENSRNOG00000009153,454,435-473
ENSRNOG00000032134,680,676-684
ENSRNOG00000009032,680,676-684
ENSRNOG00000046345,680,676-684
ENSRNOG00000017689,680,676-684
ENSRNOG00000017051,680,676-684
ENSRNOG00000016645,680,676-684
ENSRNOG00000056462,645,615-676
ENSRNOG00000024533,680,676-684
ENSRNOG00000005686,680,676-684
ENSRNOG00000013390,645,615-676
ENSRNOG00000012952,544,473-615
ENSRNOG00000012831,680,676-684
ENSRNOG00000023257,645,615-676
ENSRNOG00000006751,680,676-684
ENSRNOG00000007246,680,676-684
ENSRNOG00000001959,544,473-615
ENSRNOG00000001963,544,473-615
ENSRNOG00000007701,544,473-615
ENSRNOG00000005633,645,615-676
ENSRNOG00000005374,645,615-676
ENSRNOG00000005346,645,615-676
ENSRNOG00000018407,680,676-684
ENSRNOG00000015292,680,676-684
ENSRNOG00000018905,680,676-684
ENSRNOG00000018760,680,676-684
ENSRNOG00000016066,645,615-676
ENSRNOG00000016578,680,676-684
ENSRNOG00000016378,544,473-615
ENSRNOG00000028329,544,473-615
ENSRNOG00000014007,680,676-684
ENSRNOG00000008575,645,615-676
ENSRNOG00000008714,645,615-676
ENSRNOG00000032432,645,615-676
ENSRNOG00000023612,645,615-676
ENSRNOG00000025848,680,676-684
ENSRNOG00000008075,680,676-684
ENSRNOG00000022225,544,473-615
ENSRNOG00000002882,645,615-676
ENSRNOG00000005180,454,435-473
ENSRNOG00000014556,544,473-615
ENSRNOG00000014859,544,473-615
ENSRNOG00000013809,645,615-676
ENSRNOG00000013314,645,615-676
ENSRNOG00000019246,454,435-473
ENSRNOG00000042126,680,676-684
ENSRNOG00000027305,680,676-684
ENSRNOG00000019438,680,676-684
ENSRNOG00000019162,680,676-684
ENSRNOG00000007493,645,615-676
ENSRNOG00000031855,454,435-473
ENSRNOG00000015008,645,615-676
ENSRNOG00000016719,645,615-676
ENSRNOG00000017065,680,676-684
ENSRNOG00000025273,244,177-312
ENSRNOG00000016724,680,676-684
ENSRNOG00000017237,645,615-676
ENSRNOG00000029549,680,676-684
ENSRNOG00000009282,680,676-684
ENSRNOG00000014168,680,676-684
ENSRNOG00000015448,544,473-615
ENSRNOG00000038241,544,473-615
ENSRNOG00000015205,454,435-473
ENSRNOG00000047970,454,435-473
ENSRNOG00000016135,680,676-684
ENSRNOG00000050767,680,676-684
ENSRNOG00000015701,645,615-676
ENSRNOG00000012597,645,615-676
ENSRNOG00000023376,645,615-676
ENSRNOG00000006919,544,473-615
ENSRNOG00000052502,39,33-45
ENSRNOG00000055922,39,33-45
ENSRNOG00000005141,680,676-684
ENSRNOG00000014165,680,676-684
ENSRNOG00000049452,680,676-684
ENSRNOG00000018505,454,435-473
ENSRNOG00000006048,680,676-684
ENSRNOG00000005310,680,676-684
ENSRNOG00000009491,680,676-684
ENSRNOG00000029173,544,473-615
ENSRNOG00000033819,544,473-615
ENSRNOG00000011817,544,473-615
ENSRNOG00000027923,454,435-473
ENSRNOG00000027935,454,435-473
ENSRNOG00000027971,454,435-473
ENSRNOG00000060793,680,676-684
ENSRNOG00000060048,30,29-33
ENSRNOG00000006515,544,473-615
ENSRNOG00000003782,544,473-615
ENSRNOG00000006632,645,615-676
ENSRNOG00000005736,680,676-684
ENSRNOG00000031421,680,676-684
ENSRNOG00000005135,645,615-676
ENSRNOG00000039183,680,676-684
ENSRNOG00000019527,645,615-676
ENSRNOG00000003709,680,676-684
ENSRNOG00000003778,645,615-676
ENSRNOG00000032136,645,615-676
ENSRNOG00000006082,680,676-684
ENSRNOG00000040287,680,676-684
ENSRNOG00000008307,645,615-676
ENSRNOG00000018349,680,676-684
ENSRNOG00000051960,680,676-684
ENSRNOG00000051592,680,676-684
ENSRNOG00000009954,680,676-684
ENSRNOG00000000383,680,676-684
ENSRNOG00000000384,680,676-684
